wage,educ,exper,married,credit_score1,credit_score2,credit_limit,spend
980.0,9,22,1,431.0,518.0,3900.0,4162
1340.0,12,5,1,569.0,625.0,3900.0,4596
1330.0,12,16,1,569.0,661.0,2000.0,3706
590.0,18,6,1,259.0,429.0,500.0,2100
1210.0,18,13,1,362.0,607.0,1900.0,3688
740.0,9,19,1,293.0,411.0,2400.0,3464
1650.0,17,7,1,569.0,679.0,5900.0,5489
1230.0,16,11,1,517.0,536.0,3500.0,4277
670.0,12,4,0,293.0,429.0,1000.0,2301
490.0,12,11,1,345.0,357.0,2800.0,3333
1170.0,13,10,1,621.0,554.0,3000.0,3955
740.0,13,9,1,379.0,304.0,2500.0,3484
1400.0,13,16,1,621.0,732.0,5700.0,5033
870.0,14,6,1,276.0,464.0,1900.0,3476
500.0,12,9,1,362.0,429.0,1400.0,2654
1070.0,14,9,0,534.0,571.0,2200.0,3176
1110.0,17,5,1,362.0,589.0,3200.0,4230
770.0,17,6,1,414.0,357.0,1600.0,3024
1150.0,14,9,0,621.0,607.0,4300.0,3987
540.0,11,9,1,345.0,304.0,2700.0,3382
960.0,16,11,1,466.0,500.0,3600.0,4039
1120.0,15,9,1,534.0,500.0,1800.0,3426
370.0,12,16,1,310.0,411.0,700.0,1952
900.0,12,17,1,397.0,286.0,1400.0,3017
1060.0,12,6,1,569.0,571.0,2200.0,3577
610.0,13,14,1,466.0,500.0,2700.0,3275
1150.0,15,17,1,414.0,446.0,3300.0,4161
1070.0,12,4,1,483.0,536.0,3600.0,4265
840.0,12,13,1,259.0,339.0,400.0,2265
1290.0,12,14,1,483.0,375.0,2200.0,3864
1000.0,14,20,1,517.0,500.0,1700.0,3144
1170.0,12,11,1,466.0,446.0,2300.0,3811
1290.0,12,13,1,552.0,500.0,2100.0,3755
620.0,11,13,0,483.0,304.0,3500.0,3211
990.0,16,1,1,552.0,446.0,5300.0,4620
2130.0,18,10,1,603.0,607.0,4600.0,5625
1210.0,12,19,1,483.0,482.0,3400.0,4213
950.0,14,11,1,397.0,464.0,2200.0,3551
1160.0,14,14,1,466.0,411.0,4100.0,4441
910.0,12,17,1,483.0,232.0,4200.0,4147
980.0,14,5,1,414.0,411.0,2800.0,3892
600.0,12,12,1,86.0,446.0,1200.0,2890
900.0,12,16,1,379.0,571.0,4200.0,4247
1010.0,14,15,1,431.0,589.0,1300.0,3051
870.0,14,12,1,466.0,500.0,3500.0,3907
830.0,12,11,1,672.0,321.0,3200.0,3574
1060.0,11,16,1,414.0,500.0,2900.0,3949
590.0,12,9,1,414.0,375.0,1700.0,2885
910.0,16,9,1,414.0,464.0,2700.0,3707
1180.0,12,20,1,534.0,589.0,3200.0,4039
1080.0,12,12,1,483.0,518.0,2600.0,3810
2270.0,16,11,1,776.0,554.0,5800.0,5970
700.0,16,4,1,414.0,643.0,700.0,2322
530.0,17,5,1,379.0,393.0,1900.0,2943
1420.0,16,8,1,586.0,661.0,3200.0,4357
1130.0,16,10,1,431.0,446.0,2800.0,3985
890.0,10,17,1,483.0,429.0,1600.0,3059
870.0,16,11,1,414.0,518.0,2800.0,3679
970.0,12,17,0,483.0,643.0,2200.0,3047
1010.0,12,7,1,414.0,464.0,1100.0,3033
570.0,17,8,0,431.0,518.0,3400.0,3155
750.0,12,17,1,466.0,500.0,2700.0,3423
1710.0,15,8,1,586.0,536.0,6600.0,5731
330.0,10,11,1,224.0,429.0,200.0,1410
670.0,12,14,1,569.0,304.0,3600.0,3597
660.0,12,11,1,310.0,446.0,300.0,1874
830.0,12,17,1,397.0,571.0,2100.0,3318
1290.0,15,7,1,534.0,536.0,1600.0,3538
530.0,17,5,1,397.0,482.0,2000.0,2977
650.0,11,7,1,414.0,464.0,700.0,2285
1030.0,12,11,1,466.0,321.0,3600.0,4164
710.0,16,4,1,276.0,518.0,1000.0,2726
1870.0,16,14,1,603.0,518.0,5100.0,5440
1200.0,11,12,1,621.0,321.0,4200.0,4416
890.0,12,13,1,483.0,482.0,800.0,2522
820.0,12,16,1,552.0,518.0,800.0,2340
690.0,13,5,1,414.0,393.0,500.0,2125
860.0,12,18,1,500.0,536.0,1500.0,2920
1040.0,13,8,1,483.0,446.0,700.0,2653
950.0,12,15,1,466.0,411.0,3100.0,3844
1010.0,12,16,1,431.0,518.0,2300.0,3604
1280.0,12,7,1,638.0,589.0,3800.0,4400
1620.0,17,7,1,517.0,732.0,3600.0,4811
1430.0,17,10,1,431.0,589.0,3800.0,4708
910.0,12,15,1,276.0,464.0,2000.0,3505
940.0,10,14,1,466.0,375.0,2900.0,3783
1350.0,16,7,1,552.0,554.0,4800.0,4850
570.0,18,7,0,207.0,518.0,1700.0,2628
1420.0,16,14,1,448.0,536.0,4800.0,4967
1210.0,12,19,1,500.0,625.0,3100.0,4082
1390.0,18,10,1,483.0,732.0,200.0,2353
1420.0,12,18,1,690.0,536.0,4000.0,4475
460.0,12,14,1,431.0,304.0,900.0,2133
2030.0,18,13,1,690.0,696.0,5800.0,5727
1530.0,12,16,1,397.0,446.0,3300.0,4675
900.0,14,6,1,345.0,518.0,2200.0,3592
1190.0,14,16,1,534.0,536.0,1900.0,3503
990.0,12,17,1,362.0,554.0,2600.0,3773
640.0,16,13,1,397.0,518.0,3300.0,3595
640.0,17,9,1,276.0,411.0,1300.0,2793
1360.0,12,11,0,431.0,536.0,5100.0,4671
580.0,10,19,1,414.0,500.0,200.0,1439
370.0,18,11,0,379.0,571.0,1000.0,1725
1470.0,12,10,1,603.0,357.0,2200.0,3997
2090.0,18,13,1,672.0,786.0,5700.0,5791
700.0,12,14,1,500.0,500.0,1000.0,2433
1940.0,11,14,1,655.0,500.0,5900.0,5740
640.0,16,8,1,362.0,643.0,3700.0,3826
1120.0,14,6,1,362.0,500.0,3100.0,4222
970.0,12,4,1,345.0,357.0,1800.0,3515
1580.0,15,8,0,552.0,571.0,3700.0,4373
1640.0,14,7,1,569.0,571.0,4800.0,5200
1040.0,12,12,1,414.0,214.0,3900.0,4322
520.0,12,6,1,362.0,429.0,2300.0,3185
1140.0,13,12,1,517.0,464.0,2000.0,3560
870.0,12,15,1,517.0,482.0,2400.0,3407
690.0,16,12,1,534.0,429.0,1600.0,2757
1050.0,10,15,1,397.0,339.0,4600.0,4564
710.0,12,14,1,310.0,375.0,1600.0,3026
820.0,13,14,1,448.0,768.0,2000.0,3224
1050.0,12,18,1,500.0,536.0,3000.0,3860
920.0,12,12,1,483.0,500.0,3800.0,4075
850.0,12,15,1,448.0,411.0,2000.0,3261
1360.0,12,17,1,483.0,518.0,4200.0,4685
890.0,12,15,1,397.0,625.0,200.0,1848
730.0,16,5,1,603.0,321.0,1000.0,2414
1260.0,12,13,1,397.0,446.0,1300.0,3427
850.0,15,6,1,397.0,643.0,1000.0,2764
760.0,12,7,1,431.0,607.0,3600.0,3916
2030.0,11,22,1,741.0,250.0,6000.0,5708
850.0,12,11,1,466.0,339.0,3600.0,3949
850.0,13,14,1,431.0,500.0,4000.0,4078
1510.0,16,9,1,621.0,714.0,2800.0,4263
780.0,12,15,1,603.0,446.0,2400.0,3212
750.0,12,16,1,448.0,464.0,2100.0,3181
990.0,12,21,1,431.0,554.0,1500.0,3113
1100.0,16,16,1,534.0,500.0,2800.0,3787
1480.0,16,16,1,603.0,482.0,3800.0,4547
1220.0,14,10,1,603.0,339.0,3600.0,4245
1040.0,12,19,1,552.0,536.0,1000.0,2738
1490.0,13,14,1,586.0,625.0,3000.0,4332
1680.0,16,8,1,586.0,554.0,4600.0,5142
580.0,15,9,1,414.0,536.0,1200.0,2535
480.0,10,19,1,534.0,321.0,2700.0,3030
540.0,12,14,0,483.0,446.0,400.0,1273
790.0,12,16,1,569.0,161.0,3300.0,3613
2210.0,15,9,1,724.0,607.0,4800.0,5699
600.0,12,14,0,431.0,357.0,1500.0,2315
1160.0,14,12,1,500.0,393.0,4100.0,4427
860.0,12,11,1,534.0,786.0,3300.0,3784
1020.0,11,16,1,483.0,375.0,4900.0,4512
890.0,18,8,0,414.0,607.0,3400.0,3544
740.0,12,13,1,569.0,375.0,2800.0,3389
1430.0,16,15,1,569.0,554.0,3100.0,4277
990.0,16,6,1,500.0,482.0,1400.0,3091
1210.0,12,18,1,534.0,500.0,4500.0,4539
460.0,14,9,1,431.0,393.0,2300.0,2995
860.0,16,7,1,586.0,429.0,3100.0,3656
1230.0,14,13,1,638.0,536.0,4000.0,4328
1040.0,10,23,1,534.0,339.0,4300.0,4241
610.0,16,8,0,310.0,464.0,2100.0,2790
1020.0,16,7,1,414.0,607.0,2800.0,3900
2020.0,18,13,1,707.0,679.0,5700.0,5670
1390.0,12,13,1,431.0,357.0,1500.0,3673
860.0,12,17,1,345.0,214.0,2000.0,3356
800.0,12,13,1,621.0,393.0,200.0,1538
650.0,12,14,1,345.0,518.0,5900.0,4494
2080.0,18,10,1,569.0,554.0,5200.0,5775
820.0,13,9,1,379.0,518.0,1700.0,3185
1010.0,14,8,1,397.0,625.0,3300.0,4111
1680.0,18,7,1,707.0,696.0,4400.0,4951
1060.0,12,11,1,569.0,411.0,4300.0,4331
760.0,11,17,1,672.0,464.0,2400.0,3107
1210.0,14,6,0,466.0,393.0,2600.0,3623
520.0,10,19,1,293.0,304.0,900.0,2315
520.0,12,6,1,276.0,429.0,1500.0,2854
1180.0,13,11,1,517.0,661.0,2500.0,3853
1350.0,16,8,1,638.0,571.0,5800.0,5031
670.0,11,13,1,414.0,286.0,3400.0,3703
760.0,16,10,1,310.0,571.0,1700.0,3142
1100.0,12,11,1,362.0,321.0,1900.0,3634
1320.0,16,10,1,414.0,714.0,2500.0,4103
750.0,12,14,1,276.0,446.0,4200.0,4190
790.0,17,12,1,414.0,643.0,3500.0,3833
1130.0,11,9,1,448.0,464.0,1900.0,3617
1300.0,12,7,1,621.0,518.0,4100.0,4543
980.0,17,9,1,328.0,321.0,1000.0,2941
1310.0,12,12,1,500.0,536.0,2600.0,4070
1320.0,12,12,1,534.0,518.0,4200.0,4635
940.0,16,5,1,603.0,464.0,2300.0,3418
620.0,17,9,1,534.0,643.0,1100.0,2375
620.0,18,6,1,431.0,500.0,900.0,2345
830.0,16,8,0,431.0,464.0,3300.0,3442
1460.0,16,10,1,534.0,554.0,3600.0,4583
1160.0,16,12,1,414.0,643.0,2600.0,3935
720.0,11,18,1,414.0,464.0,2400.0,3310
880.0,16,10,1,672.0,625.0,2400.0,3272
1240.0,18,10,1,569.0,571.0,2200.0,3695
1270.0,17,8,1,621.0,482.0,3700.0,4312
1060.0,12,16,1,534.0,304.0,4600.0,4409
920.0,14,8,1,276.0,607.0,2500.0,3800
1580.0,15,14,1,517.0,446.0,3600.0,4713
1050.0,13,7,1,552.0,554.0,4000.0,4268
1230.0,12,5,1,690.0,482.0,4600.0,4568
640.0,12,11,1,362.0,482.0,2400.0,3325
580.0,12,15,1,362.0,482.0,1300.0,2626
750.0,11,7,1,431.0,464.0,400.0,2056
730.0,12,8,0,397.0,643.0,1800.0,2734
1120.0,10,14,1,448.0,393.0,2600.0,3893
540.0,11,12,1,466.0,339.0,4800.0,3964
590.0,12,6,1,448.0,286.0,2200.0,3136
490.0,12,7,0,259.0,714.0,500.0,1629
900.0,16,10,1,500.0,554.0,2600.0,3558
430.0,12,16,1,431.0,536.0,1500.0,2491
670.0,12,9,1,259.0,339.0,1500.0,3021
530.0,12,17,0,552.0,464.0,2200.0,2450
1090.0,15,8,1,431.0,429.0,2200.0,3703
730.0,14,12,0,448.0,518.0,2800.0,3088
710.0,13,7,0,310.0,482.0,2100.0,2949
970.0,12,16,1,586.0,554.0,3500.0,3887
980.0,16,15,1,431.0,571.0,1500.0,3122
1490.0,12,16,1,534.0,554.0,2500.0,4169
940.0,12,11,1,500.0,339.0,2200.0,3453
990.0,14,8,1,534.0,589.0,2300.0,3538
1290.0,16,7,1,448.0,464.0,2900.0,4232
1040.0,13,12,1,328.0,304.0,2300.0,3774
960.0,15,7,1,362.0,589.0,3000.0,3972
500.0,15,6,0,224.0,393.0,200.0,1214
1170.0,12,22,1,414.0,518.0,200.0,2098
1790.0,17,10,1,707.0,768.0,6100.0,5542
690.0,9,15,1,397.0,268.0,2300.0,3296
1130.0,14,9,1,431.0,643.0,2300.0,3796
930.0,12,17,1,655.0,518.0,4700.0,4153
950.0,16,10,1,552.0,518.0,1100.0,2752
1230.0,16,8,1,379.0,482.0,1600.0,3602
620.0,12,14,0,466.0,286.0,2000.0,2575
790.0,16,10,1,414.0,446.0,1500.0,2959
1270.0,12,19,1,552.0,411.0,2800.0,3984
1210.0,17,7,1,431.0,464.0,2600.0,4018
700.0,11,11,0,448.0,500.0,1700.0,2574
1340.0,16,8,1,534.0,518.0,3400.0,4386
900.0,12,11,1,414.0,339.0,3000.0,3837
680.0,18,7,0,431.0,250.0,1100.0,2159
730.0,12,13,1,397.0,393.0,3100.0,3671
940.0,10,13,1,414.0,393.0,3100.0,3924
860.0,12,11,1,397.0,554.0,2600.0,3642
690.0,12,8,0,483.0,482.0,1800.0,2601
1330.0,17,4,1,483.0,732.0,3600.0,4527
670.0,13,6,1,431.0,411.0,2400.0,3333
520.0,12,9,1,414.0,339.0,1200.0,2495
1280.0,17,4,1,552.0,482.0,2900.0,4135
610.0,14,12,0,483.0,446.0,3000.0,2989
670.0,12,16,1,414.0,464.0,2700.0,3388
1010.0,12,15,1,552.0,393.0,1200.0,2886
760.0,12,7,1,310.0,643.0,1300.0,2972
1000.0,12,7,1,517.0,304.0,2200.0,3548
1810.0,16,8,1,603.0,554.0,5700.0,5593
660.0,14,7,1,379.0,536.0,2900.0,3567
900.0,14,6,1,466.0,625.0,1500.0,3100
1000.0,12,17,1,448.0,268.0,900.0,2735
770.0,18,8,0,345.0,482.0,2700.0,3200
1270.0,12,21,1,638.0,500.0,4900.0,4596
1420.0,16,4,1,672.0,464.0,3900.0,4559
560.0,12,13,1,362.0,536.0,600.0,2059
1150.0,16,9,1,517.0,696.0,2700.0,3893
1330.0,12,17,1,517.0,554.0,4000.0,4550
1070.0,12,19,1,483.0,554.0,1200.0,2986
790.0,12,16,1,362.0,393.0,1700.0,3107
970.0,12,19,1,690.0,536.0,2400.0,3313
600.0,13,20,1,362.0,554.0,200.0,1475
590.0,9,12,1,259.0,214.0,1000.0,2591
860.0,12,17,1,345.0,500.0,4000.0,4158
1270.0,18,10,1,466.0,518.0,2900.0,4139
1020.0,12,20,1,362.0,643.0,3900.0,4269
1410.0,16,8,1,603.0,250.0,5000.0,4918
2150.0,13,8,1,707.0,804.0,4000.0,5426
940.0,14,4,1,379.0,500.0,3300.0,4084
590.0,12,9,1,362.0,393.0,2600.0,3371
1580.0,12,8,1,414.0,429.0,3400.0,4835
590.0,13,14,1,397.0,500.0,300.0,1665
770.0,12,8,1,328.0,589.0,1700.0,3197
870.0,11,13,1,500.0,411.0,1800.0,3159
1850.0,16,10,1,466.0,536.0,2600.0,4729
300.0,12,9,1,207.0,375.0,200.0,1389
1120.0,15,4,1,466.0,554.0,2400.0,3837
1290.0,12,5,1,500.0,696.0,3500.0,4468
2050.0,16,14,1,690.0,536.0,3500.0,5057
1700.0,16,6,1,517.0,589.0,5600.0,5541
950.0,14,16,1,500.0,518.0,2900.0,3702
1240.0,18,10,1,569.0,464.0,3500.0,4228
1090.0,12,21,1,534.0,500.0,2100.0,3450
390.0,15,10,1,362.0,375.0,2400.0,3005
700.0,12,16,1,276.0,393.0,1400.0,2909
980.0,10,14,1,586.0,518.0,3900.0,4078
1030.0,16,9,1,517.0,339.0,2700.0,3747
2700.0,13,12,1,655.0,518.0,4900.0,6376
260.0,12,9,1,397.0,393.0,1900.0,2610
1520.0,16,8,1,638.0,411.0,4700.0,4928
1090.0,12,15,0,569.0,571.0,3500.0,3659
830.0,14,6,0,259.0,286.0,1800.0,2992
1110.0,16,11,1,397.0,518.0,4500.0,4584
600.0,11,17,1,310.0,571.0,3100.0,3570
650.0,16,13,1,466.0,464.0,3000.0,3424
870.0,12,13,1,345.0,500.0,1600.0,3193
1170.0,12,18,1,655.0,500.0,3700.0,4111
2210.0,16,17,1,741.0,732.0,4800.0,5593
680.0,12,8,0,448.0,482.0,1700.0,2568
740.0,12,10,1,448.0,446.0,2600.0,3455
490.0,17,9,1,431.0,571.0,2100.0,2906
960.0,16,8,1,569.0,304.0,2100.0,3352
1270.0,12,5,1,379.0,554.0,4300.0,4833
1100.0,10,15,1,500.0,304.0,1000.0,2922
1140.0,14,13,1,534.0,571.0,4600.0,4515
1070.0,16,8,1,414.0,375.0,3200.0,4108
1370.0,14,6,1,466.0,589.0,2700.0,4257
1310.0,16,10,1,466.0,589.0,1700.0,3648
920.0,15,4,0,448.0,536.0,1900.0,2973
1190.0,12,18,1,345.0,607.0,1500.0,3471
940.0,18,13,1,431.0,518.0,3400.0,3939
890.0,13,9,1,362.0,393.0,1200.0,2981
930.0,12,12,1,414.0,500.0,2200.0,3518
690.0,12,17,0,483.0,304.0,200.0,1104
1390.0,12,13,1,552.0,446.0,3500.0,4455
1590.0,16,15,1,586.0,589.0,6900.0,5580
1680.0,13,13,1,690.0,518.0,5400.0,5248
1480.0,15,6,1,534.0,482.0,2900.0,4393
960.0,10,13,1,362.0,518.0,1500.0,3248
890.0,12,16,1,414.0,411.0,2500.0,3567
1210.0,17,7,1,483.0,339.0,1500.0,3416
1070.0,13,6,1,431.0,571.0,3200.0,4141
500.0,10,12,1,293.0,446.0,900.0,2359
1750.0,13,18,1,759.0,393.0,5100.0,5130
1150.0,12,16,1,534.0,411.0,4900.0,4606
500.0,12,6,1,362.0,304.0,2000.0,3016
1160.0,12,4,1,397.0,464.0,3500.0,4423
1500.0,13,8,1,448.0,482.0,3500.0,4731
1470.0,16,14,1,500.0,339.0,3900.0,4692
1180.0,12,14,1,586.0,339.0,4000.0,4331
1220.0,16,8,1,621.0,411.0,2700.0,3884
1300.0,14,16,1,414.0,518.0,3300.0,4361
970.0,11,10,1,466.0,250.0,2000.0,3446
1190.0,18,13,1,431.0,732.0,2600.0,3925
1600.0,14,16,1,466.0,536.0,4000.0,4914
510.0,12,12,1,552.0,482.0,2600.0,3059
680.0,12,14,1,414.0,411.0,1500.0,2828
740.0,11,13,0,500.0,357.0,1700.0,2549
650.0,11,7,1,431.0,393.0,1400.0,2794
810.0,12,17,1,397.0,500.0,4400.0,4175
870.0,16,10,0,500.0,500.0,2100.0,2892
1420.0,18,10,1,466.0,571.0,3700.0,4617
1250.0,15,8,1,552.0,661.0,2000.0,3677
580.0,12,6,1,224.0,375.0,2300.0,3395
1590.0,13,13,1,483.0,571.0,4800.0,5177
950.0,16,6,1,362.0,500.0,2700.0,3837
610.0,12,6,1,293.0,286.0,2400.0,3408
1200.0,12,14,1,517.0,429.0,3500.0,4249
1520.0,18,8,1,569.0,482.0,3200.0,4474
1230.0,17,7,1,466.0,482.0,2100.0,3778
980.0,10,14,1,431.0,304.0,1700.0,3304
1790.0,18,8,1,655.0,589.0,4500.0,5153
950.0,12,7,1,362.0,750.0,3800.0,4283
1700.0,12,8,1,517.0,571.0,4000.0,5083
840.0,12,4,1,328.0,482.0,2900.0,3881
1250.0,14,10,1,552.0,554.0,2200.0,3765
1140.0,12,16,1,431.0,607.0,5000.0,4727
580.0,12,9,1,241.0,411.0,200.0,1695
1480.0,16,9,1,724.0,643.0,4300.0,4658
990.0,16,9,1,379.0,607.0,1600.0,3305
2010.0,11,14,1,483.0,411.0,6100.0,6047
1350.0,12,16,1,397.0,589.0,3500.0,4532
780.0,16,10,1,328.0,625.0,900.0,2621
1180.0,12,10,1,621.0,339.0,3300.0,4090
530.0,18,11,0,397.0,429.0,1300.0,2111
1050.0,12,15,1,466.0,536.0,2400.0,3674
550.0,12,19,1,483.0,429.0,1000.0,2218
1400.0,12,10,1,414.0,714.0,4600.0,4997
720.0,13,10,1,414.0,375.0,1400.0,2845
640.0,12,14,1,379.0,429.0,2800.0,3449
1110.0,12,17,1,397.0,446.0,2300.0,3747
1590.0,13,13,1,586.0,464.0,5700.0,5325
2100.0,12,13,1,690.0,500.0,5100.0,5680
1300.0,12,6,1,655.0,375.0,4200.0,4551
1490.0,16,10,0,500.0,536.0,3100.0,4067
1380.0,14,9,1,603.0,518.0,3200.0,4301
720.0,17,6,1,517.0,411.0,2600.0,3353
1650.0,13,7,1,569.0,571.0,4000.0,4972
950.0,12,16,1,483.0,518.0,2800.0,3697
1040.0,14,10,0,466.0,571.0,5300.0,4297
2120.0,18,10,1,621.0,607.0,5700.0,5909
1460.0,16,15,1,603.0,589.0,4000.0,4600
1220.0,16,11,1,586.0,464.0,2700.0,3888
600.0,12,1,1,224.0,357.0,2200.0,3423
750.0,12,12,1,466.0,571.0,1000.0,2544
930.0,13,13,1,448.0,518.0,2400.0,3558
1880.0,18,7,1,638.0,661.0,7000.0,5960
1600.0,17,7,1,534.0,518.0,6100.0,5516
690.0,12,13,1,500.0,589.0,1100.0,2503
1130.0,12,17,1,483.0,500.0,3000.0,3985
1230.0,16,10,1,603.0,304.0,4200.0,4440
680.0,18,8,0,276.0,571.0,1600.0,2626
1640.0,16,15,1,586.0,696.0,5700.0,5334
830.0,12,15,1,448.0,589.0,3600.0,3901
920.0,11,16,1,379.0,482.0,3200.0,3934
890.0,14,12,1,517.0,357.0,2100.0,3300
1050.0,18,7,1,345.0,643.0,2800.0,3985
1080.0,14,12,1,466.0,464.0,3200.0,4046
770.0,18,4,1,345.0,625.0,2200.0,3416
1470.0,18,10,1,569.0,554.0,4900.0,4956
970.0,16,10,1,517.0,393.0,1900.0,3294
830.0,12,13,1,328.0,339.0,2800.0,3738
770.0,16,9,1,517.0,482.0,1100.0,2582
760.0,15,8,1,293.0,518.0,1400.0,3014
940.0,12,6,1,362.0,375.0,2000.0,3543
1380.0,14,11,1,552.0,464.0,4500.0,4774
1160.0,16,10,1,483.0,554.0,4800.0,4662
1490.0,16,11,1,552.0,536.0,2400.0,4114
690.0,12,18,1,362.0,589.0,600.0,2167
520.0,12,12,1,293.0,393.0,1800.0,2947
560.0,12,16,1,414.0,375.0,1900.0,2885
1040.0,14,16,1,310.0,589.0,3700.0,4297
570.0,11,7,1,500.0,446.0,500.0,1894
1300.0,12,14,1,534.0,571.0,2900.0,4126
690.0,16,8,0,207.0,429.0,1300.0,2542
620.0,11,11,0,259.0,464.0,2900.0,3225
1290.0,12,5,1,414.0,571.0,2600.0,4201
2420.0,18,12,1,724.0,643.0,2300.0,4983
780.0,12,6,1,500.0,464.0,2200.0,3313
1120.0,12,12,1,534.0,518.0,1600.0,3315
640.0,14,9,1,276.0,482.0,800.0,2452
1100.0,16,6,1,379.0,518.0,3600.0,4345
1100.0,12,20,1,534.0,536.0,3700.0,4124
1250.0,14,10,1,672.0,482.0,4700.0,4569
1370.0,18,7,1,483.0,500.0,3800.0,4606
640.0,13,10,0,448.0,571.0,2200.0,2748
650.0,12,11,1,431.0,536.0,1200.0,2615
2090.0,12,16,1,638.0,571.0,5100.0,5689
930.0,13,4,1,431.0,554.0,1200.0,3008
770.0,15,8,1,397.0,411.0,400.0,2065
1060.0,11,11,1,397.0,357.0,2300.0,3759
1450.0,16,15,1,466.0,679.0,4300.0,4822
650.0,12,14,1,414.0,286.0,2200.0,3161
620.0,14,12,0,534.0,464.0,2000.0,2510
1000.0,14,15,1,345.0,589.0,3100.0,4006
1080.0,12,11,1,500.0,500.0,1300.0,3127
750.0,10,18,1,500.0,339.0,2600.0,3356
960.0,16,1,1,328.0,589.0,2100.0,3662
620.0,13,8,1,362.0,393.0,2400.0,3319
570.0,12,13,1,448.0,339.0,600.0,1985
830.0,9,19,1,345.0,393.0,4900.0,4412
1040.0,12,10,1,569.0,339.0,4300.0,4319
1650.0,16,6,1,466.0,554.0,3700.0,4954
1070.0,12,11,1,552.0,554.0,4100.0,4297
1460.0,12,15,1,448.0,643.0,4200.0,4859
880.0,18,11,1,414.0,536.0,3700.0,4012
2340.0,15,9,1,603.0,536.0,5800.0,6257
1070.0,12,14,1,483.0,393.0,3000.0,3944
640.0,11,13,1,397.0,429.0,3000.0,3531
880.0,18,13,1,397.0,393.0,3400.0,3903
1090.0,14,12,1,448.0,321.0,3300.0,4116
1170.0,14,6,1,431.0,429.0,1700.0,3573
1040.0,16,5,1,517.0,446.0,1500.0,3207
1190.0,12,11,1,379.0,679.0,2800.0,4140
1010.0,16,8,0,603.0,696.0,3700.0,3629
710.0,18,4,1,448.0,482.0,1900.0,3091
1920.0,18,12,1,603.0,661.0,6400.0,5847
1150.0,14,9,1,517.0,518.0,2500.0,3825
1120.0,12,20,1,621.0,643.0,400.0,2170
970.0,12,11,1,431.0,589.0,1900.0,3411
580.0,16,8,1,414.0,554.0,1200.0,2538
930.0,16,9,1,345.0,536.0,2800.0,3840
940.0,12,6,1,431.0,554.0,4000.0,4278
740.0,15,8,1,414.0,357.0,2200.0,3300
680.0,11,13,0,397.0,214.0,3100.0,3217
1110.0,16,9,1,552.0,554.0,4000.0,4291
820.0,12,11,1,500.0,482.0,1600.0,2999
670.0,12,18,1,552.0,464.0,3900.0,3679
1070.0,12,15,1,431.0,214.0,3600.0,4207
1170.0,14,6,1,397.0,589.0,2700.0,4088
640.0,13,10,1,397.0,500.0,3100.0,3581
1370.0,12,19,1,569.0,411.0,3600.0,4390
690.0,16,5,1,276.0,357.0,2500.0,3537
430.0,10,19,1,414.0,286.0,1000.0,2161
850.0,12,15,1,483.0,446.0,2200.0,3324
460.0,12,14,1,362.0,375.0,1600.0,2674
1510.0,16,12,1,448.0,607.0,3600.0,4709
540.0,10,12,1,466.0,411.0,2000.0,2922
850.0,12,18,0,586.0,393.0,3800.0,3428
1000.0,12,12,1,345.0,554.0,2100.0,3624
630.0,12,9,1,276.0,393.0,2000.0,3230
830.0,12,17,1,500.0,232.0,1700.0,3007
1310.0,16,10,0,362.0,464.0,2900.0,3913
1140.0,13,13,1,431.0,482.0,2000.0,3636
1340.0,12,14,1,672.0,571.0,2600.0,3912
1290.0,17,8,1,431.0,393.0,3900.0,4595
1890.0,12,16,1,690.0,536.0,4800.0,5308
1050.0,12,15,1,310.0,429.0,2500.0,3871
730.0,13,8,1,293.0,446.0,900.0,2646
1660.0,17,7,1,448.0,482.0,5500.0,5515
730.0,17,12,1,328.0,357.0,500.0,2147
1870.0,17,10,1,569.0,696.0,5400.0,5587
630.0,12,16,1,397.0,393.0,2300.0,3181
1070.0,12,16,1,690.0,607.0,2200.0,3370
500.0,12,13,1,379.0,446.0,1500.0,2656
850.0,12,15,1,431.0,464.0,1800.0,3175
590.0,13,10,1,517.0,625.0,1300.0,2523
660.0,9,17,1,345.0,304.0,500.0,2078
1460.0,17,13,0,638.0,518.0,3200.0,3891
600.0,12,18,0,500.0,393.0,1600.0,2267
1530.0,17,7,1,466.0,500.0,2100.0,4141
870.0,12,19,1,534.0,554.0,2200.0,3257
750.0,15,8,1,483.0,321.0,2900.0,3547
1070.0,12,15,1,569.0,357.0,1500.0,3131
1520.0,16,15,1,724.0,554.0,4500.0,4710
490.0,12,12,1,517.0,411.0,700.0,1929
1250.0,12,8,1,448.0,500.0,2600.0,4088
970.0,12,14,1,379.0,464.0,1900.0,3434
1300.0,15,15,1,655.0,625.0,3300.0,4122
1540.0,16,10,1,517.0,625.0,4100.0,4865
1290.0,11,17,0,586.0,357.0,3400.0,3835
1350.0,16,4,1,638.0,607.0,3100.0,4221
2420.0,17,8,1,759.0,750.0,5700.0,6160
1090.0,12,14,1,500.0,536.0,2400.0,3696
710.0,17,9,1,448.0,554.0,1000.0,2495
670.0,12,18,1,448.0,393.0,3100.0,3495
730.0,16,5,1,328.0,429.0,3400.0,3889
2050.0,18,9,0,707.0,696.0,6500.0,5552
970.0,14,9,1,586.0,589.0,2700.0,3628
1020.0,12,19,1,448.0,607.0,1100.0,2892
