wage,educ,exper,married,credit_score1,credit_score2,credit_score1_buckets,credit_limit,default
1500.0,16,9,0,686.0,648.0,600,6800.0,0
1230.0,12,14,1,549.0,500.0,600,4600.0,0
880.0,12,17,1,314.0,481.0,400,4000.0,0
2070.0,17,6,1,588.0,574.0,600,6100.0,0
370.0,13,10,0,373.0,500.0,400,2100.0,0
710.0,11,13,1,314.0,444.0,400,3300.0,0
760.0,12,8,1,275.0,556.0,200,4800.0,0
1410.0,16,11,1,529.0,611.0,600,3600.0,0
1160.0,12,17,1,608.0,593.0,600,7100.0,0
1430.0,13,8,1,549.0,519.0,600,7900.0,0
1360.0,17,4,1,471.0,778.0,400,6100.0,0
1940.0,18,11,1,627.0,556.0,600,3700.0,0
900.0,13,9,1,412.0,444.0,400,4100.0,1
720.0,16,5,1,294.0,519.0,200,5200.0,0
1090.0,15,8,1,392.0,463.0,400,5800.0,0
910.0,11,16,1,745.0,556.0,800,5300.0,0
1330.0,11,19,1,490.0,648.0,400,5300.0,0
660.0,13,5,1,510.0,407.0,600,6500.0,0
790.0,16,6,1,373.0,426.0,400,2600.0,0
1280.0,14,10,1,510.0,481.0,600,4500.0,0
550.0,11,12,1,235.0,389.0,200,1800.0,0
1020.0,12,14,1,353.0,463.0,400,6800.0,0
490.0,12,13,1,314.0,556.0,400,4600.0,0
950.0,16,8,1,314.0,315.0,400,3600.0,0
1090.0,14,15,1,647.0,667.0,600,5400.0,0
590.0,12,11,1,510.0,278.0,600,6600.0,1
1510.0,12,12,1,588.0,556.0,600,5300.0,0
1350.0,15,13,1,549.0,556.0,600,5700.0,0
2790.0,13,12,1,667.0,796.0,600,3900.0,0
1430.0,18,8,1,490.0,741.0,400,6500.0,0
380.0,13,10,0,98.0,519.0,0,200.0,0
910.0,12,16,1,392.0,537.0,400,4500.0,0
880.0,13,14,1,196.0,556.0,200,4500.0,0
630.0,16,8,1,353.0,333.0,400,4000.0,1
990.0,14,16,1,412.0,722.0,400,5400.0,0
750.0,12,11,1,137.0,278.0,200,7400.0,1
990.0,12,18,1,373.0,611.0,400,3300.0,0
600.0,12,11,1,294.0,426.0,200,2200.0,0
610.0,13,8,1,216.0,370.0,200,2000.0,1
900.0,12,19,1,392.0,519.0,400,4000.0,0
590.0,9,12,1,118.0,352.0,200,3200.0,1
1030.0,18,7,1,353.0,444.0,400,6200.0,0
640.0,12,11,0,471.0,370.0,400,5900.0,1
630.0,12,11,0,431.0,426.0,400,6100.0,0
1210.0,18,10,1,431.0,611.0,400,5900.0,0
760.0,15,10,0,196.0,537.0,200,4600.0,1
1010.0,12,16,1,373.0,463.0,400,5100.0,0
530.0,12,12,1,431.0,370.0,400,6500.0,1
1330.0,11,15,1,373.0,759.0,400,7500.0,0
1080.0,12,11,1,373.0,481.0,400,5700.0,0
990.0,16,10,1,431.0,519.0,400,3500.0,0
580.0,13,10,1,392.0,556.0,400,3400.0,0
1190.0,13,13,1,373.0,593.0,400,5300.0,0
1160.0,12,17,1,510.0,556.0,600,3700.0,0
1660.0,12,17,1,627.0,611.0,600,6800.0,0
850.0,12,20,1,510.0,426.0,600,5300.0,1
690.0,12,11,1,588.0,463.0,600,6000.0,0
1350.0,14,7,1,490.0,574.0,400,6400.0,0
560.0,15,9,1,314.0,481.0,400,4500.0,0
590.0,12,16,1,294.0,481.0,200,6400.0,0
1420.0,16,8,1,569.0,648.0,600,3800.0,0
690.0,12,7,0,373.0,611.0,400,2400.0,0
1000.0,16,11,1,667.0,574.0,600,6500.0,0
690.0,15,8,1,196.0,611.0,200,2200.0,0
1340.0,16,10,1,588.0,722.0,600,5400.0,0
1740.0,12,5,1,529.0,500.0,600,5100.0,0
600.0,10,18,1,549.0,426.0,600,5000.0,0
1070.0,9,20,1,373.0,463.0,400,3100.0,0
1000.0,12,13,0,490.0,222.0,400,4500.0,1
630.0,12,9,1,294.0,500.0,200,2400.0,0
900.0,13,14,1,471.0,389.0,400,5900.0,0
780.0,12,13,1,392.0,630.0,400,5200.0,0
790.0,12,14,1,314.0,537.0,400,3800.0,0
420.0,12,13,1,255.0,315.0,200,1800.0,1
1270.0,16,11,1,471.0,444.0,400,3500.0,0
590.0,11,14,1,314.0,296.0,400,7500.0,0
1180.0,12,14,1,647.0,519.0,600,6400.0,0
620.0,17,5,1,216.0,481.0,200,5100.0,0
650.0,18,6,1,333.0,556.0,400,4800.0,0
1970.0,12,13,0,608.0,667.0,600,6500.0,0
740.0,17,6,1,314.0,481.0,400,3500.0,1
1330.0,16,10,1,353.0,889.0,400,4600.0,0
1630.0,18,7,1,549.0,704.0,600,4400.0,0
1750.0,16,10,1,765.0,796.0,800,5900.0,0
730.0,12,16,1,431.0,556.0,400,2400.0,0
910.0,16,11,1,412.0,630.0,400,6200.0,0
420.0,14,9,1,137.0,333.0,200,3800.0,0
710.0,12,9,1,412.0,537.0,400,4200.0,0
990.0,12,16,1,275.0,407.0,200,2600.0,0
1200.0,16,10,1,471.0,704.0,400,3200.0,0
780.0,18,8,1,333.0,611.0,400,2900.0,0
410.0,12,9,1,176.0,278.0,200,3800.0,0
1550.0,13,3,1,490.0,741.0,400,8300.0,0
810.0,14,7,1,333.0,389.0,400,4300.0,0
1220.0,13,20,1,588.0,648.0,600,6200.0,0
1240.0,12,18,1,471.0,389.0,400,2100.0,0
1070.0,11,9,1,412.0,426.0,400,5300.0,0
2190.0,16,16,1,745.0,741.0,800,3600.0,0
1000.0,12,14,1,588.0,481.0,600,6300.0,0
600.0,12,11,1,392.0,370.0,400,6100.0,0
580.0,13,20,1,353.0,556.0,400,3500.0,0
1160.0,16,10,1,529.0,722.0,600,5700.0,0
770.0,16,7,1,275.0,630.0,200,1000.0,0
1450.0,12,13,1,569.0,556.0,600,4500.0,0
1560.0,17,7,1,392.0,741.0,400,5700.0,0
930.0,18,7,1,392.0,593.0,400,4100.0,0
830.0,11,17,1,529.0,463.0,600,4700.0,0
480.0,16,5,1,294.0,556.0,200,4500.0,0
1990.0,18,9,0,549.0,963.0,600,4600.0,0
570.0,12,11,1,412.0,444.0,400,3900.0,0
1490.0,16,9,1,608.0,333.0,600,6600.0,0
1150.0,13,13,1,431.0,815.0,400,5400.0,0
870.0,12,15,1,647.0,722.0,600,4300.0,0
1010.0,12,6,0,255.0,630.0,200,2000.0,0
560.0,11,16,1,549.0,370.0,600,5800.0,0
900.0,16,8,0,588.0,574.0,600,3400.0,0
730.0,11,18,1,490.0,463.0,400,2000.0,0
780.0,13,9,1,510.0,537.0,600,5300.0,0
900.0,16,10,0,275.0,519.0,200,2200.0,0
880.0,18,8,0,431.0,500.0,400,5500.0,0
970.0,12,13,1,392.0,593.0,400,3400.0,0
2040.0,18,9,0,608.0,685.0,600,5000.0,0
700.0,12,14,0,412.0,593.0,400,5300.0,0
450.0,12,8,0,373.0,296.0,400,5900.0,1
2040.0,18,11,1,804.0,759.0,800,7300.0,0
710.0,13,6,1,275.0,556.0,200,2500.0,0
1030.0,14,9,0,314.0,741.0,400,5200.0,0
740.0,12,14,1,353.0,630.0,400,6100.0,0
940.0,18,7,1,314.0,519.0,400,4700.0,0
970.0,14,8,1,431.0,537.0,400,6300.0,0
1020.0,10,19,1,490.0,519.0,400,5800.0,0
1110.0,16,7,1,353.0,704.0,400,7300.0,0
830.0,12,17,1,471.0,370.0,400,6900.0,0
1120.0,12,15,1,529.0,574.0,600,4500.0,0
980.0,13,7,1,627.0,500.0,600,6400.0,0
520.0,12,15,1,353.0,370.0,400,3900.0,0
2280.0,15,9,1,451.0,815.0,400,5200.0,0
770.0,12,7,1,314.0,593.0,400,4200.0,0
1570.0,16,6,1,627.0,611.0,600,5700.0,0
1470.0,16,15,1,510.0,537.0,600,5400.0,0
1450.0,12,15,1,529.0,574.0,600,4300.0,0
1020.0,14,16,1,510.0,556.0,600,4800.0,0
740.0,13,13,1,412.0,685.0,400,6600.0,0
1000.0,16,8,0,510.0,611.0,600,7600.0,0
1270.0,16,9,1,510.0,648.0,600,5400.0,0
510.0,10,12,1,412.0,759.0,400,4800.0,0
1180.0,16,11,1,471.0,500.0,400,3800.0,0
1390.0,16,9,1,529.0,519.0,600,6800.0,0
560.0,12,11,1,157.0,426.0,200,3100.0,0
460.0,14,4,1,314.0,519.0,400,5800.0,0
290.0,16,5,1,314.0,537.0,400,4700.0,1
1420.0,12,10,1,490.0,556.0,400,4200.0,0
460.0,12,14,1,157.0,574.0,200,1600.0,0
1300.0,13,9,1,549.0,574.0,600,6700.0,0
650.0,13,4,1,451.0,574.0,400,4400.0,0
1090.0,12,4,1,392.0,481.0,400,2400.0,0
700.0,12,11,1,490.0,648.0,400,6200.0,0
1140.0,12,11,1,392.0,630.0,400,6400.0,0
770.0,18,6,0,471.0,537.0,400,4100.0,0
1010.0,12,18,0,549.0,537.0,600,3600.0,0
530.0,12,21,1,471.0,667.0,400,3500.0,0
570.0,12,4,1,412.0,389.0,400,8600.0,0
1260.0,11,19,1,451.0,815.0,400,4500.0,0
1180.0,12,21,1,471.0,648.0,400,5500.0,0
970.0,16,1,1,333.0,556.0,400,4100.0,0
780.0,15,16,1,471.0,574.0,400,4900.0,0
920.0,10,13,1,549.0,630.0,600,7300.0,0
1330.0,13,11,1,471.0,593.0,400,4300.0,0
1080.0,13,11,1,431.0,704.0,400,4300.0,0
1100.0,14,14,1,314.0,593.0,400,3200.0,0
950.0,12,8,1,490.0,519.0,400,5300.0,0
1260.0,13,13,1,549.0,370.0,600,5300.0,0
2220.0,13,8,1,529.0,537.0,600,5200.0,0
1380.0,13,13,1,510.0,333.0,600,6700.0,0
1930.0,12,16,1,608.0,648.0,600,2200.0,0
1150.0,12,18,1,353.0,685.0,400,4000.0,0
690.0,11,17,1,294.0,630.0,200,2300.0,0
430.0,12,4,1,373.0,333.0,400,6100.0,1
1590.0,17,1,1,588.0,741.0,600,4500.0,0
1480.0,12,15,1,392.0,741.0,400,1000.0,0
560.0,15,8,1,275.0,519.0,200,2900.0,0
1600.0,17,15,1,647.0,741.0,600,5800.0,0
1310.0,14,10,1,667.0,537.0,600,4700.0,0
930.0,16,5,1,333.0,389.0,400,4200.0,0
1150.0,12,15,1,490.0,426.0,400,3400.0,0
1420.0,12,7,1,294.0,556.0,200,4700.0,0
930.0,12,16,1,412.0,296.0,400,5300.0,0
780.0,12,8,1,255.0,556.0,200,2400.0,0
1300.0,12,19,1,510.0,500.0,600,5000.0,0
1070.0,16,9,1,431.0,667.0,400,3100.0,0
910.0,14,20,1,431.0,574.0,400,6600.0,0
840.0,12,16,1,412.0,463.0,400,5500.0,0
830.0,12,12,1,490.0,444.0,400,3900.0,0
1260.0,14,10,1,529.0,685.0,600,5700.0,0
680.0,10,11,0,353.0,315.0,400,2800.0,1
1050.0,13,12,1,451.0,444.0,400,5100.0,1
820.0,12,17,1,235.0,500.0,200,2400.0,0
630.0,13,10,1,176.0,556.0,200,1500.0,0
1170.0,13,4,1,353.0,593.0,400,1800.0,0
790.0,18,6,1,373.0,685.0,400,2200.0,0
780.0,12,17,1,451.0,426.0,400,1400.0,0
930.0,9,18,1,412.0,481.0,400,2000.0,0
820.0,10,15,1,353.0,648.0,400,7400.0,0
1090.0,15,8,1,333.0,611.0,400,2300.0,0
830.0,10,21,1,510.0,500.0,600,5100.0,1
1130.0,12,9,1,471.0,704.0,400,1500.0,0
1630.0,12,8,1,510.0,648.0,600,6500.0,0
960.0,14,11,1,353.0,500.0,400,3800.0,0
930.0,12,6,1,275.0,519.0,200,5800.0,0
2430.0,18,12,1,706.0,722.0,800,5600.0,0
1170.0,12,20,1,529.0,315.0,600,5500.0,0
2270.0,16,16,1,902.0,741.0,1000,5700.0,0
1560.0,12,15,1,549.0,556.0,600,4300.0,0
1660.0,16,16,1,490.0,759.0,400,4400.0,0
920.0,16,9,0,471.0,593.0,400,2900.0,0
1220.0,12,6,1,490.0,500.0,400,4900.0,0
630.0,12,15,1,373.0,481.0,400,5400.0,0
660.0,13,14,1,431.0,481.0,400,6900.0,0
2030.0,16,17,1,569.0,796.0,600,6400.0,0
640.0,12,8,1,373.0,574.0,400,7600.0,0
1050.0,12,7,1,471.0,574.0,400,4300.0,0
720.0,12,4,1,333.0,593.0,400,1700.0,0
1390.0,18,6,0,588.0,796.0,600,4600.0,0
1070.0,12,15,1,686.0,407.0,600,4800.0,0
1230.0,16,12,1,569.0,574.0,600,5100.0,0
800.0,12,20,1,373.0,444.0,400,4100.0,1
1030.0,12,9,1,333.0,593.0,400,3300.0,0
890.0,11,10,1,373.0,241.0,400,3500.0,1
1420.0,18,12,1,569.0,630.0,600,5400.0,0
600.0,12,6,1,235.0,296.0,200,8800.0,1
670.0,16,8,1,451.0,593.0,400,3500.0,0
890.0,16,11,1,431.0,500.0,400,5700.0,0
930.0,16,8,0,412.0,556.0,400,6800.0,0
930.0,12,17,1,392.0,574.0,400,2800.0,0
1020.0,9,17,1,490.0,574.0,400,2800.0,0
910.0,15,10,0,314.0,630.0,400,3500.0,0
1270.0,12,19,1,471.0,574.0,400,7300.0,0
1320.0,12,5,1,471.0,722.0,400,5800.0,0
1650.0,16,9,1,510.0,685.0,600,3500.0,0
800.0,12,17,1,314.0,537.0,400,6900.0,1
750.0,13,10,1,431.0,556.0,400,5700.0,0
740.0,12,10,1,471.0,463.0,400,7600.0,0
690.0,14,9,1,373.0,556.0,400,5500.0,0
1230.0,12,13,1,627.0,685.0,600,3800.0,0
570.0,12,14,0,392.0,556.0,400,3000.0,0
1240.0,11,12,1,549.0,593.0,600,7000.0,0
670.0,12,16,1,333.0,500.0,400,5200.0,0
1380.0,12,11,1,588.0,574.0,600,5400.0,0
880.0,13,17,0,431.0,463.0,400,5000.0,0
1510.0,15,14,1,745.0,593.0,800,4300.0,0
1100.0,9,20,1,569.0,500.0,600,5700.0,0
620.0,11,12,1,196.0,222.0,200,900.0,0
830.0,12,13,1,373.0,630.0,400,6800.0,0
1640.0,17,7,1,510.0,778.0,600,5400.0,0
1910.0,12,13,0,549.0,667.0,600,6000.0,0
1330.0,11,17,1,510.0,519.0,600,2500.0,0
710.0,11,18,1,353.0,500.0,400,1400.0,0
920.0,14,9,1,333.0,315.0,400,1100.0,1
1540.0,13,14,1,490.0,759.0,400,2000.0,0
1140.0,16,12,1,431.0,556.0,400,2900.0,0
760.0,16,12,1,431.0,519.0,400,4800.0,0
1040.0,16,8,1,549.0,444.0,600,7300.0,0
450.0,12,5,1,196.0,333.0,200,4100.0,1
1470.0,18,8,1,608.0,593.0,600,4900.0,0
1240.0,11,12,1,608.0,463.0,600,5100.0,0
470.0,14,9,1,412.0,444.0,400,4400.0,0
1560.0,13,14,1,490.0,648.0,400,4600.0,0
870.0,18,11,1,451.0,463.0,400,5300.0,1
1500.0,16,8,1,510.0,630.0,600,6200.0,0
1350.0,16,4,1,490.0,630.0,400,4000.0,0
1050.0,14,15,1,412.0,574.0,400,5300.0,0
1530.0,16,9,1,549.0,685.0,600,7400.0,0
1990.0,18,11,1,647.0,648.0,600,5100.0,0
960.0,10,13,1,471.0,537.0,400,2200.0,0
1410.0,15,15,1,392.0,611.0,400,4200.0,0
640.0,12,15,1,333.0,574.0,400,3200.0,0
810.0,12,17,1,471.0,667.0,400,4100.0,0
1580.0,16,9,1,451.0,611.0,400,1500.0,0
710.0,12,4,1,373.0,574.0,400,4600.0,0
550.0,12,18,1,373.0,426.0,400,2100.0,0
820.0,12,10,1,431.0,611.0,400,1700.0,0
1080.0,16,9,1,294.0,500.0,200,3500.0,0
680.0,12,12,1,412.0,407.0,400,7000.0,0
600.0,12,14,0,373.0,537.0,400,2900.0,0
1070.0,12,15,1,471.0,593.0,400,5100.0,0
1510.0,16,10,1,431.0,407.0,400,3000.0,0
680.0,12,16,1,529.0,463.0,600,3000.0,0
1290.0,18,10,1,471.0,574.0,400,3100.0,0
2750.0,13,12,1,588.0,611.0,600,6900.0,0
1030.0,14,6,1,588.0,593.0,600,4600.0,0
1400.0,15,5,1,431.0,500.0,400,7700.0,0
1400.0,12,14,1,392.0,556.0,400,5200.0,0
1100.0,12,17,1,431.0,630.0,400,3900.0,0
1090.0,16,7,0,392.0,537.0,400,1600.0,0
590.0,11,16,1,275.0,370.0,200,6300.0,0
1180.0,12,11,1,431.0,722.0,400,3700.0,0
1150.0,12,20,1,627.0,630.0,600,4300.0,0
1730.0,12,11,1,529.0,667.0,600,6800.0,0
1300.0,14,7,1,490.0,611.0,400,3300.0,0
1340.0,18,10,1,608.0,611.0,600,5700.0,0
970.0,16,9,0,353.0,630.0,400,6800.0,0
1540.0,12,16,1,373.0,630.0,400,7500.0,0
530.0,13,20,1,373.0,519.0,400,6900.0,0
950.0,15,6,1,314.0,611.0,400,1900.0,0
1350.0,12,5,1,314.0,704.0,400,7000.0,0
970.0,14,9,1,333.0,556.0,400,5600.0,0
1670.0,15,14,1,510.0,537.0,600,5000.0,0
910.0,17,8,1,588.0,574.0,600,4900.0,0
1390.0,12,13,1,471.0,574.0,400,4300.0,0
990.0,12,11,1,176.0,611.0,200,4500.0,1
830.0,13,9,0,294.0,704.0,200,2300.0,0
810.0,12,17,1,275.0,426.0,200,5100.0,0
1150.0,16,7,1,431.0,574.0,400,4300.0,0
1580.0,12,19,1,627.0,556.0,600,4600.0,0
1140.0,15,12,1,451.0,778.0,400,5700.0,0
1120.0,12,16,1,235.0,463.0,200,6200.0,0
1330.0,14,7,1,588.0,519.0,600,4500.0,0
1180.0,12,16,1,333.0,685.0,400,5400.0,0
1540.0,12,16,1,608.0,556.0,600,6500.0,0
1160.0,12,17,1,627.0,537.0,600,5100.0,0
1180.0,12,18,1,588.0,278.0,600,3500.0,0
2130.0,16,11,1,608.0,685.0,600,3700.0,0
700.0,12,15,1,431.0,333.0,400,4300.0,1
870.0,12,17,1,549.0,574.0,600,4500.0,0
2260.0,17,4,1,902.0,593.0,1000,5400.0,0
1480.0,16,15,1,431.0,630.0,400,5900.0,0
1100.0,16,9,1,471.0,352.0,400,2900.0,0
770.0,12,9,1,412.0,593.0,400,5700.0,0
1450.0,16,9,1,569.0,463.0,600,5300.0,0
860.0,13,9,1,471.0,519.0,400,4400.0,0
890.0,12,18,0,235.0,611.0,200,1600.0,0
1480.0,16,11,1,608.0,630.0,600,7300.0,0
590.0,12,16,1,471.0,296.0,400,3500.0,0
750.0,16,10,1,373.0,537.0,400,3500.0,0
840.0,13,17,0,510.0,407.0,600,4500.0,1
770.0,13,9,1,294.0,444.0,200,2400.0,0
590.0,12,21,1,196.0,630.0,200,5000.0,0
770.0,12,10,0,392.0,463.0,400,5900.0,0
1280.0,13,13,1,529.0,648.0,600,5800.0,0
700.0,12,14,0,373.0,463.0,400,6600.0,0
1240.0,12,19,1,392.0,389.0,400,4100.0,0
490.0,12,11,1,392.0,333.0,400,6800.0,0
1260.0,12,11,1,510.0,278.0,600,3200.0,0
690.0,13,7,0,176.0,278.0,200,3900.0,1
2470.0,14,1,1,784.0,685.0,800,7800.0,0
1510.0,17,7,1,373.0,667.0,400,3100.0,0
1100.0,12,4,1,412.0,537.0,400,5700.0,0
740.0,14,7,1,412.0,685.0,400,5400.0,0
1080.0,15,8,1,373.0,648.0,400,3200.0,0
2080.0,16,12,1,725.0,667.0,800,7500.0,0
1670.0,17,13,1,725.0,685.0,800,4400.0,0
1590.0,15,8,0,588.0,667.0,600,4700.0,0
1270.0,12,19,1,569.0,389.0,600,3100.0,0
1110.0,12,17,1,353.0,500.0,400,4600.0,0
560.0,13,5,1,196.0,537.0,200,2500.0,0
1060.0,12,9,1,431.0,685.0,400,3500.0,0
490.0,12,18,1,412.0,574.0,400,7100.0,0
1220.0,12,17,1,471.0,519.0,400,5200.0,0
2460.0,17,8,1,667.0,815.0,600,3400.0,0
470.0,10,7,1,255.0,463.0,200,3900.0,1
1020.0,14,8,1,412.0,463.0,400,5500.0,0
740.0,16,12,1,471.0,593.0,400,4500.0,0
1090.0,12,13,1,451.0,722.0,400,3000.0,0
1780.0,18,8,1,608.0,778.0,600,6700.0,0
2330.0,16,17,1,706.0,815.0,800,8000.0,0
1340.0,12,16,1,549.0,667.0,600,6700.0,0
1180.0,12,12,1,490.0,574.0,400,4500.0,0
990.0,12,15,1,333.0,593.0,400,5300.0,0
1320.0,14,6,1,490.0,500.0,400,4800.0,0
1010.0,10,19,1,373.0,407.0,400,5400.0,1
540.0,12,11,0,471.0,556.0,400,2600.0,0
1560.0,12,19,1,431.0,648.0,400,4500.0,0
480.0,12,13,1,235.0,296.0,200,3100.0,1
760.0,12,14,0,412.0,500.0,400,4200.0,1
1100.0,15,9,1,255.0,556.0,200,1000.0,0
750.0,12,13,0,314.0,407.0,400,2900.0,1
910.0,11,16,1,529.0,481.0,600,7200.0,0
1600.0,16,15,1,588.0,741.0,600,6600.0,0
1180.0,16,16,1,471.0,667.0,400,4700.0,0
1390.0,13,9,1,686.0,537.0,600,4600.0,0
1200.0,12,5,1,412.0,593.0,400,4200.0,0
1090.0,10,15,1,490.0,519.0,400,5100.0,0
900.0,16,10,1,451.0,500.0,400,4500.0,1
650.0,12,18,1,196.0,444.0,200,2200.0,0
1070.0,12,17,1,667.0,519.0,600,3300.0,0
1290.0,12,11,1,353.0,500.0,400,6200.0,0
1360.0,18,14,1,608.0,648.0,600,6600.0,0
390.0,12,21,1,431.0,333.0,400,6000.0,0
770.0,13,9,1,353.0,315.0,400,5700.0,0
1070.0,12,11,1,490.0,593.0,400,2900.0,0
1210.0,14,16,1,353.0,593.0,400,5100.0,0
580.0,12,13,1,373.0,537.0,400,5400.0,0
900.0,12,17,1,471.0,481.0,400,2000.0,0
1290.0,11,19,1,353.0,667.0,400,5100.0,0
650.0,12,6,1,176.0,407.0,200,4300.0,0
840.0,12,11,1,373.0,481.0,400,3100.0,0
1200.0,14,12,1,294.0,500.0,200,3500.0,0
650.0,12,11,1,353.0,556.0,400,4900.0,0
450.0,12,11,1,333.0,574.0,400,6500.0,0
1890.0,16,8,1,647.0,667.0,600,3800.0,0
1480.0,12,15,1,510.0,611.0,600,4500.0,0
710.0,14,7,1,314.0,519.0,400,4700.0,0
1160.0,12,16,1,333.0,519.0,400,7500.0,0
1390.0,14,4,1,549.0,630.0,600,6200.0,0
1680.0,17,7,1,627.0,889.0,600,4600.0,0
710.0,13,11,1,235.0,537.0,200,500.0,0
780.0,13,14,1,471.0,630.0,400,5300.0,0
640.0,12,15,1,255.0,593.0,200,1900.0,0
1120.0,14,6,1,588.0,630.0,600,5300.0,0
670.0,12,14,0,373.0,241.0,400,2400.0,0
540.0,17,8,0,392.0,500.0,400,7200.0,0
940.0,12,8,1,529.0,667.0,600,5800.0,0
710.0,12,10,0,353.0,500.0,400,5500.0,0
1680.0,14,7,1,569.0,519.0,600,4400.0,0
600.0,13,6,1,314.0,296.0,400,3700.0,0
1010.0,13,6,1,392.0,481.0,400,2300.0,0
1440.0,12,17,1,667.0,648.0,600,2800.0,0
800.0,14,6,0,235.0,519.0,200,1700.0,0
1170.0,13,13,1,490.0,667.0,400,6600.0,0
860.0,13,9,0,471.0,630.0,400,4900.0,0
1490.0,16,11,1,471.0,741.0,400,2300.0,0
1930.0,11,22,1,725.0,537.0,800,4600.0,0
1830.0,18,7,1,784.0,778.0,800,7400.0,0
1160.0,14,6,1,431.0,519.0,400,4500.0,1
1570.0,15,14,1,588.0,519.0,600,5900.0,0
950.0,16,11,1,510.0,500.0,600,6800.0,0
1100.0,13,6,1,235.0,593.0,200,4900.0,0
650.0,15,8,1,314.0,556.0,400,4800.0,0
1290.0,12,14,1,510.0,556.0,600,5700.0,0
800.0,12,7,1,373.0,537.0,400,6500.0,0
1490.0,15,14,1,510.0,500.0,600,3500.0,0
1520.0,10,14,1,706.0,630.0,800,7900.0,0
1040.0,9,17,1,431.0,389.0,400,2200.0,0
2470.0,17,8,1,745.0,722.0,800,5700.0,0
1650.0,17,13,1,608.0,759.0,600,6500.0,0
1630.0,12,5,1,490.0,759.0,400,5000.0,0
1500.0,12,14,1,353.0,574.0,400,4300.0,0
700.0,11,18,1,353.0,370.0,400,3800.0,0
870.0,12,15,1,451.0,537.0,400,4000.0,0
600.0,13,6,1,275.0,537.0,200,5100.0,0
1560.0,12,15,1,569.0,407.0,600,5300.0,0
870.0,18,11,1,314.0,574.0,400,4300.0,0
1110.0,12,6,1,510.0,611.0,600,6600.0,0
1810.0,18,7,1,569.0,722.0,600,4900.0,0
950.0,12,15,1,333.0,407.0,400,4300.0,0
800.0,12,15,1,392.0,519.0,400,2800.0,0
1200.0,15,9,1,569.0,370.0,600,4900.0,0
2310.0,15,9,1,608.0,648.0,600,5500.0,0
1140.0,14,14,0,471.0,481.0,400,5200.0,0
860.0,15,16,1,392.0,556.0,400,4100.0,0
770.0,12,14,1,353.0,333.0,400,6200.0,0
560.0,13,10,1,353.0,556.0,400,4800.0,0
930.0,17,4,1,314.0,685.0,400,2200.0,0
1120.0,15,8,1,333.0,685.0,400,7400.0,0
760.0,10,21,1,431.0,426.0,400,4300.0,1
860.0,12,17,1,490.0,556.0,400,5800.0,0
1620.0,18,10,1,588.0,630.0,600,5500.0,0
460.0,14,4,1,275.0,315.0,200,5000.0,1
750.0,12,9,1,510.0,426.0,600,6000.0,0
1520.0,18,10,1,608.0,630.0,600,6800.0,0
650.0,15,8,1,196.0,593.0,200,3200.0,0
970.0,12,18,1,490.0,685.0,400,4800.0,0
430.0,12,9,1,353.0,370.0,400,5300.0,1
790.0,12,13,0,471.0,519.0,400,8200.0,1
530.0,9,12,1,294.0,370.0,200,5300.0,1
2270.0,16,16,1,549.0,704.0,600,5100.0,0
1000.0,10,17,1,529.0,593.0,600,2800.0,0
640.0,12,13,1,353.0,407.0,400,5900.0,0
1400.0,17,9,1,412.0,722.0,400,4600.0,0
2010.0,18,9,0,745.0,593.0,800,6100.0,0
1190.0,12,7,1,549.0,537.0,600,6700.0,0
1190.0,12,8,1,255.0,463.0,200,2700.0,0
1440.0,12,12,1,529.0,426.0,600,3500.0,0
1230.0,13,16,1,549.0,481.0,600,6200.0,0
750.0,12,17,0,569.0,407.0,600,5000.0,0
770.0,12,11,1,431.0,556.0,400,3000.0,0
640.0,13,6,1,196.0,389.0,200,2800.0,1
790.0,18,8,0,353.0,685.0,400,2800.0,0
830.0,16,9,1,431.0,667.0,400,3200.0,0
780.0,16,12,1,373.0,352.0,400,3000.0,1
840.0,15,1,1,490.0,481.0,400,4100.0,0
1310.0,13,9,1,451.0,463.0,400,4300.0,0
890.0,12,4,1,392.0,481.0,400,6200.0,1
770.0,15,6,1,333.0,481.0,400,4400.0,0
850.0,18,13,0,314.0,611.0,400,4200.0,0
790.0,12,12,1,294.0,444.0,200,6500.0,0
1170.0,12,16,1,510.0,556.0,600,6900.0,0
680.0,13,9,1,314.0,500.0,400,4600.0,0
1170.0,18,11,1,471.0,741.0,400,5500.0,0
1100.0,12,20,1,490.0,593.0,400,3500.0,0
480.0,12,8,0,275.0,444.0,200,2300.0,1
1040.0,14,15,1,510.0,593.0,600,4200.0,0
1160.0,12,14,1,373.0,519.0,400,5000.0,0
1350.0,12,5,1,333.0,704.0,400,5100.0,0
510.0,11,12,1,510.0,222.0,600,5000.0,0
850.0,12,17,1,451.0,426.0,400,3500.0,0
650.0,15,14,1,275.0,481.0,200,3600.0,0
1120.0,12,12,1,392.0,556.0,400,6400.0,0
920.0,12,15,1,490.0,611.0,400,2100.0,0
1440.0,12,15,1,412.0,574.0,400,4300.0,0
1430.0,18,8,1,529.0,685.0,600,4000.0,0
1490.0,12,19,1,647.0,611.0,600,4500.0,0
640.0,12,14,1,353.0,704.0,400,2900.0,0
1170.0,14,14,1,627.0,574.0,600,4000.0,0
1220.0,15,11,1,490.0,630.0,400,3000.0,0
570.0,9,12,1,373.0,241.0,400,3500.0,1
610.0,12,16,1,294.0,370.0,200,6700.0,0
