balance,prime_card,pv,tau,categ
11100.0,1,45.19900000000001,300.0,always-takers
4700.0,1,443.927,300.0,always-takers
5200.0,1,404.121,300.0,always-takers
4400.0,0,356.755,700.0000000000001,complier
5400.0,1,498.764,300.0,always-takers
5000.0,1,1259.498,700.0,complier
4400.0,1,81.143,300.0,always-takers
3300.0,0,750.33,200.0,never-taker
5800.0,1,511.27099999999996,300.0,always-takers
10100.0,1,662.659,300.0,always-takers
5100.0,1,1261.967,700.0000000000001,complier
3600.0,1,270.255,300.0,always-takers
6900.0,0,1102.214,200.0,never-taker
4800.0,1,45.53899999999999,300.0,always-takers
10300.0,1,1324.8490000000002,700.0000000000001,complier
5700.0,1,1110.653,700.0,complier
5200.0,1,455.577,300.0,always-takers
5300.0,0,963.256,199.9999999999999,never-taker
8800.0,1,953.459,300.0,always-takers
5000.0,1,467.96299999999997,300.0,always-takers
6800.0,1,710.933,300.0,always-takers
4100.0,1,372.655,300.0,always-takers
8600.0,1,818.777,300.0,always-takers
5200.0,1,900.427,700.0,complier
4200.0,1,148.357,300.0,always-takers
9100.0,1,341.428,300.0,always-takers
2200.0,1,-29.701000000000022,300.0,always-takers
12500.0,1,274.836,300.0,always-takers
5500.0,1,522.533,300.0,always-takers
4000.0,0,292.751,700.0,complier
6200.0,1,188.236,300.0,always-takers
7900.0,1,1528.741,700.0,complier
5700.0,1,1584.757,700.0000000000001,complier
2800.0,0,707.841,200.0,never-taker
3900.0,0,602.322,200.0,never-taker
7700.0,1,807.4169999999999,299.99999999999994,always-takers
6200.0,1,225.654,300.0,always-takers
7300.0,1,64.785,300.0,always-takers
1200.0,0,600.835,200.0,never-taker
3500.0,1,263.361,300.0,always-takers
5600.0,0,1142.998,200.0,never-taker
3600.0,1,506.52,300.0,always-takers
5200.0,0,950.738,200.0,never-taker
3300.0,0,-17.533,700.0,complier
3600.0,1,586.336,300.0,always-takers
10300.0,1,869.644,300.0,always-takers
6900.0,1,682.566,300.00000000000006,always-takers
3300.0,1,469.35900000000004,300.0,always-takers
6900.0,0,1095.554,200.0,never-taker
8700.0,1,314.106,300.0,always-takers
6000.0,1,420.317,300.0,always-takers
4300.0,1,467.105,300.0,always-takers
2000.0,1,213.466,300.0,always-takers
5800.0,0,919.973,200.0,never-taker
4900.0,0,166.1,700.0,complier
11500.0,1,191.60899999999998,300.0,always-takers
6200.0,1,967.303,300.0,always-takers
9300.0,1,904.278,300.0,always-takers
11400.0,1,795.31,299.99999999999994,always-takers
5900.0,1,93.55099999999999,300.0,always-takers
5300.0,1,323.549,300.0,always-takers
8400.0,0,945.977,199.9999999999999,never-taker
4300.0,0,356.736,699.9999999999999,complier
10100.0,1,543.5219999999999,299.99999999999994,always-takers
3400.0,1,688.4100000000001,300.00000000000006,always-takers
8400.0,1,1630.2,700.0,complier
1800.0,1,-67.435,300.0,always-takers
6300.0,0,1090.007,200.0,never-taker
11100.0,1,714.525,300.0,always-takers
5600.0,1,889.03,700.0,complier
3700.0,1,-94.87299999999999,300.0,always-takers
5300.0,1,1213.484,699.9999999999999,complier
6700.0,1,940.446,700.0,complier
2700.0,0,671.336,700.0,complier
4400.0,0,494.155,700.0,complier
5200.0,1,1517.246,700.0000000000001,complier
7100.0,1,1534.818,700.0,complier
13100.0,1,1156.7730000000001,300.0000000000001,always-takers
10100.0,1,1850.705,700.0,complier
3300.0,0,562.974,700.0000000000001,complier
5600.0,1,946.704,700.0,complier
6000.0,1,1114.877,700.0,complier
1800.0,1,80.804,300.0,always-takers
4500.0,1,662.616,300.0,always-takers
7000.0,1,995.971,700.0,complier
4200.0,1,284.876,300.0,always-takers
7500.0,1,54.02099999999999,300.0,always-takers
3300.0,0,444.951,200.0,never-taker
3900.0,0,215.812,700.0,complier
5100.0,1,435.377,300.0,always-takers
3400.0,0,40.053,700.0,complier
7700.0,1,1726.354,700.0,complier
22700.0,1,2156.873,700.0,complier
4700.0,0,920.825,700.0,complier
6300.0,1,1210.1390000000001,700.0000000000001,complier
7300.0,1,-11.988,300.0,always-takers
7000.0,1,312.645,300.0,always-takers
14200.0,1,1844.146,700.0,complier
4000.0,0,401.032,700.0,complier
4700.0,0,107.473,700.0,complier
4400.0,0,655.905,700.0,complier
5300.0,1,303.866,300.0,always-takers
17400.0,1,616.633,300.00000000000006,always-takers
3600.0,1,476.188,300.0,always-takers
3800.0,1,346.822,300.0,always-takers
8200.0,1,629.134,300.0,always-takers
4700.0,1,292.768,300.0,always-takers
5500.0,1,1400.875,700.0,complier
9100.0,1,784.422,300.0,always-takers
13400.0,1,638.4300000000001,300.00000000000006,always-takers
7900.0,0,990.33,199.9999999999999,never-taker
11600.0,1,1543.472,700.0,complier
9100.0,1,734.369,300.0,always-takers
10700.0,1,1223.277,700.0,complier
5000.0,0,811.719,200.0,never-taker
7100.0,1,1037.263,700.0,complier
4700.0,1,117.463,300.0,always-takers
2100.0,0,681.212,700.0,complier
4100.0,0,694.485,200.0,never-taker
7600.0,1,924.802,300.0,always-takers
4400.0,1,611.818,300.0,always-takers
9300.0,1,1455.278,700.0,complier
4200.0,0,278.785,700.0,complier
4900.0,1,746.768,300.00000000000006,always-takers
4900.0,1,681.723,299.99999999999994,always-takers
3400.0,0,475.114,700.0,complier
11700.0,1,1468.6660000000002,700.0000000000001,complier
6900.0,1,538.884,300.0,always-takers
6700.0,1,1590.575,700.0,complier
5600.0,1,535.967,300.0,always-takers
6600.0,0,1129.44,200.0,never-taker
5200.0,1,1059.7350000000001,700.0000000000001,complier
4500.0,1,345.677,300.0,always-takers
14600.0,1,1995.252,700.0,complier
6400.0,1,645.8620000000001,300.00000000000006,always-takers
10500.0,1,1717.286,700.0000000000001,complier
5800.0,1,1198.722,700.0,complier
9300.0,1,1340.722,700.0,complier
3400.0,1,217.78,300.0,always-takers
4000.0,0,1068.371,200.0,never-taker
5600.0,1,669.3299999999999,299.99999999999994,always-takers
12900.0,1,2322.6949999999997,699.9999999999998,complier
4700.0,0,175.968,700.0,complier
5700.0,1,1652.5810000000001,700.0000000000001,complier
5500.0,1,1287.411,700.0000000000001,complier
5800.0,1,910.261,700.0,complier
5900.0,1,1276.022,699.9999999999999,complier
8800.0,1,447.76300000000003,300.0,always-takers
8500.0,1,1578.461,700.0,complier
4000.0,0,454.376,700.0,complier
6100.0,1,1437.749,700.0,complier
6900.0,1,618.179,300.0,always-takers
6300.0,1,1153.723,700.0,complier
5500.0,1,755.019,300.0,always-takers
4800.0,0,450.841,699.9999999999999,complier
3800.0,1,202.947,300.0,always-takers
6300.0,1,443.321,300.0,always-takers
6100.0,1,883.667,700.0,complier
7800.0,0,1028.077,200.0,never-taker
5300.0,1,430.408,300.0,always-takers
4000.0,0,819.202,200.0,never-taker
13900.0,1,1976.471,700.0,complier
4900.0,0,358.879,699.9999999999999,complier
7800.0,1,436.273,300.0,always-takers
4500.0,1,780.488,300.00000000000006,always-takers
5800.0,1,1067.137,700.0,complier
4200.0,0,715.077,700.0,complier
5500.0,1,1114.434,700.0,complier
5100.0,1,180.091,300.0,always-takers
7200.0,1,1080.958,700.0,complier
10000.0,1,1382.249,700.0,complier
5900.0,1,1345.164,700.0,complier
6500.0,1,1342.6509999999998,699.9999999999999,complier
3600.0,0,409.643,700.0,complier
5800.0,0,1103.832,200.0,never-taker
11900.0,1,1005.46,300.0,always-takers
9300.0,1,476.90999999999997,300.0,always-takers
5600.0,1,1354.929,700.0000000000001,complier
6300.0,1,1740.087,700.0,complier
6100.0,1,140.159,300.0,always-takers
5900.0,1,1362.269,700.0,complier
2800.0,0,-100.467,700.0,complier
8800.0,1,644.265,300.0,always-takers
7500.0,1,188.24599999999998,300.0,always-takers
7000.0,1,1335.5320000000002,700.0000000000001,complier
7400.0,1,1327.001,700.0,complier
3400.0,1,-102.28800000000001,300.0,always-takers
5700.0,1,367.955,300.0,always-takers
6700.0,0,1353.236,200.0,never-taker
6700.0,1,1577.761,700.0,complier
7100.0,1,1419.213,700.0,complier
10300.0,1,521.0989999999999,299.99999999999994,always-takers
8500.0,0,947.779,200.0,never-taker
4400.0,1,256.914,300.0,always-takers
4100.0,1,419.435,300.0,always-takers
15300.0,1,764.158,300.0,always-takers
3500.0,0,574.743,699.9999999999999,complier
5700.0,1,395.916,300.0,always-takers
14300.0,1,492.122,300.0,always-takers
12600.0,1,722.794,300.0,always-takers
7100.0,1,1576.607,700.0,complier
5300.0,1,1055.646,700.0,complier
3700.0,0,785.912,700.0,complier
7100.0,1,412.019,300.0,always-takers
3600.0,0,707.679,200.0,never-taker
6700.0,1,1264.4,700.0000000000001,complier
4600.0,1,221.82999999999998,300.0,always-takers
3900.0,0,666.496,200.0,never-taker
6100.0,1,306.224,300.0,always-takers
4000.0,1,600.774,300.0,always-takers
12000.0,1,786.056,300.00000000000006,always-takers
3700.0,1,351.75,300.0,always-takers
9400.0,1,820.24,300.0,always-takers
4300.0,0,877.187,199.9999999999999,never-taker
8700.0,1,521.962,300.0,always-takers
5900.0,1,1788.916,700.0,complier
8100.0,1,1394.787,700.0,complier
3000.0,0,421.043,700.0000000000001,complier
1800.0,0,574.326,700.0,complier
1700.0,1,698.6949999999999,299.99999999999994,always-takers
5100.0,1,1440.9859999999999,699.9999999999999,complier
4800.0,0,520.944,700.0,complier
4400.0,1,133.063,300.0,always-takers
7500.0,1,678.7339999999999,299.99999999999994,always-takers
15600.0,1,1776.154,700.0,complier
5300.0,1,645.077,300.0,always-takers
7900.0,0,821.253,200.0,never-taker
4800.0,1,451.03,300.0,always-takers
8400.0,1,1460.278,700.0,complier
8100.0,1,1726.037,700.0,complier
6700.0,1,1574.316,700.0,complier
12500.0,1,777.094,300.00000000000006,always-takers
5100.0,1,39.86200000000002,300.0,always-takers
4300.0,0,495.914,200.0,never-taker
6400.0,1,739.794,300.0,always-takers
4100.0,0,482.181,200.00000000000006,never-taker
7200.0,1,514.076,300.0,always-takers
3900.0,1,440.845,300.0,always-takers
4500.0,0,655.569,700.0,complier
2800.0,0,1082.46,200.0,never-taker
6100.0,1,1382.0259999999998,699.9999999999999,complier
4300.0,0,629.544,699.9999999999999,complier
3300.0,0,325.626,700.0,complier
6100.0,1,1588.76,700.0,complier
9200.0,1,458.64599999999996,300.0,always-takers
9100.0,1,959.803,300.0,always-takers
2800.0,0,242.078,199.99999999999997,never-taker
3500.0,1,641.842,300.0,always-takers
4500.0,0,306.223,700.0,complier
6700.0,1,890.808,300.0,always-takers
4900.0,1,498.31100000000004,300.0,always-takers
5900.0,1,1477.257,700.0000000000001,complier
5900.0,1,656.745,300.0,always-takers
8500.0,1,1980.668,700.0,complier
9600.0,1,1499.0990000000002,700.0000000000001,complier
7600.0,1,946.915,700.0,complier
7800.0,1,114.166,300.0,always-takers
3300.0,0,1033.693,200.0,never-taker
2600.0,0,756.892,200.0,never-taker
6500.0,1,429.223,300.0,always-takers
5000.0,1,266.752,300.0,always-takers
5300.0,1,530.14,300.0,always-takers
8300.0,1,1384.3310000000001,700.0000000000001,complier
5000.0,1,448.23199999999997,300.0,always-takers
4800.0,0,624.266,200.0,never-taker
6100.0,1,633.7909999999999,299.99999999999994,always-takers
4900.0,0,876.574,700.0000000000001,complier
2200.0,0,786.562,699.9999999999999,complier
7500.0,1,1355.9969999999998,699.9999999999999,complier
2400.0,1,-109.57,300.0,always-takers
2700.0,0,969.576,200.0,never-taker
2600.0,1,398.829,300.0,always-takers
5300.0,1,341.278,300.0,always-takers
6700.0,1,605.298,300.0,always-takers
3500.0,0,52.636,700.0,complier
4700.0,0,796.485,700.0000000000001,complier
11700.0,1,808.697,300.0,always-takers
10300.0,1,1503.817,700.0,complier
5200.0,0,655.764,200.0,never-taker
4400.0,1,250.261,300.0,always-takers
8800.0,1,721.5640000000001,300.00000000000006,always-takers
6000.0,0,968.703,200.0,never-taker
2800.0,0,260.474,700.0,complier
4400.0,0,848.191,700.0,complier
8700.0,1,908.771,300.0,always-takers
9100.0,1,1327.825,700.0,complier
10400.0,1,844.496,300.0,always-takers
6100.0,1,552.958,300.0,always-takers
10200.0,1,1765.982,700.0,complier
6100.0,1,327.41,300.0,always-takers
4000.0,0,448.601,700.0000000000001,complier
5100.0,1,1212.953,700.0,complier
4500.0,0,893.311,700.0000000000001,complier
9800.0,1,764.602,300.0,always-takers
6600.0,1,342.44,300.0,always-takers
4800.0,0,268.098,700.0,complier
3300.0,0,681.494,700.0000000000001,complier
2000.0,1,294.803,300.0,always-takers
8000.0,1,1337.211,700.0,complier
7700.0,1,1053.245,699.9999999999999,complier
3500.0,1,551.754,300.0,always-takers
12300.0,1,814.593,300.0,always-takers
12400.0,1,942.016,300.0,always-takers
2700.0,1,139.889,300.0,always-takers
9900.0,1,414.45,300.0,always-takers
6100.0,1,405.172,300.0,always-takers
9200.0,1,485.102,300.0,always-takers
2200.0,0,519.648,200.0,never-taker
8500.0,1,1454.226,700.0000000000001,complier
5900.0,1,1262.377,700.0,complier
4800.0,1,389.788,300.0,always-takers
6400.0,1,128.742,300.0,always-takers
4200.0,0,301.779,700.0,complier
4100.0,1,176.64499999999998,300.0,always-takers
2900.0,0,382.011,700.0,complier
8200.0,1,1126.018,700.0,complier
4900.0,1,671.89,300.0,always-takers
5800.0,1,841.482,300.0,always-takers
12800.0,1,628.106,300.0,always-takers
5200.0,1,504.645,300.0,always-takers
4600.0,0,464.78,700.0,complier
12000.0,1,737.5840000000001,300.00000000000006,always-takers
8400.0,1,886.84,300.0,always-takers
3800.0,0,84.338,700.0,complier
12300.0,1,842.331,300.0,always-takers
5600.0,1,254.628,300.0,always-takers
3700.0,0,611.177,700.0000000000001,complier
2200.0,1,521.496,300.0,always-takers
4400.0,0,445.243,700.0,complier
8300.0,1,1546.879,699.9999999999999,complier
9300.0,1,1767.03,700.0,complier
6700.0,1,786.54,299.99999999999994,always-takers
9200.0,1,642.6600000000001,300.00000000000006,always-takers
3100.0,1,625.0609999999999,299.99999999999994,always-takers
6000.0,1,303.18,300.0,always-takers
5200.0,1,1636.115,700.0,complier
11000.0,1,348.073,300.0,always-takers
4200.0,1,245.928,300.0,always-takers
4100.0,1,8.572000000000003,300.0,always-takers
6800.0,0,1183.247,200.0,never-taker
16700.0,1,602.748,300.00000000000006,always-takers
11600.0,1,794.328,300.0,always-takers
7300.0,1,1091.554,700.0000000000001,complier
4300.0,0,575.667,200.0,never-taker
7500.0,1,1756.534,700.0,complier
4100.0,0,603.539,200.0,never-taker
12100.0,1,764.858,299.99999999999994,always-takers
4900.0,0,940.715,200.0000000000001,never-taker
4700.0,0,372.579,700.0,complier
11200.0,1,945.676,300.0,always-takers
6100.0,1,1236.682,700.0,complier
6500.0,1,457.55899999999997,300.0,always-takers
9700.0,1,670.0740000000001,300.00000000000006,always-takers
4500.0,1,293.569,300.0,always-takers
4700.0,1,583.5640000000001,300.00000000000006,always-takers
4000.0,1,426.41700000000003,300.0,always-takers
9800.0,1,1819.632,700.0,complier
7100.0,1,1432.5990000000002,700.0000000000001,complier
3600.0,0,703.011,200.0,never-taker
8500.0,1,1703.4099999999999,699.9999999999999,complier
5700.0,1,260.62,300.0,always-takers
10900.0,1,413.248,300.0,always-takers
13800.0,1,1393.588,700.0,complier
8100.0,1,1603.537,700.0,complier
4100.0,1,463.969,300.0,always-takers
4900.0,0,468.83,700.0,complier
10600.0,1,666.5219999999999,299.99999999999994,always-takers
5400.0,1,431.043,300.0,always-takers
5900.0,1,271.262,300.0,always-takers
4600.0,1,393.718,300.0,always-takers
7500.0,1,1939.477,700.0,complier
4800.0,1,640.336,300.0,always-takers
4800.0,0,845.653,200.0,never-taker
6100.0,1,790.039,300.0,always-takers
6300.0,1,1314.345,700.0,complier
6100.0,0,1142.83,200.0,never-taker
3200.0,0,629.231,700.0,complier
8500.0,1,936.493,300.0,always-takers
4100.0,0,296.796,700.0,complier
5800.0,1,410.365,300.0,always-takers
8200.0,1,450.926,300.0,always-takers
7100.0,1,855.655,700.0,complier
7700.0,1,1510.237,700.0000000000001,complier
7600.0,1,1722.873,700.0,complier
4400.0,0,643.267,700.0,complier
2400.0,0,515.917,200.0,never-taker
10200.0,1,542.0550000000001,300.00000000000006,always-takers
3400.0,1,-82.37799999999999,300.0,always-takers
5000.0,1,1270.288,700.0,complier
4400.0,0,505.425,199.99999999999994,never-taker
3500.0,0,554.031,700.0,complier
4700.0,0,940.419,199.9999999999999,never-taker
2300.0,0,394.421,700.0,complier
11200.0,1,796.5160000000001,300.00000000000006,always-takers
4700.0,0,648.308,700.0,complier
11100.0,1,800.531,299.99999999999994,always-takers
5400.0,1,1683.24,700.0,complier
5900.0,1,1673.5720000000001,700.0000000000001,complier
7800.0,1,1436.937,699.9999999999999,complier
3500.0,0,726.621,700.0000000000001,complier
4700.0,0,402.34,700.0,complier
7300.0,1,614.861,300.0,always-takers
8500.0,1,1335.908,699.9999999999999,complier
4000.0,0,643.038,700.0,complier
11100.0,1,856.743,300.0,always-takers
8000.0,1,1017.451,700.0,complier
2400.0,0,698.183,200.0,never-taker
8700.0,1,1298.491,700.0,complier
10600.0,1,640.211,300.0,always-takers
5300.0,1,720.031,299.99999999999994,always-takers
2400.0,0,1028.352,200.0,never-taker
4700.0,0,417.971,700.0,complier
2300.0,1,182.828,300.0,always-takers
4100.0,0,619.884,200.0,never-taker
11800.0,1,901.983,300.0,always-takers
4200.0,1,342.075,300.0,always-takers
4500.0,0,114.701,700.0,complier
14000.0,1,1700.031,700.0,complier
9600.0,1,999.22,700.0,complier
4600.0,0,446.563,700.0000000000001,complier
7300.0,1,833.594,300.0,always-takers
11700.0,1,1556.8020000000001,700.0000000000001,complier
5000.0,1,1161.1680000000001,700.0000000000001,complier
4900.0,1,131.651,300.0,always-takers
5300.0,1,1055.425,700.0,complier
4200.0,0,436.799,200.0,never-taker
6100.0,1,424.922,300.0,always-takers
11000.0,1,522.531,299.99999999999994,always-takers
6200.0,1,1429.123,700.0,complier
3700.0,0,178.631,700.0,complier
8500.0,1,351.741,300.0,always-takers
4100.0,0,340.189,700.0,complier
8200.0,1,905.859,300.0,always-takers
4700.0,1,736.6949999999999,299.99999999999994,always-takers
3100.0,0,663.159,700.0000000000001,complier
9400.0,1,951.736,300.0,always-takers
6200.0,1,1684.966,699.9999999999999,complier
2900.0,1,282.348,300.0,always-takers
3400.0,0,834.331,200.0000000000001,never-taker
4700.0,1,400.568,300.0,always-takers
6900.0,1,1301.03,700.0,complier
5300.0,1,1311.326,700.0,complier
9400.0,1,1303.511,700.0,complier
5900.0,1,901.567,700.0,complier
8700.0,1,1576.434,700.0,complier
7500.0,1,595.953,300.0,always-takers
5500.0,1,1155.301,700.0,complier
6800.0,1,555.7470000000001,300.00000000000006,always-takers
6000.0,1,1079.538,700.0,complier
9800.0,1,798.81,299.99999999999994,always-takers
8200.0,1,379.783,300.0,always-takers
5000.0,1,889.685,700.0,complier
6200.0,0,918.339,199.9999999999999,never-taker
6400.0,1,116.393,300.0,always-takers
6300.0,0,965.61,200.0000000000001,never-taker
7200.0,1,368.175,300.0,always-takers
4300.0,0,-24.699,700.0,complier
4100.0,1,476.925,300.0,always-takers
3100.0,0,520.57,700.0000000000001,complier
9700.0,1,1417.5990000000002,700.0000000000001,complier
6400.0,1,1272.2350000000001,700.0000000000001,complier
6500.0,1,635.3299999999999,299.99999999999994,always-takers
4700.0,1,291.981,300.0,always-takers
6300.0,1,689.848,299.99999999999994,always-takers
9400.0,1,503.106,300.0,always-takers
3500.0,0,274.036,700.0,complier
7100.0,1,630.278,300.0,always-takers
4800.0,0,714.189,200.0,never-taker
4500.0,0,115.04,700.0,complier
7300.0,1,995.197,300.0,always-takers
4500.0,1,251.56900000000002,300.0,always-takers
6600.0,1,642.1510000000001,300.00000000000006,always-takers
11300.0,1,208.576,300.0,always-takers
10300.0,1,1510.826,700.0,complier
4200.0,0,345.816,700.0,complier
11100.0,1,637.594,300.00000000000006,always-takers
4300.0,1,307.824,300.0,always-takers
6700.0,1,1595.44,700.0,complier
8500.0,1,960.53,300.0,always-takers
4300.0,1,384.205,300.0,always-takers
6600.0,1,1133.651,700.0,complier
7600.0,1,992.592,300.0,always-takers
6500.0,1,306.15,300.0,always-takers
14500.0,1,568.981,300.0,always-takers
5400.0,1,328.29,300.0,always-takers
8100.0,1,533.173,300.0,always-takers
6100.0,1,1690.191,700.0,complier
4300.0,0,530.925,200.0,never-taker
4300.0,0,423.371,700.0000000000001,complier
10800.0,1,1809.469,700.0,complier
2000.0,0,290.021,200.0,never-taker
2400.0,1,251.214,300.0,always-takers
8500.0,1,1515.874,700.0,complier
6300.0,0,766.979,200.0,never-taker
5100.0,1,134.1,300.0,always-takers
11000.0,1,1276.623,700.0,complier
7200.0,1,1460.358,700.0,complier
4300.0,1,80.75899999999999,300.0,always-takers
5600.0,1,175.312,300.0,always-takers
10800.0,1,1514.1570000000002,700.0000000000001,complier
8500.0,0,910.64,199.9999999999999,never-taker
12300.0,1,605.249,300.0,always-takers
4500.0,1,371.159,300.0,always-takers
3000.0,0,627.304,200.0,never-taker
7800.0,1,1294.0819999999999,699.9999999999999,complier
3500.0,0,498.998,200.00000000000006,never-taker
5500.0,1,1039.738,700.0,complier
10000.0,1,1737.075,700.0,complier
3300.0,0,530.18,699.9999999999999,complier
5400.0,1,604.881,300.0,always-takers
5400.0,1,435.43,300.0,always-takers
2300.0,1,251.71800000000002,300.0,always-takers
6300.0,1,1068.511,300.0,always-takers
3600.0,0,241.576,700.0,complier
3800.0,1,343.858,300.0,always-takers
7900.0,1,1728.491,700.0,complier
8000.0,1,389.086,300.0,always-takers
11100.0,1,1891.875,700.0,complier
6600.0,1,996.887,300.0,always-takers
6800.0,1,1641.002,700.0,complier
10300.0,1,1318.415,700.0,complier
9000.0,1,725.5450000000001,300.00000000000006,always-takers
8200.0,1,549.285,300.0,always-takers
13100.0,1,1452.763,699.9999999999999,complier
7400.0,1,1144.4470000000001,700.0000000000001,complier
2300.0,0,383.943,200.0,never-taker
3800.0,0,663.947,200.0,never-taker
6000.0,1,381.456,300.0,always-takers
8300.0,1,749.014,300.0,always-takers
3500.0,0,188.962,700.0,complier
4400.0,0,199.763,700.0,complier
7000.0,1,1129.649,699.9999999999999,complier
3800.0,0,345.424,700.0,complier
6000.0,1,479.786,300.0,always-takers
4300.0,0,543.758,200.0,never-taker
6300.0,1,426.233,300.0,always-takers
2500.0,0,804.395,200.0,never-taker
4700.0,0,1138.905,200.0,never-taker
3200.0,1,584.8589999999999,299.99999999999994,always-takers
4600.0,0,805.477,200.0,never-taker
3100.0,1,537.621,300.0,always-takers
5900.0,1,407.346,300.0,always-takers
6300.0,1,628.74,300.0,always-takers
11700.0,1,1198.8319999999999,299.9999999999999,always-takers
15200.0,1,1916.167,700.0,complier
3900.0,0,969.983,200.0,never-taker
5500.0,0,765.795,200.0,never-taker
6100.0,1,1271.842,700.0000000000001,complier
6200.0,1,688.8530000000001,300.00000000000006,always-takers
6300.0,1,498.424,300.0,always-takers
5900.0,1,612.4449999999999,299.99999999999994,always-takers
8400.0,1,320.225,300.0,always-takers
7300.0,1,434.56600000000003,300.0,always-takers
3600.0,0,29.742,700.0,complier
5300.0,1,1109.703,700.0,complier
7900.0,1,621.0,300.0,always-takers
3100.0,0,603.165,700.0,complier
7400.0,1,1237.443,700.0,complier
2700.0,0,201.673,700.0,complier
5500.0,1,709.726,300.0,always-takers
4000.0,1,630.562,300.0,always-takers
2500.0,0,107.568,700.0,complier
9300.0,1,631.7370000000001,300.00000000000006,always-takers
2800.0,0,380.795,700.0,complier
6200.0,1,1116.892,700.0,complier
6600.0,1,1285.145,700.0,complier
7200.0,1,1283.405,700.0,complier
2900.0,0,680.917,699.9999999999999,complier
5900.0,1,352.779,300.0,always-takers
7600.0,1,1346.231,700.0,complier
3700.0,1,80.39699999999999,300.0,always-takers
8200.0,1,751.0550000000001,300.00000000000006,always-takers
5500.0,1,173.925,300.0,always-takers
3800.0,1,466.04200000000003,300.0,always-takers
7100.0,1,1017.6089999999999,700.0,complier
6400.0,1,665.365,300.0,always-takers
5600.0,0,1151.823,200.0,never-taker
13400.0,1,2168.513,700.0,complier
11300.0,1,544.178,300.0,always-takers
9400.0,1,541.158,300.0,always-takers
9400.0,1,922.279,300.0,always-takers
8600.0,0,988.341,199.9999999999999,never-taker
6100.0,0,475.697,200.0,never-taker
3500.0,1,305.204,300.0,always-takers
4700.0,1,414.979,300.0,always-takers
8300.0,1,749.808,300.0,always-takers
2500.0,0,833.056,200.0,never-taker
4700.0,0,309.489,700.0,complier
9400.0,1,591.8489999999999,299.99999999999994,always-takers
8300.0,1,1629.606,700.0,complier
6700.0,0,826.918,200.0000000000001,never-taker
14800.0,1,1126.153,300.0,always-takers
4800.0,1,438.352,300.0,always-takers
5600.0,1,1127.704,700.0,complier
11500.0,1,1626.3980000000001,700.0000000000001,complier
4200.0,0,1207.231,200.0,never-taker
8600.0,1,798.038,300.0,always-takers
9400.0,1,132.053,300.0,always-takers
8100.0,1,1086.975,699.9999999999999,complier
1900.0,1,527.425,299.99999999999994,always-takers
1900.0,0,699.939,200.0,never-taker
3700.0,0,860.166,200.0000000000001,never-taker
2900.0,0,-26.519,700.0,complier
7200.0,1,234.517,300.0,always-takers
6600.0,1,1652.0529999999999,699.9999999999999,complier
5000.0,1,566.655,300.0,always-takers
4700.0,1,463.425,300.0,always-takers
12600.0,1,1503.685,700.0,complier
10900.0,1,1332.652,700.0,complier
4300.0,0,421.849,700.0,complier
9100.0,1,226.10899999999998,300.0,always-takers
5800.0,1,445.96799999999996,300.0,always-takers
5200.0,1,1436.9389999999999,699.9999999999999,complier
6100.0,1,570.341,300.0,always-takers
4100.0,0,456.591,699.9999999999999,complier
4200.0,0,619.715,700.0000000000001,complier
4600.0,1,367.86,300.0,always-takers
4700.0,0,554.518,700.0,complier
5200.0,0,1093.684,200.0,never-taker
3800.0,0,359.349,700.0,complier
9700.0,1,1378.787,700.0,complier
3600.0,0,787.608,200.0,never-taker
3500.0,1,594.856,300.0,always-takers
7300.0,1,1691.3049999999998,699.9999999999999,complier
5600.0,1,793.608,700.0,complier
2300.0,0,596.927,200.0,never-taker
6700.0,1,763.65,300.0,always-takers
4600.0,0,637.551,699.9999999999999,complier
4100.0,1,603.5350000000001,300.00000000000006,always-takers
4600.0,0,1010.207,699.9999999999999,complier
9000.0,1,1255.476,700.0000000000001,complier
2700.0,0,322.902,700.0,complier
7500.0,1,416.43399999999997,300.0,always-takers
4200.0,1,722.082,300.0,always-takers
5900.0,1,400.68600000000004,300.0,always-takers
3600.0,0,54.469,700.0,complier
8900.0,1,1716.426,699.9999999999999,complier
9300.0,1,795.127,299.99999999999994,always-takers
9400.0,1,1669.979,700.0,complier
10300.0,1,1332.335,700.0,complier
9700.0,1,467.985,300.0,always-takers
5700.0,0,758.667,200.0,never-taker
12300.0,1,729.29,299.99999999999994,always-takers
12200.0,1,533.521,300.0,always-takers
5300.0,1,370.923,300.0,always-takers
10500.0,1,795.6379999999999,299.99999999999994,always-takers
4200.0,0,218.144,700.0,complier
15100.0,1,1250.33,299.9999999999999,always-takers
13600.0,1,399.916,300.0,always-takers
10200.0,1,1351.632,700.0000000000001,complier
4100.0,1,406.881,300.0,always-takers
2100.0,0,533.263,699.9999999999999,complier
7300.0,1,622.867,299.99999999999994,always-takers
6100.0,1,1619.116,700.0,complier
5600.0,1,270.229,300.0,always-takers
3000.0,0,909.645,200.0,never-taker
7100.0,1,376.95799999999997,300.0,always-takers
7500.0,0,1031.513,200.0,never-taker
2800.0,0,810.9,200.0,never-taker
4400.0,1,443.611,300.0,always-takers
8200.0,1,493.46500000000003,300.0,always-takers
7600.0,1,1311.987,700.0000000000001,complier
7800.0,0,803.982,200.0,never-taker
3100.0,0,518.76,700.0,complier
8600.0,1,947.189,300.0,always-takers
