mkt_email,next_mnth_pv,age,tenure,ammount_spent,vehicle,food,beverage,art,baby,personal_care,toys,clothing,decor,cell_phones,construction,home_appliances,electronics,sports,tools,games,industry,pc,jewel,books,music_books_movies,health
1,1394.4,35.0,1.0,39.74,0,5,2,0,1,2,0,3,0,3,2,2,0,2,0,3,1,1,1,0,0,3
1,1127.46,51.0,0.0,2.99,0,0,1,2,0,1,1,1,2,1,2,0,1,0,1,2,1,0,2,0,0,2
1,1028.65,47.0,1.0,83.72,0,2,0,3,1,3,1,0,1,1,0,1,3,1,0,2,0,2,0,0,1,2
0,16.97,25.0,0.0,48.77,0,0,0,1,1,0,1,0,0,1,0,0,1,2,0,1,0,1,1,3,2,3
1,1412.85,41.0,1.0,7.88,1,0,0,1,0,0,2,3,2,5,0,0,2,0,2,2,3,1,0,0,1,1
1,1387.72,23.0,1.0,53.62,0,0,1,0,1,2,1,3,2,0,2,0,0,0,2,2,1,0,1,0,2,4
0,195.6,20.0,3.0,77.27,0,2,1,0,0,2,2,0,1,4,1,1,2,1,0,2,0,3,0,2,0,4
1,1566.18,50.0,0.0,14.81,0,3,1,0,2,0,2,3,1,4,0,0,2,2,2,2,0,2,2,0,3,1
1,1921.59,43.0,1.0,273.04,1,4,0,1,0,0,0,3,0,3,2,1,3,2,0,2,1,5,1,1,1,8
0,25.78,42.0,0.0,25.15,1,0,1,1,2,1,1,3,1,3,1,0,0,1,0,1,0,2,0,0,3,3
0,21.04,44.0,1.0,22.47,0,1,0,0,1,1,0,0,1,2,2,0,1,0,0,3,1,1,0,0,2,1
0,86.55,25.0,1.0,4.76,0,1,0,2,0,0,1,1,2,1,1,0,4,2,1,1,1,3,1,2,1,2
0,15.73,55.0,0.0,40.61,0,0,1,0,1,2,0,2,2,3,2,2,2,0,1,3,0,3,1,1,1,3
0,77.78,26.0,1.0,31.88,0,2,0,2,2,1,1,2,0,1,1,0,3,0,2,2,1,1,0,0,0,3
1,1025.54,41.0,0.0,59.52,0,0,1,1,0,0,3,2,1,3,0,0,1,0,0,2,1,4,0,2,0,1
0,17.13,38.0,0.0,46.48,0,1,1,1,0,1,0,4,0,5,1,1,1,1,2,2,0,0,1,0,1,2
1,1335.44,37.0,0.0,3.11,0,1,2,2,1,1,1,2,1,5,1,0,1,1,1,1,0,2,0,3,2,0
0,37.91,41.0,0.0,38.02,0,2,0,1,1,0,0,2,0,4,3,0,2,0,0,1,0,3,0,2,2,3
0,12.23,33.0,0.0,140.38,0,1,0,2,2,0,1,2,2,2,2,0,2,1,0,3,1,1,2,0,2,0
1,1237.66,52.0,1.0,131.23,0,1,0,0,1,1,0,1,0,5,0,0,1,0,1,1,3,2,2,0,2,2
0,35.47,47.0,0.0,3.9,0,4,1,0,0,0,0,3,1,4,3,1,1,2,0,1,1,2,1,0,2,3
0,94.31,36.0,1.0,178.16,0,2,0,0,1,0,0,1,0,1,0,0,2,4,2,3,0,1,0,1,1,0
1,1678.93,42.0,0.0,23.62,0,1,1,4,2,2,1,1,2,4,1,0,3,1,0,1,1,5,0,1,0,2
1,1032.97,32.0,0.0,95.13,0,1,0,0,0,2,0,2,1,1,0,0,6,0,0,2,0,5,0,2,0,4
0,36.59,41.0,1.0,7.87,0,2,1,1,0,1,0,2,2,4,1,0,1,2,1,1,0,2,0,3,2,2
0,115.24,36.0,0.0,143.1,0,3,1,0,1,3,0,2,0,3,3,0,2,3,0,1,1,2,2,0,1,5
0,348.83,54.0,0.0,145.27,0,0,0,0,1,0,1,0,0,7,1,1,5,3,1,3,0,0,1,0,0,3
1,1242.63,26.0,1.0,59.82,0,0,2,0,1,0,0,3,0,3,1,2,2,1,1,3,0,5,1,0,1,2
1,741.23,27.0,1.0,72.99,0,2,1,0,1,2,0,1,1,3,1,2,0,0,0,4,0,1,0,0,1,0
1,1089.15,36.0,1.0,13.77,0,2,1,4,0,1,0,1,1,4,1,1,3,0,0,1,0,1,1,1,0,2
0,127.67,46.0,0.0,1.67,0,1,0,1,1,0,1,1,2,3,1,0,5,0,1,2,1,0,0,1,0,3
1,1506.64,60.0,0.0,16.1,0,2,2,0,1,1,1,3,2,2,0,2,3,3,1,3,1,1,0,3,1,2
0,90.16,63.0,0.0,345.08,0,2,2,0,0,0,1,2,0,2,1,0,4,2,1,1,1,1,0,0,2,3
1,1402.34,45.0,0.0,199.86,1,0,0,1,1,0,2,2,1,2,0,1,1,0,0,0,0,2,1,0,0,1
1,1202.49,50.0,1.0,47.1,0,3,0,0,0,0,1,2,0,2,2,2,3,4,0,2,1,4,1,2,1,1
0,200.21,47.0,1.0,2.79,1,2,3,0,2,1,0,4,1,6,3,1,1,1,0,1,1,0,0,2,2,1
0,134.53,27.0,1.0,133.41,0,1,1,3,1,3,0,2,3,1,2,1,1,1,0,2,1,0,1,3,1,3
0,81.5,28.0,1.0,64.32,0,2,1,1,1,1,1,1,3,3,1,0,2,2,0,0,1,2,0,1,0,2
1,1290.3,42.0,0.0,36.21,1,1,0,0,2,1,0,2,1,2,0,1,3,0,2,3,1,1,1,5,1,2
0,40.61,19.0,1.0,49.02,0,2,0,3,1,1,0,2,0,4,0,2,4,1,2,2,1,3,0,2,0,4
0,95.79,53.0,0.0,237.42,0,0,2,0,1,1,1,3,0,3,1,0,3,2,2,4,1,0,1,1,0,1
1,1522.21,41.0,0.0,7.76,0,0,1,1,1,0,2,5,1,5,1,4,2,0,0,1,1,1,0,2,1,2
0,15.93,45.0,0.0,30.99,0,3,3,1,1,0,2,3,3,3,2,1,1,0,2,3,2,2,1,2,0,2
0,54.48,31.0,1.0,15.43,0,1,2,1,4,2,1,4,2,8,0,2,1,0,3,1,0,3,2,1,0,3
1,928.54,48.0,0.0,5.96,0,1,0,1,2,3,0,1,0,1,1,0,1,0,0,1,0,7,0,1,0,2
0,49.16,25.0,0.0,280.35,0,0,2,0,1,2,3,1,0,2,2,1,2,0,1,1,0,1,1,0,1,2
1,1509.57,26.0,0.0,5.71,0,1,3,1,1,0,2,3,0,4,1,2,2,1,0,1,1,3,1,0,0,2
1,1246.48,39.0,0.0,5.25,0,1,2,0,1,0,1,3,1,3,0,0,2,1,1,2,0,2,0,2,1,3
0,119.6,33.0,0.0,616.29,0,0,2,0,3,3,1,2,0,2,0,0,2,1,0,2,0,0,2,0,0,2
0,13.9,47.0,0.0,22.29,0,1,0,1,0,2,0,1,2,5,3,0,4,1,2,3,1,3,2,0,1,2
1,1028.85,49.0,0.0,6.37,0,2,0,0,0,1,4,0,0,3,1,2,2,1,1,2,1,0,0,2,1,1
1,1399.31,41.0,0.0,63.03,0,0,4,1,2,1,2,1,0,3,2,1,1,0,2,0,0,2,1,0,1,1
0,272.09,63.0,0.0,140.48,0,2,1,1,0,1,2,2,0,2,2,1,1,1,1,3,0,2,1,2,1,4
1,1131.97,25.0,1.0,358.67,1,1,2,0,0,1,0,0,2,2,0,1,3,0,0,2,0,3,1,0,1,0
1,2052.33,31.0,0.0,307.98,2,1,1,1,1,0,3,4,1,0,1,0,1,0,2,2,2,2,1,1,2,0
0,217.3,24.0,0.0,100.65,0,0,2,0,1,1,3,3,1,2,1,2,3,0,0,4,1,1,2,1,0,2
1,1217.91,37.0,0.0,49.53,0,2,1,1,0,1,1,5,0,5,0,1,3,0,2,4,2,0,0,1,0,1
0,23.49,24.0,1.0,26.03,1,1,3,0,0,1,2,2,0,2,1,0,1,1,2,4,1,2,2,1,0,1
0,48.27,46.0,0.0,109.15,0,0,1,2,1,3,1,2,0,2,2,1,5,1,0,5,2,2,2,0,0,1
1,1150.72,38.0,1.0,101.83,0,1,0,2,1,3,0,5,2,2,0,4,2,1,0,1,0,0,1,1,1,1
1,1357.71,35.0,1.0,30.79,0,0,0,1,1,2,2,2,2,4,1,1,0,0,0,0,1,0,0,1,2,3
0,25.44,35.0,1.0,9.29,1,2,2,2,1,1,0,3,0,0,0,1,0,0,1,1,3,2,1,2,3,1
1,1051.61,30.0,0.0,44.69,0,1,2,0,2,0,2,1,1,2,1,1,0,2,1,3,0,0,1,1,0,1
1,1759.24,60.0,0.0,95.93,0,1,1,1,1,2,1,3,2,4,1,0,2,0,0,2,3,3,2,0,1,3
0,11542.11,36.0,0.0,19627.43,0,1,1,0,1,0,4,1,2,3,3,0,2,2,2,2,0,7,1,1,2,4
1,1046.6,26.0,0.0,159.47,0,0,3,0,0,0,0,1,0,2,0,0,3,2,2,0,1,0,0,0,1,3
0,120.9,29.0,0.0,57.89,0,0,0,1,1,1,1,2,1,2,1,2,3,3,1,6,2,6,1,1,2,2
0,38.86,39.0,0.0,35.31,0,0,1,1,1,0,1,3,4,2,0,0,2,2,1,4,0,3,1,1,0,2
1,1289.29,33.0,1.0,131.15,0,0,0,1,0,1,2,2,1,6,2,3,1,1,1,2,0,2,0,1,1,2
0,7.43,26.0,1.0,49.17,0,3,1,0,0,1,1,2,1,2,2,1,0,1,1,1,0,1,0,1,2,2
1,1278.26,67.0,0.0,138.69,0,2,1,2,1,0,2,1,1,2,0,1,2,1,0,3,2,1,0,1,1,1
1,1429.67,50.0,0.0,238.35,0,1,1,4,0,2,0,2,2,2,2,0,6,0,0,1,1,1,1,1,2,1
0,12.16,50.0,0.0,154.71,0,3,1,1,1,1,0,2,2,1,1,1,4,1,0,1,0,0,1,2,1,4
0,7.3,46.0,0.0,10.58,0,0,0,0,0,1,1,2,0,2,1,1,3,0,3,2,0,1,0,1,0,0
0,60.89,31.0,1.0,52.02,0,0,2,0,0,0,0,2,0,2,2,2,1,0,0,1,0,3,3,1,0,4
1,1067.63,22.0,0.0,139.14,0,3,1,1,1,1,1,2,0,2,0,1,1,1,0,2,0,0,2,0,0,1
0,199.34,54.0,1.0,45.21,0,2,1,2,1,0,0,2,1,0,1,1,1,2,3,2,4,4,0,2,1,0
1,1675.03,32.0,0.0,136.84,0,1,3,1,3,0,0,2,0,1,0,1,2,2,0,2,1,3,1,2,2,4
1,1683.08,34.0,0.0,39.0,0,1,2,1,1,2,1,5,1,4,0,0,4,1,2,5,0,4,2,3,2,0
0,23.02,43.0,0.0,33.99,0,1,0,1,0,3,4,1,1,6,1,1,3,3,0,4,3,0,1,4,0,1
1,1466.85,36.0,0.0,58.72,0,1,2,0,0,2,1,4,0,3,2,1,2,1,1,7,0,3,1,0,2,2
1,1502.46,35.0,1.0,0.79,0,1,2,1,2,1,1,3,0,2,0,0,3,0,3,2,1,1,4,3,0,2
1,1684.56,39.0,0.0,99.02,0,0,2,2,1,2,1,4,1,3,2,0,3,0,0,1,1,2,1,0,1,4
1,1064.58,38.0,1.0,16.0,0,2,2,0,1,1,0,3,1,2,3,1,1,0,0,3,0,3,1,0,0,0
0,132.86,46.0,1.0,183.12,0,1,1,3,0,0,2,1,0,4,0,3,2,1,0,6,0,4,1,0,2,2
0,8.82,19.0,0.0,19.29,0,1,2,0,0,2,1,4,0,3,1,0,5,1,2,1,2,1,0,0,1,1
1,1049.96,29.0,0.0,19.81,0,1,1,0,2,2,2,2,0,1,1,1,0,0,0,0,0,2,0,1,1,3
1,1610.33,23.0,0.0,352.59,0,1,4,0,1,1,1,3,2,4,2,1,3,1,2,2,0,1,0,0,1,1
0,29.1,28.0,0.0,46.14,0,3,1,1,1,3,0,2,0,0,1,0,2,1,1,2,3,0,1,1,2,1
1,1426.61,37.0,1.0,15.99,0,3,2,2,0,2,2,2,0,3,1,3,2,3,1,3,0,3,1,0,0,2
1,1360.91,55.0,1.0,1.0,0,2,0,1,1,4,1,2,2,1,1,0,0,2,1,3,0,1,0,0,2,4
0,31.07,46.0,0.0,14.46,0,2,0,2,3,2,1,0,1,4,2,0,1,0,3,0,1,1,0,0,1,1
0,42.63,65.0,0.0,252.47,0,1,1,0,0,0,1,4,0,3,1,1,1,1,1,0,0,2,0,1,1,2
1,1174.86,23.0,0.0,35.72,1,0,0,2,1,1,1,1,1,1,0,0,0,1,1,2,1,1,0,2,1,4
1,1835.09,35.0,1.0,0.65,0,2,2,1,0,2,2,7,2,5,1,1,0,0,1,3,1,4,0,1,2,2
0,35.8,39.0,0.0,53.11,0,1,1,0,2,0,1,0,0,3,1,1,2,0,0,3,2,2,1,2,1,4
1,1266.84,20.0,1.0,32.9,0,2,1,1,0,2,2,3,1,2,1,1,0,0,0,3,2,2,1,1,1,1
1,1164.86,23.0,0.0,361.23,0,3,2,1,0,0,0,3,0,7,2,1,1,2,0,2,0,0,1,1,0,0
1,1295.85,37.0,1.0,189.72,0,0,4,0,1,1,1,0,1,0,0,1,2,0,1,2,1,2,0,1,0,5
0,60.18,38.0,0.0,0.7,0,3,0,1,1,1,2,3,2,5,2,2,2,0,1,1,0,2,2,1,3,3
1,1287.34,30.0,0.0,140.99,0,1,1,0,0,1,1,4,0,2,1,1,2,1,0,2,1,6,0,0,2,0
0,19.84,24.0,0.0,68.11,0,1,0,3,2,0,3,2,0,4,1,0,2,1,0,1,1,1,0,2,3,1
1,1455.34,21.0,1.0,275.66,0,1,2,0,2,2,2,1,2,5,1,0,1,4,0,1,0,1,0,0,1,0
1,1711.55,27.0,1.0,93.9,0,1,0,0,1,2,3,4,1,3,0,1,2,2,0,0,1,4,2,0,2,0
1,782.12,34.0,0.0,136.35,0,0,0,2,0,1,0,0,1,2,1,2,4,0,0,2,0,2,0,1,1,1
1,1615.5,63.0,1.0,5.7,0,1,1,1,0,2,4,1,1,2,0,0,2,1,0,3,1,1,0,1,4,2
0,60.61,28.0,2.0,30.56,0,0,0,1,1,0,1,2,0,0,0,1,0,2,2,2,4,1,1,2,0,1
0,42.47,40.0,0.0,246.47,0,2,1,0,1,0,1,1,2,2,2,1,0,0,1,0,0,0,1,2,0,3
1,1685.45,30.0,0.0,244.61,0,2,0,2,1,0,1,1,1,2,1,0,3,3,0,0,0,6,4,2,1,3
1,1320.39,27.0,0.0,36.4,0,0,2,1,1,0,1,2,0,2,1,2,4,2,1,3,0,2,2,1,1,1
0,112.9,28.0,0.0,28.09,0,1,1,1,2,2,0,2,1,3,5,2,3,1,3,0,3,1,0,1,1,3
1,1882.8,50.0,1.0,7.03,0,2,1,0,2,1,2,2,0,3,0,3,3,0,0,1,1,1,3,1,2,7
1,1373.47,72.0,1.0,438.8,0,1,2,0,0,3,2,1,1,5,0,0,1,1,0,4,0,5,1,1,3,1
0,21.84,50.0,0.0,33.73,0,1,3,0,0,2,1,3,0,3,0,1,1,1,0,1,2,1,0,2,0,2
1,1100.0,38.0,0.0,61.93,0,1,0,3,1,1,1,3,1,1,0,0,0,0,0,2,1,0,1,1,2,0
0,79.52,49.0,0.0,234.87,0,1,1,0,0,2,1,2,0,4,2,1,1,3,1,0,1,2,1,1,1,1
1,1783.97,22.0,0.0,89.56,0,0,0,0,2,1,2,4,1,1,1,3,2,0,1,1,2,3,0,3,4,3
0,255.42,49.0,1.0,333.77,0,0,0,0,1,3,0,3,1,6,1,0,3,1,1,0,1,1,0,1,0,3
0,22.0,23.0,0.0,5.17,0,1,0,1,1,0,1,3,2,4,1,0,1,0,0,1,0,2,1,0,0,1
0,72.18,27.0,2.0,28.32,0,1,0,2,1,1,0,1,0,5,1,0,1,2,1,5,0,1,0,0,2,3
1,1073.0,34.0,0.0,163.86,0,0,0,1,0,2,2,3,1,6,0,2,1,0,0,3,0,0,1,3,0,1
1,1446.99,35.0,0.0,6.03,0,0,1,2,1,1,2,2,2,4,0,1,3,1,0,1,0,3,1,1,0,3
1,1331.06,44.0,0.0,39.96,0,0,1,0,2,1,1,3,2,2,2,0,2,1,1,1,1,3,0,0,0,2
0,90.4,48.0,0.0,190.26,0,0,2,2,2,0,1,1,0,0,2,0,0,1,0,1,2,3,2,1,1,1
0,48.12,42.0,1.0,221.94,0,2,0,0,1,0,1,3,0,5,2,0,2,2,0,3,1,2,2,2,2,1
1,1278.88,52.0,0.0,59.38,0,0,3,1,0,1,1,1,2,7,2,2,1,1,2,3,0,0,0,1,1,0
1,1022.2,52.0,0.0,333.82,0,0,2,0,0,0,0,3,1,3,2,0,1,2,0,1,0,2,2,0,0,1
1,1212.36,35.0,1.0,240.5,0,1,0,0,2,3,0,2,0,1,2,2,1,0,0,2,2,1,0,5,0,2
0,194.14,21.0,0.0,281.73,1,1,1,1,2,2,1,3,3,4,1,3,3,1,0,3,1,1,0,1,1,3
0,48.01,44.0,0.0,129.4,0,0,3,0,2,2,0,2,1,4,1,1,2,2,0,3,0,4,2,0,1,2
0,12.02,27.0,1.0,18.81,0,0,0,2,1,0,0,1,0,3,1,1,0,0,2,4,0,1,0,1,2,2
0,2.65,31.0,0.0,24.15,0,1,0,1,0,1,1,5,2,2,1,0,0,2,2,2,1,1,0,3,0,2
0,26.24,25.0,0.0,6.1,0,2,1,0,0,3,0,1,3,3,1,2,2,1,0,0,0,4,0,1,1,0
1,1176.16,23.0,0.0,54.51,0,6,1,0,3,0,0,1,1,2,0,0,1,0,1,3,0,2,0,2,1,3
1,1842.26,42.0,1.0,341.22,0,2,2,1,1,0,3,0,1,1,3,0,3,1,1,2,2,1,3,0,0,3
0,58.44,29.0,0.0,0.12,0,0,2,1,2,1,1,1,0,5,0,1,4,3,1,3,2,5,0,1,2,2
1,1199.42,38.0,0.0,88.42,0,2,1,2,0,0,0,1,1,2,1,1,2,1,0,4,2,1,2,1,0,2
0,227.0,42.0,0.0,21.98,0,1,2,1,0,2,2,1,1,3,0,1,1,0,1,2,1,1,0,2,0,3
0,80.5,24.0,0.0,124.57,0,0,1,0,0,1,1,1,0,4,0,0,0,0,0,0,2,1,2,3,2,3
0,49.69,36.0,1.0,45.52,1,1,1,1,0,0,2,1,0,5,0,1,0,0,1,2,0,1,1,1,4,2
0,29.7,35.0,0.0,152.51,0,0,4,0,0,0,1,4,2,3,0,0,2,0,0,0,0,1,2,0,0,0
0,74.58,53.0,1.0,66.11,0,2,1,2,2,0,2,4,1,2,2,0,5,2,1,0,2,3,0,2,1,2
1,1201.83,26.0,0.0,158.11,1,0,0,2,0,2,1,1,1,4,1,1,2,0,1,1,1,1,1,0,1,1
1,1373.09,36.0,1.0,32.51,0,2,2,2,1,1,2,0,1,1,0,3,4,1,2,3,0,2,0,1,0,3
0,71.73,41.0,1.0,3.58,0,2,0,2,3,2,1,0,1,3,1,1,0,3,1,5,0,4,1,0,1,1
0,10.0,46.0,1.0,16.79,0,1,3,0,0,1,1,1,1,3,2,1,1,1,0,4,0,1,3,0,1,3
0,11.14,32.0,0.0,15.32,0,2,1,0,0,1,1,3,0,3,0,0,3,1,1,2,2,3,1,0,1,2
0,242.29,28.0,1.0,138.38,0,1,1,1,0,2,0,0,2,2,0,0,1,2,1,1,2,1,2,0,3,2
1,1712.1,30.0,0.0,177.95,0,0,2,2,0,1,4,1,2,2,1,2,2,3,1,2,4,0,1,0,0,2
1,1251.11,26.0,0.0,30.31,0,1,0,0,0,3,1,1,2,1,2,1,1,0,1,0,2,2,0,0,0,5
1,1531.08,30.0,0.0,52.14,0,1,1,1,0,2,4,2,0,5,0,0,1,1,3,1,0,3,3,1,0,3
0,32.62,42.0,1.0,101.42,0,1,2,1,0,0,0,2,0,4,0,3,5,1,1,2,1,2,3,0,1,1
1,1400.94,37.0,0.0,11.81,1,1,2,0,1,1,3,3,1,3,1,1,2,0,2,1,1,2,1,2,1,0
0,0.73,27.0,0.0,55.45,0,2,0,0,1,0,1,1,1,5,2,1,1,1,0,1,2,3,0,2,1,0
0,8.46,33.0,0.0,61.01,0,0,0,2,0,0,1,3,0,5,3,1,2,1,1,1,0,0,2,0,0,0
0,49.49,45.0,1.0,160.09,0,2,1,0,1,2,3,1,2,2,1,0,3,0,0,3,1,3,1,0,0,3
0,80.72,52.0,0.0,137.79,0,0,2,1,0,2,2,0,0,6,1,2,2,2,0,2,1,2,1,0,3,0
0,9.64,35.0,0.0,59.3,0,1,1,0,1,1,2,5,0,6,2,2,2,1,1,2,2,4,1,1,2,1
0,83.7,42.0,0.0,41.58,0,3,0,1,0,1,1,4,1,1,1,2,0,2,2,2,1,2,2,0,1,0
1,1265.69,29.0,0.0,19.3,0,0,0,0,2,0,0,4,0,4,0,1,1,1,1,5,1,0,0,1,1,4
1,1598.45,32.0,0.0,50.81,0,0,4,0,1,2,1,0,1,2,2,1,1,2,0,1,2,2,1,0,3,1
1,1862.06,25.0,1.0,23.12,0,1,2,1,3,0,2,0,1,3,1,1,3,2,2,0,1,2,2,1,3,2
0,106.87,56.0,0.0,38.36,0,0,2,1,2,1,0,0,1,2,1,2,2,0,2,5,0,2,0,2,0,1
1,1233.05,46.0,0.0,70.82,0,2,0,0,0,1,1,2,3,1,0,0,2,1,2,4,0,0,2,0,0,5
1,1265.34,19.0,0.0,46.34,0,0,0,1,0,0,1,4,2,5,0,1,2,1,1,2,0,1,0,1,1,3
0,16.11,28.0,0.0,70.31,0,0,0,0,2,1,2,6,2,1,2,1,3,1,0,0,0,0,0,0,1,5
1,1273.64,29.0,0.0,129.5,0,1,0,1,0,0,1,2,0,2,2,1,2,3,0,3,1,1,2,2,0,2
1,984.89,28.0,0.0,165.11,0,1,0,2,2,0,1,1,1,0,0,0,1,1,0,3,1,1,0,2,1,2
1,2120.99,52.0,0.0,248.53,0,0,0,1,1,0,2,3,1,3,2,0,5,0,1,3,1,0,3,1,3,3
0,108.94,55.0,0.0,181.23,0,1,4,2,1,0,0,0,0,4,0,2,1,0,2,3,0,4,1,1,0,3
1,1066.31,50.0,1.0,60.59,0,0,1,1,2,0,0,3,1,2,0,1,3,0,0,2,0,1,1,1,0,2
1,1748.28,31.0,0.0,59.65,0,1,0,0,1,3,3,2,2,4,0,1,6,0,0,2,2,3,2,1,1,3
0,69.24,45.0,0.0,54.66,0,1,0,1,0,1,2,3,1,2,0,1,2,1,1,1,1,0,2,0,1,1
0,63.62,26.0,1.0,51.52,0,0,1,1,1,1,0,2,1,1,2,0,1,2,0,0,0,1,0,1,1,5
0,433.75,44.0,0.0,167.35,0,1,1,0,4,1,1,1,2,5,1,0,3,2,1,0,1,3,0,2,0,2
1,872.19,31.0,0.0,180.16,0,1,1,1,0,0,0,0,0,2,0,3,3,1,1,3,0,4,1,0,0,0
0,66.21,30.0,0.0,93.67,0,0,1,1,1,1,1,1,0,2,0,2,5,1,2,1,1,3,1,0,0,3
0,214.29,55.0,0.0,153.91,0,0,0,2,1,1,0,2,0,4,0,1,7,0,1,1,1,2,1,0,3,2
0,27.42,33.0,0.0,27.81,0,2,0,1,1,0,1,3,0,1,1,0,3,1,0,1,1,4,1,1,0,1
0,224.71,31.0,0.0,317.7,0,3,1,0,0,3,0,2,4,2,2,1,3,0,3,1,0,2,2,1,0,1
1,1498.06,47.0,0.0,131.52,0,0,0,1,1,1,2,0,1,1,0,2,1,1,2,6,2,0,0,4,1,4
0,0.15,38.0,1.0,4.28,0,0,0,0,1,2,1,3,2,5,1,0,3,1,1,0,4,3,1,1,0,0
0,15.23,40.0,0.0,21.36,0,0,2,1,5,2,1,6,1,3,1,0,3,2,0,1,0,0,2,0,2,2
0,13.26,47.0,0.0,55.27,0,2,1,2,2,0,3,2,2,3,1,0,1,2,1,5,0,0,0,1,0,1
0,125.87,59.0,0.0,10.52,1,1,1,2,0,1,3,5,1,2,2,4,3,2,0,2,1,4,2,3,1,2
1,1051.01,51.0,0.0,14.2,0,0,0,1,3,0,1,1,2,2,1,2,2,0,0,4,0,1,0,0,0,2
1,1728.42,56.0,0.0,45.72,1,2,3,0,3,3,1,3,0,4,1,0,0,2,0,2,1,2,0,4,2,2
0,22.55,40.0,0.0,76.92,0,1,1,3,2,3,0,2,0,2,0,1,1,2,1,2,0,1,2,1,0,3
0,137.98,31.0,1.0,207.74,1,3,2,2,0,1,0,4,0,3,2,2,3,2,0,1,2,3,1,1,1,2
0,9.6,24.0,0.0,102.9,0,2,2,2,4,1,1,3,2,4,1,1,2,2,0,0,1,5,4,0,2,1
1,1062.58,38.0,0.0,139.79,0,0,2,0,0,2,2,0,0,1,2,1,0,2,2,1,1,4,0,1,0,1
1,1439.48,29.0,0.0,178.02,0,3,1,0,0,1,7,2,0,1,0,1,4,1,0,3,0,1,2,1,2,1
1,1440.16,25.0,0.0,161.17,0,1,0,0,2,0,3,4,0,2,1,0,2,2,2,2,2,0,2,2,1,1
1,1790.75,25.0,0.0,247.32,0,2,0,1,1,1,2,3,5,6,1,1,3,1,1,1,2,2,0,5,0,0
1,1409.69,21.0,0.0,90.78,0,2,3,1,1,3,3,0,1,1,0,2,2,2,0,4,2,3,0,1,0,1
1,1124.58,29.0,0.0,107.05,0,2,3,1,1,1,0,1,0,1,0,1,3,1,1,3,1,1,0,1,0,2
0,32.73,34.0,0.0,102.6,0,1,1,0,2,0,3,2,1,1,1,1,3,2,1,1,4,1,0,1,1,3
0,391.42,33.0,1.0,117.61,0,1,2,0,0,1,2,3,0,5,2,0,1,0,0,0,2,4,2,3,0,2
1,1359.36,38.0,2.0,69.22,0,1,0,1,1,1,1,2,1,2,1,0,1,0,0,0,0,1,2,0,2,4
0,21.25,44.0,0.0,3.49,0,2,0,1,2,1,0,1,1,1,1,2,4,3,1,1,3,1,0,1,1,1
0,7.94,39.0,0.0,42.09,0,0,2,2,2,1,1,1,0,3,1,0,2,2,1,3,0,3,2,0,1,2
0,1.01,51.0,0.0,63.77,0,5,0,0,3,2,5,1,0,8,1,0,0,2,1,3,1,5,2,1,1,0
1,1380.79,36.0,0.0,1.77,0,0,0,1,0,0,2,2,2,3,1,1,2,3,2,2,2,0,1,4,0,2
0,112.36,30.0,0.0,16.72,0,0,1,3,0,1,2,3,0,4,2,2,1,0,1,1,3,1,1,1,1,0
1,1050.01,21.0,1.0,38.14,0,1,1,0,0,0,2,1,0,5,1,1,0,0,2,2,1,2,1,0,2,0
1,1653.05,46.0,0.0,56.1,0,0,2,1,3,0,1,2,1,5,3,1,0,1,2,4,1,3,1,2,0,1
1,1994.11,48.0,2.0,85.5,0,1,0,0,0,1,1,2,1,7,4,0,0,0,1,0,1,3,5,1,3,4
1,2192.47,50.0,0.0,32.91,0,3,1,2,1,0,1,2,3,9,0,1,2,1,0,2,2,1,0,1,2,6
1,1733.17,41.0,1.0,5.56,0,0,2,2,0,2,1,3,1,4,2,2,0,1,0,1,1,2,2,2,0,5
0,287.75,35.0,0.0,198.15,0,1,4,1,1,0,1,1,3,3,1,1,2,0,3,1,1,3,1,1,1,3
0,59.81,20.0,0.0,123.15,0,1,2,0,1,0,0,2,0,4,0,1,1,1,1,2,1,0,1,0,1,2
1,819.72,77.0,0.0,188.81,0,1,0,1,2,3,0,2,1,3,0,0,0,1,0,1,0,1,0,3,0,1
1,1191.66,48.0,0.0,15.43,0,4,0,0,1,1,1,4,0,3,0,2,2,0,0,1,2,0,0,1,1,3
1,785.5,44.0,0.0,320.24,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,2,1,1,1,3,0,3
1,1539.66,43.0,0.0,97.0,1,1,3,1,1,0,1,4,1,3,0,1,4,1,0,2,2,3,1,1,0,1
0,87.23,39.0,0.0,62.28,0,1,1,0,0,2,1,4,0,3,0,1,2,2,0,3,2,1,1,2,1,1
1,788.69,35.0,0.0,9.4,0,0,1,0,0,1,1,3,0,2,1,1,0,1,0,0,0,1,1,1,1,1
0,17.77,53.0,0.0,0.99,0,2,0,5,1,0,1,1,1,4,2,4,5,1,3,0,2,2,2,2,2,3
0,67.32,30.0,1.0,27.55,0,0,1,2,0,2,3,2,0,1,3,1,2,2,0,1,3,3,2,1,0,1
0,55.55,26.0,0.0,123.87,0,3,2,0,1,1,1,2,1,3,1,0,0,2,1,1,0,2,1,1,1,5
0,56.98,55.0,1.0,163.2,0,1,2,0,0,0,1,4,1,3,2,0,2,1,4,1,0,1,1,0,0,3
1,1248.73,28.0,0.0,19.49,0,0,1,2,0,0,2,1,0,2,0,0,2,1,1,3,3,1,2,0,0,2
