age,income,credit_score,prime_elegible,prime_card,pv,tau,categ
38.8,10191.0,333.0,0,0,4101.69,700.0,complier
42.9,2748.0,476.0,0,0,1552.38,700.0,complier
36.2,8366.0,340.0,0,0,4031.53,700.0000000000005,complier
41.8,5356.0,80.0,0,0,3201.87,200.0,never-taker
43.9,6191.0,10.0,0,0,3295.24,200.0,never-taker
49.0,9007.0,363.0,0,0,4497.73,700.0,complier
48.2,1185.0,466.0,0,0,556.37,699.9999999999999,complier
48.6,12813.0,26.0,1,0,6398.81,200.0,never-taker
39.9,1455.0,240.0,1,1,1488.9299999999998,699.9999999999999,complier
41.0,1602.0,304.0,0,0,694.47,700.0,complier
35.3,809.0,98.0,0,0,763.17,200.0,never-taker
39.1,2770.0,72.0,0,0,1325.34,200.0,never-taker
36.2,2681.0,54.0,1,0,1280.99,200.0,never-taker
43.5,5221.0,16.0,1,0,2348.54,200.0,never-taker
39.2,8261.0,240.0,0,0,3914.15,199.99999999999955,never-taker
37.6,1271.0,165.0,0,0,1527.86,200.0,never-taker
40.6,1445.0,462.0,0,0,1081.67,700.0,complier
37.3,1954.0,425.0,1,1,2758.9,700.0,complier
43.2,3920.0,3.0,1,0,2267.32,200.0,never-taker
43.1,16916.0,128.0,0,0,7394.2,200.0,never-taker
40.7,5913.0,127.0,0,0,3459.36,200.0,never-taker
39.1,7840.0,730.0,0,0,3579.17,700.0,complier
36.6,3250.0,623.0,1,1,2310.9,700.0,complier
44.2,4894.0,733.0,1,1,3145.98,700.0,complier
42.9,3172.0,353.0,0,0,2051.02,700.0,complier
43.9,1639.0,473.0,0,0,1813.49,699.9999999999998,complier
40.8,5055.0,169.0,1,0,1935.74,199.99999999999977,never-taker
41.1,9574.0,403.0,0,0,4455.43,700.0,complier
47.8,2246.0,231.0,1,0,1928.84,200.00000000000023,never-taker
39.6,3141.0,292.0,1,0,2453.45,200.0,never-taker
40.7,10661.0,220.0,0,0,4925.15,700.0,complier
45.0,3598.0,54.0,0,0,1715.63,200.0,never-taker
43.2,2225.0,19.0,1,0,2026.35,200.0,never-taker
33.8,6055.0,493.0,1,1,3228.93,700.0,complier
35.2,3076.0,565.0,0,0,1893.88,700.0,complier
39.4,6900.0,47.0,1,0,3631.34,200.0,never-taker
45.6,8564.0,382.0,0,0,3674.11,700.0000000000005,complier
44.7,9181.0,26.0,1,0,4256.42,200.0,never-taker
44.1,1246.0,93.0,1,0,361.38,200.0,never-taker
44.5,3435.0,717.0,1,1,2851.72,700.0,complier
38.1,1631.0,374.0,1,1,1985.13,700.0,complier
44.4,2117.0,231.0,0,0,1743.03,200.0,never-taker
38.3,6778.0,315.0,1,1,4411.55,700.0,complier
45.8,1291.0,37.0,1,0,1238.55,200.0,never-taker
40.0,2122.0,372.0,1,1,1438.7,700.0,complier
43.1,4273.0,183.0,0,0,2115.84,700.0,complier
34.5,3159.0,88.0,0,0,1729.39,200.0,never-taker
36.6,1622.0,363.0,1,1,1584.5,700.0,complier
46.4,2746.0,173.0,1,0,1413.43,200.0,never-taker
44.8,11277.0,128.0,1,0,5686.75,200.0,never-taker
37.1,1939.0,15.0,0,0,1346.27,200.0,never-taker
47.1,2103.0,377.0,0,0,1649.62,700.0,complier
37.6,1719.0,123.0,1,0,1126.27,200.0,never-taker
42.1,1490.0,349.0,0,0,1090.01,700.0,complier
40.1,3359.0,353.0,0,0,2133.45,700.0,complier
38.3,5658.0,106.0,0,0,3053.08,200.0,never-taker
46.7,5464.0,266.0,1,0,2843.21,200.0,never-taker
48.7,20306.0,479.0,1,1,9074.9,700.0,complier
42.7,1232.0,5.0,0,0,964.81,200.0,never-taker
48.1,4681.0,298.0,1,0,2794.6,200.0,never-taker
40.9,2548.0,194.0,0,0,1945.4,200.0,never-taker
42.4,9549.0,124.0,0,0,4569.3,200.0,never-taker
42.5,3060.0,59.0,0,0,1281.92,200.0,never-taker
37.4,18315.0,48.0,1,0,8081.37,199.9999999999991,never-taker
44.0,3127.0,442.0,1,1,2942.81,700.0,complier
44.8,815.0,212.0,0,0,542.11,700.0000000000001,complier
41.3,2107.0,231.0,0,0,1768.92,200.0,never-taker
35.2,3109.0,258.0,0,0,2130.53,200.0,never-taker
43.5,14869.0,76.0,0,0,6982.19,200.0,never-taker
35.9,6824.0,241.0,1,0,3314.98,200.0,never-taker
38.8,1197.0,176.0,1,0,1265.65,200.0,never-taker
42.5,1754.0,156.0,0,0,949.3,200.0,never-taker
38.9,9196.0,440.0,1,1,4875.93,700.0,complier
43.0,8151.0,176.0,1,0,3806.97,200.0,never-taker
41.1,4768.0,795.0,0,0,3271.12,700.0,complier
35.5,835.0,352.0,1,1,1713.21,700.0,complier
42.7,2849.0,264.0,1,1,2088.95,699.9999999999998,complier
44.3,1212.0,100.0,0,0,1394.78,200.0,never-taker
46.0,6792.0,323.0,1,1,3726.82,700.0,complier
40.5,868.0,498.0,1,1,1373.46,700.0,complier
41.8,3444.0,38.0,0,0,1790.47,200.0,never-taker
36.0,3811.0,23.0,1,0,1786.6,200.0,never-taker
49.9,5788.0,454.0,1,1,4016.77,700.0,complier
48.0,4862.0,222.0,1,0,3028.87,200.0,never-taker
41.9,3690.0,449.0,0,0,2355.81,700.0,complier
41.5,1601.0,108.0,0,0,1553.47,200.0,never-taker
30.3,1034.0,253.0,1,0,1588.35,200.0,never-taker
46.1,3555.0,118.0,1,0,1723.89,200.0,never-taker
44.3,11168.0,324.0,1,1,5936.66,700.0,complier
45.3,16481.0,504.0,1,1,7598.8,700.0,complier
40.4,7685.0,732.0,0,0,4041.44,700.0000000000005,complier
40.1,587.0,399.0,0,0,601.5,700.0,complier
37.1,2365.0,613.0,1,1,2439.5699999999997,699.9999999999998,complier
45.1,16418.0,75.0,1,0,7519.99,200.0,never-taker
47.0,4539.0,338.0,1,1,3057.86,700.0,complier
46.5,2886.0,560.0,0,0,2278.11,700.0,complier
42.7,7075.0,66.0,0,0,3449.71,200.0,never-taker
40.7,8317.0,285.0,0,0,4687.82,200.0,never-taker
37.8,1194.0,168.0,0,0,1301.16,200.0,never-taker
39.2,5512.0,5.0,0,0,2704.55,200.0,never-taker
43.9,3007.0,711.0,0,0,1954.39,700.0000000000002,complier
40.9,7226.0,23.0,1,0,3066.3,200.0,never-taker
48.6,1905.0,181.0,1,0,1563.94,200.0,never-taker
46.6,5548.0,212.0,1,1,3511.76,700.0,complier
39.6,2170.0,236.0,0,0,1877.13,200.0,never-taker
37.1,5801.0,235.0,0,0,3255.67,200.0,never-taker
39.8,17111.0,119.0,0,0,7533.84,200.0,never-taker
46.3,4952.0,145.0,1,0,2614.05,200.0,never-taker
39.9,17348.0,174.0,0,0,7772.99,200.0,never-taker
44.2,4869.0,216.0,1,0,3056.75,200.0,never-taker
39.7,2705.0,417.0,1,1,2371.6400000000003,700.0000000000002,complier
43.4,5271.0,24.0,1,0,2411.41,200.0,never-taker
44.1,16479.0,33.0,1,0,7578.32,200.0,never-taker
45.9,1902.0,55.0,1,0,1779.46,200.0,never-taker
47.7,1317.0,416.0,1,1,1756.75,700.0,complier
47.2,7299.0,460.0,1,1,3872.77,700.0,complier
39.9,3355.0,108.0,1,0,1440.84,200.0,never-taker
41.4,4643.0,704.0,0,0,2275.99,700.0,complier
37.3,3571.0,116.0,1,0,1527.96,200.0,never-taker
41.1,3786.0,572.0,0,0,2133.92,700.0,complier
42.1,4664.0,284.0,0,0,2083.14,700.0,complier
40.4,2028.0,274.0,1,1,1740.9,700.0,complier
40.0,678.0,402.0,1,1,1917.53,700.0,complier
46.1,4487.0,381.0,1,1,3230.96,700.0,complier
45.6,2549.0,5.0,0,0,1929.07,199.99999999999977,never-taker
43.6,2919.0,59.0,1,0,2045.84,200.00000000000023,never-taker
36.9,504.0,308.0,0,0,1218.94,700.0,complier
42.8,18436.0,3.0,0,0,8669.22,200.0,never-taker
40.5,1220.0,44.0,0,0,1334.63,200.0,never-taker
47.3,978.0,9.0,1,0,1535.27,200.0,never-taker
34.8,5681.0,690.0,1,1,3394.19,700.0,complier
39.8,648.0,431.0,1,1,1919.65,700.0,complier
39.7,836.0,5.0,0,0,834.51,200.0,never-taker
40.1,12173.0,157.0,0,0,5452.87,200.0,never-taker
45.8,6140.0,884.0,0,0,3519.46,700.0,complier
32.6,4871.0,130.0,0,0,2343.19,200.0,never-taker
41.2,18880.0,447.0,1,1,8516.95,700.0000000000009,complier
45.4,728.0,49.0,0,0,771.89,200.0,never-taker
45.9,941.0,348.0,1,1,1487.28,700.0,complier
39.8,12355.0,531.0,1,1,6497.97,700.0,complier
39.3,868.0,106.0,0,0,777.31,200.0,never-taker
43.4,9577.0,13.0,0,0,4296.8,200.0,never-taker
42.6,1076.0,523.0,0,0,1032.92,700.0,complier
42.3,5746.0,309.0,1,1,3781.97,700.0,complier
26.8,1803.0,667.0,0,0,1313.47,700.0,complier
37.5,1347.0,51.0,0,0,1251.07,200.0,never-taker
38.5,762.0,44.0,1,0,1005.54,200.0,never-taker
44.6,693.0,653.0,1,1,1959.16,700.0,complier
36.2,1604.0,162.0,0,0,1350.24,200.0,never-taker
37.8,758.0,125.0,0,0,367.98,200.0,never-taker
41.4,4918.0,458.0,0,0,2423.09,700.0,complier
36.8,3265.0,641.0,0,0,1297.33,700.0,complier
44.6,2376.0,206.0,0,0,1173.49,700.0,complier
40.4,13198.0,132.0,0,0,5949.72,200.0,never-taker
49.3,9758.0,204.0,0,0,4719.38,200.0,never-taker
39.5,4875.0,283.0,0,0,1578.28,699.9999999999998,complier
39.7,2795.0,87.0,1,0,1425.44,200.0,never-taker
45.2,8543.0,81.0,1,0,4289.98,200.0,never-taker
39.4,3061.0,138.0,0,0,2277.68,200.0,never-taker
48.0,1862.0,457.0,1,1,2087.34,700.0000000000002,complier
43.9,2924.0,54.0,1,0,1843.46,200.0,never-taker
40.8,2607.0,362.0,1,1,2396.1099999999997,699.9999999999998,complier
41.4,1282.0,14.0,1,0,1471.97,200.0,never-taker
53.4,13719.0,354.0,1,1,6959.66,700.0,complier
44.0,5436.0,3.0,1,0,3244.71,200.0,never-taker
42.6,862.0,338.0,0,0,1267.41,700.0,complier
41.5,744.0,4.0,1,0,303.83,200.0,never-taker
46.1,3917.0,136.0,1,0,2273.03,200.0,never-taker
35.9,12933.0,88.0,0,0,5899.53,200.0,never-taker
41.3,2638.0,67.0,0,0,1742.74,200.0,never-taker
30.7,1228.0,104.0,0,0,615.58,200.0,never-taker
39.9,7961.0,21.0,0,0,3128.5,200.0,never-taker
45.4,2408.0,144.0,1,0,1796.96,200.0,never-taker
47.5,2316.0,549.0,0,0,1600.77,700.0,complier
44.4,3686.0,357.0,0,0,2488.37,700.0,complier
44.6,3487.0,12.0,1,0,1490.43,200.0,never-taker
35.1,2440.0,158.0,1,0,1733.08,200.0,never-taker
39.3,1727.0,853.0,1,1,2210.55,700.0000000000002,complier
47.9,1205.0,205.0,0,0,857.16,199.9999999999999,never-taker
39.9,667.0,99.0,0,0,584.06,200.0,never-taker
41.5,1676.0,318.0,0,0,1409.38,700.0,complier
38.8,5255.0,497.0,1,1,2908.44,700.0,complier
38.3,1117.0,396.0,1,1,1883.13,700.0,complier
40.1,12094.0,506.0,1,1,6456.07,700.0,complier
39.4,6554.0,148.0,0,0,2871.4,200.0,never-taker
45.8,19391.0,93.0,1,0,8688.51,200.0,never-taker
42.9,7779.0,431.0,1,1,4758.58,700.0,complier
46.1,6761.0,56.0,1,0,3532.49,200.0,never-taker
36.5,3792.0,170.0,0,0,1972.19,200.0,never-taker
46.9,5738.0,392.0,1,1,3651.69,700.0,complier
42.1,3639.0,144.0,1,0,2608.49,200.0,never-taker
49.4,2070.0,173.0,1,0,941.58,199.9999999999999,never-taker
41.8,2829.0,315.0,1,1,3032.07,700.0,complier
36.0,7178.0,48.0,0,0,3066.72,200.0,never-taker
47.1,4212.0,78.0,1,0,2424.12,200.0,never-taker
41.5,10672.0,38.0,1,0,4464.21,200.0,never-taker
33.4,4258.0,567.0,1,1,2591.75,700.0,complier
42.6,3997.0,559.0,0,0,2156.56,700.0,complier
42.9,11765.0,196.0,0,0,5992.54,200.0,never-taker
46.3,1690.0,266.0,0,0,1245.87,700.0,complier
27.7,5517.0,85.0,1,0,3107.92,200.0,never-taker
46.6,4655.0,196.0,0,0,1813.05,700.0000000000002,complier
40.1,5142.0,328.0,1,1,3429.36,700.0,complier
49.7,13933.0,155.0,1,0,5901.63,200.0,never-taker
35.1,1445.0,71.0,1,0,917.42,200.0000000000001,never-taker
44.2,2868.0,174.0,1,0,1620.37,200.0,never-taker
43.6,4156.0,155.0,1,0,2357.08,200.0,never-taker
40.3,4262.0,63.0,1,0,1707.34,200.0,never-taker
38.9,2293.0,91.0,1,0,2050.12,200.0,never-taker
40.5,2892.0,772.0,0,0,1420.81,700.0,complier
40.6,22557.0,280.0,1,1,10403.35,700.0,complier
37.0,9211.0,100.0,0,0,4474.59,200.0,never-taker
46.0,15934.0,20.0,0,0,6554.78,200.0,never-taker
37.6,5805.0,72.0,1,0,3409.2,200.0,never-taker
46.1,824.0,88.0,0,0,955.44,200.0,never-taker
34.8,1559.0,162.0,0,0,862.54,700.0,complier
41.3,9863.0,396.0,0,0,4730.49,700.0,complier
41.4,2654.0,140.0,1,0,1078.89,200.0,never-taker
41.9,2773.0,204.0,0,0,2204.36,200.0,never-taker
45.8,601.0,5.0,1,0,506.3,199.99999999999994,never-taker
41.2,4803.0,102.0,0,0,2807.29,200.0,never-taker
40.2,8792.0,116.0,0,0,4229.15,200.0,never-taker
41.2,6164.0,394.0,0,0,2700.05,700.0,complier
45.9,14205.0,103.0,0,0,6608.29,200.0,never-taker
37.2,869.0,19.0,1,0,1359.48,200.0,never-taker
37.9,6393.0,208.0,0,0,2635.08,700.0,complier
34.2,6621.0,116.0,0,0,3402.9,200.0,never-taker
50.1,2845.0,27.0,0,0,2126.57,200.0,never-taker
37.4,1835.0,404.0,1,1,1838.36,700.0,complier
34.5,2346.0,201.0,0,0,1879.45,199.99999999999977,never-taker
38.8,2163.0,351.0,1,1,2916.15,700.0,complier
39.6,1191.0,178.0,0,0,690.55,700.0,complier
47.9,2185.0,137.0,0,0,1373.78,200.0,never-taker
40.1,9025.0,315.0,0,0,4726.76,700.0,complier
43.2,2199.0,334.0,0,0,1620.41,699.9999999999998,complier
34.8,1596.0,66.0,0,0,419.55,199.99999999999994,never-taker
42.8,6732.0,85.0,1,0,3219.9,200.0,never-taker
35.4,868.0,173.0,0,0,1074.45,700.0,complier
40.7,2242.0,97.0,0,0,1041.81,200.0,never-taker
39.0,585.0,311.0,0,0,461.65,700.0000000000001,complier
42.2,3481.0,150.0,0,0,1758.6,200.0,never-taker
44.5,3723.0,38.0,0,0,2208.25,200.0,never-taker
36.7,2327.0,191.0,1,0,2052.98,200.0,never-taker
37.5,8859.0,15.0,0,0,4046.59,200.0,never-taker
42.8,5545.0,11.0,1,0,3409.45,200.0,never-taker
44.7,5100.0,527.0,1,1,3194.45,700.0,complier
47.7,3063.0,223.0,0,0,1945.87,200.0,never-taker
40.1,14660.0,316.0,0,0,5865.37,700.0,complier
36.0,2562.0,323.0,1,1,2623.45,699.9999999999998,complier
42.7,1846.0,360.0,0,0,1300.52,700.0,complier
38.8,1996.0,21.0,0,0,1399.19,200.0,never-taker
38.3,927.0,14.0,1,0,997.37,199.9999999999999,never-taker
47.6,5902.0,223.0,1,0,2966.47,200.0,never-taker
44.5,10211.0,254.0,1,1,5437.86,700.0,complier
39.1,3079.0,460.0,0,0,1757.97,700.0000000000002,complier
41.9,3365.0,285.0,0,0,2208.29,200.0,never-taker
41.7,4681.0,257.0,0,0,2471.48,200.0,never-taker
42.7,5705.0,305.0,0,0,2487.29,700.0,complier
40.4,6497.0,343.0,1,1,4394.68,700.0000000000005,complier
34.4,3624.0,252.0,0,0,2127.91,700.0,complier
38.1,6778.0,848.0,0,0,3108.05,700.0,complier
39.9,1109.0,156.0,1,0,692.51,200.0,never-taker
42.1,6665.0,347.0,0,0,3377.43,700.0,complier
37.7,1359.0,3.0,0,0,910.89,199.9999999999999,never-taker
42.7,4378.0,142.0,0,0,2114.46,200.0,never-taker
40.5,704.0,317.0,1,0,1227.86,200.0,never-taker
39.0,1883.0,16.0,1,0,2097.1,200.0,never-taker
36.9,8946.0,661.0,1,1,4691.58,700.0,complier
43.8,1378.0,3.0,1,0,879.78,200.0,never-taker
43.7,2262.0,44.0,0,0,1622.45,200.0,never-taker
45.2,20308.0,46.0,1,0,9366.06,200.0,never-taker
44.2,917.0,33.0,0,0,969.95,200.0,never-taker
44.5,11609.0,283.0,1,0,5741.54,200.0,never-taker
43.5,1116.0,125.0,0,0,575.62,200.0,never-taker
35.0,5793.0,264.0,1,0,3327.53,200.0,never-taker
40.9,619.0,601.0,0,0,859.96,700.0,complier
36.3,5122.0,513.0,1,1,3278.43,700.0,complier
47.5,2915.0,154.0,0,0,883.38,200.0000000000001,never-taker
41.9,2401.0,335.0,0,0,1501.49,699.9999999999998,complier
47.1,1174.0,294.0,0,0,1117.04,200.0,never-taker
37.9,5005.0,355.0,0,0,2958.83,700.0,complier
41.6,10982.0,572.0,0,0,4850.69,700.0,complier
43.1,2694.0,349.0,0,0,1732.48,700.0,complier
40.7,1411.0,317.0,1,1,2210.54,700.0,complier
42.8,1300.0,164.0,0,0,564.03,200.0,never-taker
47.9,5632.0,249.0,1,0,2699.21,200.0,never-taker
37.9,14018.0,288.0,0,0,6475.32,700.0,complier
31.4,4820.0,26.0,1,0,1962.73,200.0,never-taker
48.4,934.0,591.0,1,1,2177.44,700.0,complier
38.8,10274.0,59.0,1,0,4478.09,200.0,never-taker
46.5,1577.0,597.0,1,1,2170.58,700.0,complier
44.6,6078.0,248.0,0,0,3753.76,200.0,never-taker
41.1,3524.0,39.0,0,0,2429.62,200.0,never-taker
43.5,5266.0,195.0,0,0,2522.04,200.0,never-taker
37.4,1207.0,70.0,0,0,1445.04,200.0,never-taker
42.3,4699.0,75.0,0,0,2269.12,200.0,never-taker
44.4,1020.0,14.0,1,0,1584.44,200.0,never-taker
38.9,665.0,172.0,0,0,668.82,200.0,never-taker
40.5,6172.0,286.0,1,1,3267.45,700.0,complier
43.3,3938.0,63.0,1,0,2270.43,200.0,never-taker
47.3,1945.0,82.0,0,0,1115.49,200.0,never-taker
42.0,8526.0,46.0,1,0,4456.54,200.0,never-taker
40.3,514.0,294.0,0,0,552.88,700.0000000000001,complier
41.4,3274.0,47.0,1,0,1601.16,200.0,never-taker
46.6,1196.0,131.0,0,0,1361.61,200.0,never-taker
39.4,6927.0,825.0,0,0,3518.18,700.0000000000005,complier
40.8,4296.0,376.0,0,0,2723.24,700.0,complier
39.5,2329.0,614.0,0,0,2047.03,699.9999999999998,complier
41.2,1360.0,511.0,1,1,2405.8,700.0000000000002,complier
42.9,576.0,95.0,0,0,1295.15,200.0,never-taker
46.1,5864.0,500.0,0,0,3085.05,700.0,complier
33.5,3046.0,387.0,0,0,1599.97,700.0000000000002,complier
44.2,6288.0,434.0,1,1,3109.89,700.0,complier
38.4,3855.0,87.0,1,0,2662.33,200.0,never-taker
44.4,3735.0,279.0,1,0,2596.71,200.0,never-taker
47.0,25959.0,108.0,1,0,11155.41,200.0,never-taker
46.0,13797.0,430.0,1,1,7452.53,700.0,complier
42.6,8779.0,723.0,0,0,4042.85,700.0000000000005,complier
45.3,2116.0,743.0,0,0,1365.29,700.0,complier
38.2,13346.0,52.0,1,0,5206.98,200.0,never-taker
41.7,7365.0,631.0,1,1,4007.18,700.0,complier
48.1,6972.0,44.0,0,0,3161.87,200.0,never-taker
38.8,6802.0,66.0,1,0,2838.69,200.0,never-taker
42.8,12999.0,215.0,0,0,5918.75,200.0,never-taker
40.5,6090.0,145.0,1,0,2747.17,200.0,never-taker
41.2,5044.0,30.0,0,0,2608.57,200.0,never-taker
43.6,16534.0,540.0,0,0,7367.09,700.0,complier
40.9,5322.0,101.0,1,0,2475.77,200.0,never-taker
42.0,2309.0,518.0,1,1,2442.51,700.0000000000002,complier
40.0,4213.0,466.0,0,0,1811.38,700.0,complier
34.7,9345.0,9.0,0,0,4781.0,200.0,never-taker
42.8,6844.0,189.0,0,0,2886.86,700.0,complier
43.8,2987.0,727.0,1,1,2414.56,700.0,complier
47.5,970.0,417.0,0,0,932.77,700.0,complier
41.5,6904.0,97.0,0,0,3088.12,200.0,never-taker
36.4,5862.0,431.0,0,0,3309.81,700.0,complier
39.0,13250.0,44.0,1,0,6219.79,200.0,never-taker
44.2,724.0,235.0,0,0,1500.86,200.0,never-taker
41.7,13280.0,114.0,0,0,6141.9,200.0,never-taker
43.1,8031.0,14.0,1,0,3456.26,200.0,never-taker
40.6,4577.0,71.0,0,0,2372.24,200.0,never-taker
49.5,3173.0,178.0,0,0,2369.27,200.0,never-taker
48.9,17967.0,434.0,1,1,8553.85,700.0,complier
38.3,12198.0,302.0,0,0,5538.07,700.0,complier
45.6,1908.0,173.0,0,0,1653.87,200.0,never-taker
43.2,8178.0,99.0,0,0,3514.7,200.0,never-taker
42.1,12297.0,258.0,1,0,5941.54,200.0,never-taker
38.6,9291.0,200.0,1,0,4395.99,200.0,never-taker
48.5,3587.0,347.0,0,0,2414.7,700.0,complier
46.7,3302.0,512.0,1,1,3360.1,700.0,complier
36.2,1447.0,326.0,0,0,1584.06,700.0,complier
47.5,1673.0,226.0,0,0,1255.12,200.0,never-taker
41.8,5217.0,368.0,0,0,2533.37,700.0,complier
39.6,4739.0,399.0,0,0,2226.18,700.0,complier
38.1,2259.0,54.0,1,0,1701.11,200.0,never-taker
45.8,9283.0,91.0,1,0,4286.28,200.0,never-taker
43.6,2918.0,49.0,1,0,2162.95,200.0,never-taker
38.5,3638.0,115.0,1,0,1761.32,200.0,never-taker
38.8,2872.0,104.0,0,0,1948.64,200.00000000000023,never-taker
40.4,2763.0,200.0,0,0,1500.44,200.0,never-taker
39.9,1517.0,130.0,1,0,977.0,200.0,never-taker
44.1,11042.0,8.0,1,0,4920.65,200.0,never-taker
43.5,851.0,345.0,0,0,1096.64,700.0,complier
39.5,4111.0,713.0,0,0,2193.6,700.0,complier
35.4,4454.0,567.0,0,0,2850.11,700.0,complier
36.7,793.0,139.0,1,0,172.55,200.0,never-taker
45.5,7962.0,574.0,0,0,3535.37,700.0,complier
38.0,2683.0,191.0,0,0,1627.56,700.0,complier
42.4,9641.0,144.0,1,0,4822.69,200.0,never-taker
34.9,1147.0,610.0,0,0,1458.92,700.0,complier
43.6,1514.0,31.0,0,0,1224.84,200.0,never-taker
49.7,4865.0,551.0,0,0,3433.95,700.0,complier
36.7,4597.0,563.0,1,1,3240.5,700.0,complier
44.2,787.0,220.0,0,0,971.77,200.0,never-taker
43.1,7710.0,678.0,0,0,3465.53,700.0000000000005,complier
45.7,2372.0,252.0,1,0,2031.05,200.00000000000023,never-taker
41.5,1878.0,56.0,0,0,1461.59,200.0,never-taker
43.1,1810.0,97.0,1,0,1017.95,200.0,never-taker
42.7,10378.0,367.0,1,1,5219.16,700.0,complier
44.3,2091.0,327.0,1,0,1892.53,199.99999999999977,never-taker
38.6,4804.0,113.0,1,0,2328.52,200.0,never-taker
42.8,4787.0,217.0,0,0,2619.18,200.0,never-taker
45.2,741.0,328.0,1,1,1866.06,700.0,complier
46.7,1619.0,225.0,1,1,1424.79,700.0,complier
44.0,1116.0,132.0,1,0,1268.8,200.0,never-taker
37.5,2769.0,726.0,0,0,1702.93,700.0000000000002,complier
35.8,9945.0,120.0,1,0,4491.42,200.0,never-taker
43.6,1060.0,241.0,0,0,922.7,700.0,complier
38.0,1341.0,424.0,0,0,1065.59,700.0,complier
45.4,3818.0,70.0,1,0,2062.87,200.0,never-taker
40.8,5166.0,196.0,1,0,2575.56,200.0,never-taker
46.0,8547.0,494.0,1,1,4371.110000000001,700.0000000000005,complier
50.5,2187.0,62.0,1,0,1488.48,200.0,never-taker
41.8,3495.0,101.0,0,0,2236.57,200.0,never-taker
41.5,5911.0,190.0,1,0,3519.92,200.0,never-taker
46.1,1537.0,141.0,1,0,1357.0,200.0,never-taker
46.3,10606.0,318.0,1,1,6038.43,700.0,complier
48.8,6013.0,162.0,0,0,2561.45,200.0,never-taker
42.8,13137.0,108.0,0,0,6086.23,200.0,never-taker
39.5,6062.0,159.0,0,0,3421.2,200.0,never-taker
42.0,5421.0,15.0,0,0,3110.86,200.0,never-taker
39.5,1960.0,698.0,1,1,2072.8,700.0000000000002,complier
43.0,2651.0,212.0,0,0,997.45,700.0,complier
38.5,14558.0,153.0,0,0,6753.31,200.0,never-taker
45.6,1851.0,195.0,1,1,1508.02,700.0,complier
44.8,1395.0,92.0,1,0,1329.2,200.0,never-taker
42.6,2429.0,41.0,1,0,2038.04,200.0,never-taker
42.1,546.0,151.0,0,0,753.93,200.0,never-taker
41.2,7556.0,358.0,0,0,3805.14,699.9999999999995,complier
47.2,693.0,305.0,0,0,736.11,700.0000000000001,complier
46.7,5914.0,29.0,0,0,2428.69,200.0,never-taker
42.6,5670.0,30.0,1,0,3272.08,200.0,never-taker
38.6,1869.0,2.0,0,0,1591.44,200.0,never-taker
37.3,4173.0,383.0,1,1,2843.93,700.0,complier
43.2,10308.0,163.0,1,0,5401.62,200.0,never-taker
39.4,3303.0,286.0,1,1,2928.13,700.0,complier
43.9,1392.0,320.0,1,1,1837.76,700.0,complier
40.5,1009.0,376.0,1,1,1532.7,700.0,complier
45.1,4178.0,409.0,0,0,2575.0,700.0,complier
42.8,4042.0,40.0,0,0,1740.14,200.0,never-taker
46.0,5951.0,800.0,0,0,2973.23,700.0,complier
33.1,832.0,162.0,0,0,1005.58,199.9999999999999,never-taker
41.1,20724.0,553.0,0,0,9443.35,700.0,complier
50.9,2275.0,156.0,1,0,2024.85,200.0,never-taker
32.0,10331.0,154.0,1,0,4776.06,200.0,never-taker
45.4,893.0,238.0,1,0,1669.88,200.0,never-taker
43.7,10251.0,189.0,1,0,4906.38,200.0,never-taker
47.1,1834.0,533.0,0,0,1225.46,700.0,complier
41.3,3811.0,403.0,1,1,2598.21,700.0,complier
46.8,3510.0,114.0,1,0,2875.87,200.0,never-taker
46.9,842.0,143.0,0,0,888.37,199.9999999999999,never-taker
42.8,1255.0,519.0,0,0,908.02,700.0,complier
37.3,1966.0,543.0,1,1,1700.05,700.0,complier
45.7,9052.0,49.0,0,0,4646.75,200.0,never-taker
38.1,7679.0,110.0,0,0,4508.0,200.0,never-taker
41.5,11027.0,57.0,0,0,5529.28,200.0,never-taker
45.8,2409.0,121.0,1,0,1489.92,200.0,never-taker
46.4,17472.0,157.0,1,0,7033.95,200.0,never-taker
40.6,13649.0,11.0,1,0,5495.88,200.0,never-taker
44.5,3816.0,30.0,0,0,2294.39,200.0,never-taker
35.8,10702.0,22.0,1,0,5118.21,200.0,never-taker
40.1,3360.0,301.0,0,0,2394.29,200.0,never-taker
47.9,5911.0,368.0,0,0,2946.31,700.0,complier
47.4,4723.0,26.0,1,0,2897.23,200.0,never-taker
44.7,3944.0,169.0,0,0,1940.23,200.0,never-taker
41.4,8050.0,338.0,0,0,4260.08,700.0,complier
45.4,9121.0,183.0,1,0,4702.95,200.0,never-taker
41.9,1536.0,44.0,0,0,648.89,200.0,never-taker
42.7,9656.0,570.0,0,0,4179.27,700.0,complier
42.4,13702.0,110.0,1,0,6275.41,200.0,never-taker
38.9,529.0,305.0,0,0,1042.46,700.0,complier
44.9,4639.0,163.0,1,0,2380.47,200.0,never-taker
37.7,1493.0,534.0,0,0,935.68,699.9999999999999,complier
45.1,9982.0,80.0,1,0,4105.54,200.0,never-taker
38.2,1212.0,317.0,0,0,870.0,700.0,complier
39.1,10462.0,535.0,1,1,5037.74,700.0,complier
30.6,1918.0,232.0,1,1,1268.0,700.0,complier
41.4,5550.0,148.0,0,0,3233.8,200.0,never-taker
