date,city,region,cohort,treated,tau,downloads,post
2021-05-22,54,W,2021-05-15,1,3.761211668107336,32.0,1
2021-05-23,54,W,2021-05-15,1,3.761211668107336,33.0,1
2021-05-24,54,W,2021-05-15,1,3.761211668107336,34.0,1
2021-05-25,54,W,2021-05-15,1,3.761211668107336,36.0,1
2021-05-26,54,W,2021-05-15,1,3.761211668107336,33.0,1
2021-05-27,54,W,2021-05-15,1,3.761211668107336,33.0,1
2021-05-28,54,W,2021-05-15,1,3.761211668107336,34.0,1
2021-05-29,54,W,2021-05-15,1,3.761211668107336,36.0,1
2021-05-30,54,W,2021-05-15,1,3.761211668107336,35.0,1
2021-05-31,54,W,2021-05-15,1,3.761211668107336,36.0,1
2021-06-01,54,W,2021-05-15,1,3.761211668107336,35.0,1
2021-06-02,54,W,2021-05-15,1,3.761211668107336,36.0,1
2021-06-03,54,W,2021-05-15,1,3.761211668107336,36.0,1
2021-06-04,54,W,2021-05-15,1,3.761211668107336,37.0,1
2021-06-05,54,W,2021-05-15,1,3.761211668107336,36.0,1
2021-06-06,54,W,2021-05-15,1,3.761211668107336,36.0,1
2021-06-07,54,W,2021-05-15,1,3.761211668107336,36.0,1
2021-06-08,54,W,2021-05-15,1,3.761211668107336,36.0,1
2021-06-09,54,W,2021-05-15,1,3.761211668107336,38.0,1
2021-06-10,54,W,2021-05-15,1,3.761211668107336,36.0,1
2021-06-11,54,W,2021-05-15,1,3.761211668107336,36.0,1
2021-06-12,54,W,2021-05-15,1,3.761211668107336,37.0,1
2021-06-13,54,W,2021-05-15,1,3.761211668107336,36.0,1
2021-06-14,54,W,2021-05-15,1,3.761211668107336,38.0,1
2021-06-15,54,W,2021-05-15,1,3.761211668107336,39.0,1
2021-06-16,54,W,2021-05-15,1,3.761211668107336,37.0,1
2021-06-17,54,W,2021-05-15,1,3.761211668107336,39.0,1
2021-06-18,54,W,2021-05-15,1,3.761211668107336,38.0,1
2021-06-19,54,W,2021-05-15,1,3.761211668107336,39.0,1
2021-06-20,54,W,2021-05-15,1,3.761211668107336,39.0,1
2021-06-21,54,W,2021-05-15,1,3.761211668107336,39.0,1
2021-06-22,54,W,2021-05-15,1,3.761211668107336,40.0,1
2021-06-23,54,W,2021-05-15,1,3.761211668107336,39.0,1
2021-06-24,54,W,2021-05-15,1,3.761211668107336,40.0,1
2021-06-25,54,W,2021-05-15,1,3.761211668107336,39.0,1
2021-06-26,54,W,2021-05-15,1,3.761211668107336,40.0,1
2021-06-27,54,W,2021-05-15,1,3.761211668107336,40.0,1
2021-06-28,54,W,2021-05-15,1,3.761211668107336,41.0,1
2021-06-29,54,W,2021-05-15,1,3.761211668107336,42.0,1
2021-06-30,54,W,2021-05-15,1,3.761211668107336,41.0,1
2021-07-01,54,W,2021-05-15,1,3.761211668107336,42.0,1
2021-07-02,54,W,2021-05-15,1,3.761211668107336,40.0,1
2021-07-03,54,W,2021-05-15,1,3.761211668107336,39.0,1
2021-07-04,54,W,2021-05-15,1,3.761211668107336,43.0,1
2021-07-05,54,W,2021-05-15,1,3.761211668107336,43.0,1
2021-07-06,54,W,2021-05-15,1,3.761211668107336,44.0,1
2021-07-07,54,W,2021-05-15,1,3.761211668107336,44.0,1
2021-07-08,54,W,2021-05-15,1,3.761211668107336,43.0,1
2021-07-09,54,W,2021-05-15,1,3.761211668107336,42.0,1
2021-07-10,54,W,2021-05-15,1,3.761211668107336,41.0,1
2021-07-11,54,W,2021-05-15,1,3.761211668107336,42.0,1
2021-07-12,54,W,2021-05-15,1,3.761211668107336,43.0,1
2021-07-13,54,W,2021-05-15,1,3.761211668107336,43.0,1
2021-07-14,54,W,2021-05-15,1,3.761211668107336,44.0,1
2021-07-15,54,W,2021-05-15,1,3.761211668107336,44.0,1
2021-07-16,54,W,2021-05-15,1,3.761211668107336,43.0,1
2021-07-17,54,W,2021-05-15,1,3.761211668107336,44.0,1
2021-07-18,54,W,2021-05-15,1,3.761211668107336,45.0,1
2021-07-19,54,W,2021-05-15,1,3.761211668107336,44.0,1
2021-07-20,54,W,2021-05-15,1,3.761211668107336,45.0,1
2021-07-21,54,W,2021-05-15,1,3.761211668107336,44.0,1
2021-07-22,54,W,2021-05-15,1,3.761211668107336,44.0,1
2021-07-23,54,W,2021-05-15,1,3.761211668107336,45.0,1
2021-07-24,54,W,2021-05-15,1,3.761211668107336,46.0,1
2021-07-25,54,W,2021-05-15,1,3.761211668107336,45.0,1
2021-07-26,54,W,2021-05-15,1,3.761211668107336,47.0,1
2021-07-27,54,W,2021-05-15,1,3.761211668107336,46.0,1
2021-07-28,54,W,2021-05-15,1,3.761211668107336,47.0,1
2021-07-29,54,W,2021-05-15,1,3.761211668107336,48.0,1
2021-07-30,54,W,2021-05-15,1,3.761211668107336,46.0,1
2021-07-31,54,W,2021-05-15,1,3.761211668107336,46.0,1
2021-05-01,55,E,2021-05-15,1,0.0,14.0,0
2021-05-02,55,E,2021-05-15,1,0.0,15.0,0
2021-05-03,55,E,2021-05-15,1,0.0,17.0,0
2021-05-04,55,E,2021-05-15,1,0.0,15.0,0
2021-05-05,55,E,2021-05-15,1,0.0,16.0,0
2021-05-06,55,E,2021-05-15,1,0.0,17.0,0
2021-05-07,55,E,2021-05-15,1,0.0,15.0,0
2021-05-08,55,E,2021-05-15,1,0.0,17.0,0
2021-05-09,55,E,2021-05-15,1,0.0,17.0,0
2021-05-10,55,E,2021-05-15,1,0.0,19.0,0
2021-05-11,55,E,2021-05-15,1,0.0,19.0,0
2021-05-12,55,E,2021-05-15,1,0.0,18.0,0
2021-05-13,55,E,2021-05-15,1,0.0,19.0,0
2021-05-14,55,E,2021-05-15,1,0.0,18.0,0
2021-05-15,55,E,2021-05-15,1,0.0,18.0,1
2021-05-16,55,E,2021-05-15,1,1.1618935317934387,19.0,1
2021-05-17,55,E,2021-05-15,1,2.323787063586881,23.0,1
2021-05-18,55,E,2021-05-15,1,3.485680595380323,23.0,1
2021-05-19,55,E,2021-05-15,1,4.647574127173762,23.0,1
2021-05-20,55,E,2021-05-15,1,5.8094676589672005,26.0,1
2021-05-21,55,E,2021-05-15,1,5.8094676589672005,25.0,1
2021-05-22,55,E,2021-05-15,1,5.8094676589672005,25.0,1
2021-05-23,55,E,2021-05-15,1,5.8094676589672005,26.0,1
2021-05-24,55,E,2021-05-15,1,5.8094676589672005,28.0,1
2021-05-25,55,E,2021-05-15,1,5.8094676589672005,26.0,1
2021-05-26,55,E,2021-05-15,1,5.8094676589672005,27.0,1
2021-05-27,55,E,2021-05-15,1,5.8094676589672005,29.0,1
2021-05-28,55,E,2021-05-15,1,5.8094676589672005,30.0,1
2021-05-29,55,E,2021-05-15,1,5.8094676589672005,29.0,1
2021-05-30,55,E,2021-05-15,1,5.8094676589672005,28.0,1
2021-05-31,55,E,2021-05-15,1,5.8094676589672005,29.0,1
2021-06-01,55,E,2021-05-15,1,5.8094676589672005,31.0,1
2021-06-02,55,E,2021-05-15,1,5.8094676589672005,31.0,1
2021-06-03,55,E,2021-05-15,1,5.8094676589672005,30.0,1
2021-06-04,55,E,2021-05-15,1,5.8094676589672005,31.0,1
2021-06-05,55,E,2021-05-15,1,5.8094676589672005,31.0,1
2021-06-06,55,E,2021-05-15,1,5.8094676589672005,31.0,1
2021-06-07,55,E,2021-05-15,1,5.8094676589672005,30.0,1
2021-06-08,55,E,2021-05-15,1,5.8094676589672005,30.0,1
2021-06-09,55,E,2021-05-15,1,5.8094676589672005,33.0,1
2021-06-10,55,E,2021-05-15,1,5.8094676589672005,32.0,1
2021-06-11,55,E,2021-05-15,1,5.8094676589672005,32.0,1
2021-06-12,55,E,2021-05-15,1,5.8094676589672005,33.0,1
2021-06-13,55,E,2021-05-15,1,5.8094676589672005,33.0,1
2021-06-14,55,E,2021-05-15,1,5.8094676589672005,33.0,1
2021-06-15,55,E,2021-05-15,1,5.8094676589672005,35.0,1
2021-06-16,55,E,2021-05-15,1,5.8094676589672005,34.0,1
2021-06-17,55,E,2021-05-15,1,5.8094676589672005,34.0,1
2021-06-18,55,E,2021-05-15,1,5.8094676589672005,34.0,1
2021-06-19,55,E,2021-05-15,1,5.8094676589672005,34.0,1
2021-06-20,55,E,2021-05-15,1,5.8094676589672005,36.0,1
2021-06-21,55,E,2021-05-15,1,5.8094676589672005,35.0,1
2021-06-22,55,E,2021-05-15,1,5.8094676589672005,36.0,1
2021-06-23,55,E,2021-05-15,1,5.8094676589672005,38.0,1
2021-06-24,55,E,2021-05-15,1,5.8094676589672005,38.0,1
2021-06-25,55,E,2021-05-15,1,5.8094676589672005,37.0,1
2021-06-26,55,E,2021-05-15,1,5.8094676589672005,38.0,1
2021-06-27,55,E,2021-05-15,1,5.8094676589672005,37.0,1
2021-06-28,55,E,2021-05-15,1,5.8094676589672005,37.0,1
2021-06-29,55,E,2021-05-15,1,5.8094676589672005,39.0,1
2021-06-30,55,E,2021-05-15,1,5.8094676589672005,38.0,1
2021-07-01,55,E,2021-05-15,1,5.8094676589672005,39.0,1
2021-07-02,55,E,2021-05-15,1,5.8094676589672005,40.0,1
2021-07-03,55,E,2021-05-15,1,5.8094676589672005,39.0,1
2021-07-04,55,E,2021-05-15,1,5.8094676589672005,39.0,1
2021-07-05,55,E,2021-05-15,1,5.8094676589672005,41.0,1
2021-07-06,55,E,2021-05-15,1,5.8094676589672005,42.0,1
2021-07-07,55,E,2021-05-15,1,5.8094676589672005,42.0,1
2021-07-08,55,E,2021-05-15,1,5.8094676589672005,40.0,1
2021-07-09,55,E,2021-05-15,1,5.8094676589672005,42.0,1
2021-07-10,55,E,2021-05-15,1,5.8094676589672005,40.0,1
2021-07-11,55,E,2021-05-15,1,5.8094676589672005,39.0,1
2021-07-12,55,E,2021-05-15,1,5.8094676589672005,41.0,1
2021-07-13,55,E,2021-05-15,1,5.8094676589672005,42.0,1
2021-07-14,55,E,2021-05-15,1,5.8094676589672005,43.0,1
2021-07-15,55,E,2021-05-15,1,5.8094676589672005,44.0,1
2021-07-16,55,E,2021-05-15,1,5.8094676589672005,43.0,1
2021-07-17,55,E,2021-05-15,1,5.8094676589672005,43.0,1
2021-07-18,55,E,2021-05-15,1,5.8094676589672005,44.0,1
2021-07-19,55,E,2021-05-15,1,5.8094676589672005,46.0,1
2021-07-20,55,E,2021-05-15,1,5.8094676589672005,46.0,1
2021-07-21,55,E,2021-05-15,1,5.8094676589672005,45.0,1
2021-07-22,55,E,2021-05-15,1,5.8094676589672005,45.0,1
2021-07-23,55,E,2021-05-15,1,5.8094676589672005,46.0,1
2021-07-24,55,E,2021-05-15,1,5.8094676589672005,45.0,1
2021-07-25,55,E,2021-05-15,1,5.8094676589672005,45.0,1
2021-07-26,55,E,2021-05-15,1,5.8094676589672005,48.0,1
2021-07-27,55,E,2021-05-15,1,5.8094676589672005,46.0,1
2021-07-28,55,E,2021-05-15,1,5.8094676589672005,48.0,1
2021-07-29,55,E,2021-05-15,1,5.8094676589672005,47.0,1
2021-07-30,55,E,2021-05-15,1,5.8094676589672005,46.0,1
2021-07-31,55,E,2021-05-15,1,5.8094676589672005,46.0,1
2021-05-01,56,W,2021-05-15,1,0.0,31.0,0
2021-05-02,56,W,2021-05-15,1,0.0,32.0,0
2021-05-03,56,W,2021-05-15,1,0.0,31.0,0
2021-05-04,56,W,2021-05-15,1,0.0,30.0,0
2021-05-05,56,W,2021-05-15,1,0.0,32.0,0
2021-05-06,56,W,2021-05-15,1,0.0,32.0,0
2021-05-07,56,W,2021-05-15,1,0.0,31.0,0
2021-05-08,56,W,2021-05-15,1,0.0,32.0,0
2021-05-09,56,W,2021-05-15,1,0.0,33.0,0
2021-05-10,56,W,2021-05-15,1,0.0,33.0,0
2021-05-11,56,W,2021-05-15,1,0.0,32.0,0
2021-05-12,56,W,2021-05-15,1,0.0,33.0,0
2021-05-13,56,W,2021-05-15,1,0.0,33.0,0
2021-05-14,56,W,2021-05-15,1,0.0,34.0,0
2021-05-15,56,W,2021-05-15,1,0.0,33.0,1
2021-05-16,56,W,2021-05-15,1,0.1370448167104712,33.0,1
2021-05-17,56,W,2021-05-15,1,0.2740896334209353,36.0,1
2021-05-18,56,W,2021-05-15,1,0.4111344501314065,35.0,1
2021-05-19,56,W,2021-05-15,1,0.5481792668418706,34.0,1
2021-05-20,56,W,2021-05-15,1,0.6852240835523418,35.0,1
2021-05-21,56,W,2021-05-15,1,0.6852240835523418,35.0,1
2021-05-22,56,W,2021-05-15,1,0.6852240835523418,35.0,1
2021-05-23,56,W,2021-05-15,1,0.6852240835523418,36.0,1
2021-05-24,56,W,2021-05-15,1,0.6852240835523418,37.0,1
2021-05-25,56,W,2021-05-15,1,0.6852240835523418,37.0,1
2021-05-26,56,W,2021-05-15,1,0.6852240835523418,36.0,1
2021-05-27,56,W,2021-05-15,1,0.6852240835523418,38.0,1
2021-05-28,56,W,2021-05-15,1,0.6852240835523418,38.0,1
2021-05-29,56,W,2021-05-15,1,0.6852240835523418,38.0,1
2021-05-30,56,W,2021-05-15,1,0.6852240835523418,37.0,1
2021-05-31,56,W,2021-05-15,1,0.6852240835523418,39.0,1
2021-06-01,56,W,2021-05-15,1,0.6852240835523418,39.0,1
2021-06-02,56,W,2021-05-15,1,0.6852240835523418,40.0,1
2021-06-03,56,W,2021-05-15,1,0.6852240835523418,39.0,1
2021-06-04,56,W,2021-05-15,1,0.6852240835523418,38.0,1
2021-06-05,56,W,2021-05-15,1,0.6852240835523418,38.0,1
2021-06-06,56,W,2021-05-15,1,0.6852240835523418,39.0,1
2021-06-07,56,W,2021-05-15,1,0.6852240835523418,38.0,1
2021-06-08,56,W,2021-05-15,1,0.6852240835523418,39.0,1
2021-06-09,56,W,2021-05-15,1,0.6852240835523418,41.0,1
2021-06-10,56,W,2021-05-15,1,0.6852240835523418,39.0,1
2021-06-11,56,W,2021-05-15,1,0.6852240835523418,39.0,1
2021-06-12,56,W,2021-05-15,1,0.6852240835523418,40.0,1
2021-06-13,56,W,2021-05-15,1,0.6852240835523418,39.0,1
2021-06-14,56,W,2021-05-15,1,0.6852240835523418,41.0,1
2021-06-15,56,W,2021-05-15,1,0.6852240835523418,40.0,1
2021-06-16,56,W,2021-05-15,1,0.6852240835523418,41.0,1
2021-06-17,56,W,2021-05-15,1,0.6852240835523418,42.0,1
2021-06-18,56,W,2021-05-15,1,0.6852240835523418,41.0,1
2021-06-19,56,W,2021-05-15,1,0.6852240835523418,42.0,1
2021-06-20,56,W,2021-05-15,1,0.6852240835523418,41.0,1
2021-06-21,56,W,2021-05-15,1,0.6852240835523418,43.0,1
2021-06-22,56,W,2021-05-15,1,0.6852240835523418,43.0,1
2021-06-23,56,W,2021-05-15,1,0.6852240835523418,42.0,1
2021-06-24,56,W,2021-05-15,1,0.6852240835523418,43.0,1
2021-06-25,56,W,2021-05-15,1,0.6852240835523418,43.0,1
2021-06-26,56,W,2021-05-15,1,0.6852240835523418,43.0,1
2021-06-27,56,W,2021-05-15,1,0.6852240835523418,43.0,1
2021-06-28,56,W,2021-05-15,1,0.6852240835523418,44.0,1
2021-06-29,56,W,2021-05-15,1,0.6852240835523418,44.0,1
2021-06-30,56,W,2021-05-15,1,0.6852240835523418,43.0,1
2021-07-01,56,W,2021-05-15,1,0.6852240835523418,45.0,1
2021-07-02,56,W,2021-05-15,1,0.6852240835523418,44.0,1
2021-07-03,56,W,2021-05-15,1,0.6852240835523418,44.0,1
2021-07-04,56,W,2021-05-15,1,0.6852240835523418,45.0,1
2021-07-05,56,W,2021-05-15,1,0.6852240835523418,46.0,1
2021-07-06,56,W,2021-05-15,1,0.6852240835523418,46.0,1
2021-07-07,56,W,2021-05-15,1,0.6852240835523418,46.0,1
2021-07-08,56,W,2021-05-15,1,0.6852240835523418,44.0,1
2021-07-09,56,W,2021-05-15,1,0.6852240835523418,47.0,1
2021-07-10,56,W,2021-05-15,1,0.6852240835523418,43.0,1
2021-07-11,56,W,2021-05-15,1,0.6852240835523418,45.0,1
2021-07-12,56,W,2021-05-15,1,0.6852240835523418,47.0,1
2021-07-13,56,W,2021-05-15,1,0.6852240835523418,47.0,1
2021-07-14,56,W,2021-05-15,1,0.6852240835523418,47.0,1
2021-07-15,56,W,2021-05-15,1,0.6852240835523418,47.0,1
2021-07-16,56,W,2021-05-15,1,0.6852240835523418,47.0,1
2021-07-17,56,W,2021-05-15,1,0.6852240835523418,48.0,1
2021-07-18,56,W,2021-05-15,1,0.6852240835523418,48.0,1
2021-07-19,56,W,2021-05-15,1,0.6852240835523418,48.0,1
2021-07-20,56,W,2021-05-15,1,0.6852240835523418,48.0,1
2021-07-21,56,W,2021-05-15,1,0.6852240835523418,49.0,1
2021-07-22,56,W,2021-05-15,1,0.6852240835523418,50.0,1
2021-07-23,56,W,2021-05-15,1,0.6852240835523418,49.0,1
2021-07-24,56,W,2021-05-15,1,0.6852240835523418,49.0,1
2021-07-25,56,W,2021-05-15,1,0.6852240835523418,48.0,1
2021-07-26,56,W,2021-05-15,1,0.6852240835523418,50.0,1
2021-07-27,56,W,2021-05-15,1,0.6852240835523418,49.0,1
2021-07-28,56,W,2021-05-15,1,0.6852240835523418,50.0,1
2021-07-29,56,W,2021-05-15,1,0.6852240835523418,49.0,1
2021-07-30,56,W,2021-05-15,1,0.6852240835523418,49.0,1
2021-07-31,56,W,2021-05-15,1,0.6852240835523418,49.0,1
2021-05-01,57,N,2021-05-15,1,0.0,43.0,0
2021-05-02,57,N,2021-05-15,1,0.0,46.0,0
2021-05-03,57,N,2021-05-15,1,0.0,45.0,0
2021-05-04,57,N,2021-05-15,1,0.0,45.0,0
2021-05-05,57,N,2021-05-15,1,0.0,45.0,0
2021-05-06,57,N,2021-05-15,1,0.0,44.0,0
2021-05-07,57,N,2021-05-15,1,0.0,45.0,0
2021-05-08,57,N,2021-05-15,1,0.0,44.0,0
2021-05-09,57,N,2021-05-15,1,0.0,44.0,0
2021-05-10,57,N,2021-05-15,1,0.0,46.0,0
2021-05-11,57,N,2021-05-15,1,0.0,46.0,0
2021-05-12,57,N,2021-05-15,1,0.0,46.0,0
2021-05-13,57,N,2021-05-15,1,0.0,46.0,0
2021-05-14,57,N,2021-05-15,1,0.0,45.0,0
2021-05-15,57,N,2021-05-15,1,0.0,44.0,1
2021-05-16,57,N,2021-05-15,1,0.5193760269151539,46.0,1
2021-05-17,57,N,2021-05-15,1,1.038752053830315,48.0,1
2021-05-18,57,N,2021-05-15,1,1.558128080745469,47.0,1
2021-05-19,57,N,2021-05-15,1,2.07750410766063,48.0,1
2021-05-20,57,N,2021-05-15,1,2.596880134575784,50.0,1
2021-05-21,57,N,2021-05-15,1,2.596880134575784,48.0,1
2021-05-22,57,N,2021-05-15,1,2.596880134575784,49.0,1
2021-05-23,57,N,2021-05-15,1,2.596880134575784,50.0,1
2021-05-24,57,N,2021-05-15,1,2.596880134575784,49.0,1
2021-05-25,57,N,2021-05-15,1,2.596880134575784,51.0,1
2021-05-26,57,N,2021-05-15,1,2.596880134575784,49.0,1
2021-05-27,57,N,2021-05-15,1,2.596880134575784,48.0,1
2021-05-28,57,N,2021-05-15,1,2.596880134575784,50.0,1
2021-05-29,57,N,2021-05-15,1,2.596880134575784,49.0,1
2021-05-30,57,N,2021-05-15,1,2.596880134575784,50.0,1
2021-05-31,57,N,2021-05-15,1,2.596880134575784,50.0,1
2021-06-01,57,N,2021-05-15,1,2.596880134575784,51.0,1
2021-06-02,57,N,2021-05-15,1,2.596880134575784,50.0,1
2021-06-03,57,N,2021-05-15,1,2.596880134575784,49.0,1
2021-06-04,57,N,2021-05-15,1,2.596880134575784,50.0,1
2021-06-05,57,N,2021-05-15,1,2.596880134575784,51.0,1
2021-06-06,57,N,2021-05-15,1,2.596880134575784,50.0,1
2021-06-07,57,N,2021-05-15,1,2.596880134575784,51.0,1
2021-06-08,57,N,2021-05-15,1,2.596880134575784,50.0,1
2021-06-09,57,N,2021-05-15,1,2.596880134575784,50.0,1
2021-06-10,57,N,2021-05-15,1,2.596880134575784,50.0,1
2021-06-11,57,N,2021-05-15,1,2.596880134575784,51.0,1
2021-06-12,57,N,2021-05-15,1,2.596880134575784,52.0,1
2021-06-13,57,N,2021-05-15,1,2.596880134575784,51.0,1
2021-06-14,57,N,2021-05-15,1,2.596880134575784,51.0,1
2021-06-15,57,N,2021-05-15,1,2.596880134575784,52.0,1
2021-06-16,57,N,2021-05-15,1,2.596880134575784,51.0,1
2021-06-17,57,N,2021-05-15,1,2.596880134575784,52.0,1
2021-06-18,57,N,2021-05-15,1,2.596880134575784,52.0,1
2021-06-19,57,N,2021-05-15,1,2.596880134575784,50.0,1
2021-06-20,57,N,2021-05-15,1,2.596880134575784,51.0,1
2021-06-21,57,N,2021-05-15,1,2.596880134575784,52.0,1
2021-06-22,57,N,2021-05-15,1,2.596880134575784,53.0,1
2021-06-23,57,N,2021-05-15,1,2.596880134575784,51.0,1
2021-06-24,57,N,2021-05-15,1,2.596880134575784,51.0,1
2021-06-25,57,N,2021-05-15,1,2.596880134575784,51.0,1
2021-06-26,57,N,2021-05-15,1,2.596880134575784,51.0,1
2021-06-27,57,N,2021-05-15,1,2.596880134575784,53.0,1
2021-06-28,57,N,2021-05-15,1,2.596880134575784,53.0,1
2021-06-29,57,N,2021-05-15,1,2.596880134575784,54.0,1
2021-06-30,57,N,2021-05-15,1,2.596880134575784,52.0,1
2021-07-01,57,N,2021-05-15,1,2.596880134575784,53.0,1
2021-07-02,57,N,2021-05-15,1,2.596880134575784,53.0,1
2021-07-03,57,N,2021-05-15,1,2.596880134575784,51.0,1
2021-07-04,57,N,2021-05-15,1,2.596880134575784,54.0,1
2021-07-05,57,N,2021-05-15,1,2.596880134575784,54.0,1
2021-07-06,57,N,2021-05-15,1,2.596880134575784,53.0,1
2021-07-07,57,N,2021-05-15,1,2.596880134575784,53.0,1
2021-07-08,57,N,2021-05-15,1,2.596880134575784,54.0,1
2021-07-09,57,N,2021-05-15,1,2.596880134575784,52.0,1
2021-07-10,57,N,2021-05-15,1,2.596880134575784,52.0,1
2021-07-11,57,N,2021-05-15,1,2.596880134575784,54.0,1
2021-07-12,57,N,2021-05-15,1,2.596880134575784,55.0,1
2021-07-13,57,N,2021-05-15,1,2.596880134575784,53.0,1
2021-07-14,57,N,2021-05-15,1,2.596880134575784,55.0,1
2021-07-15,57,N,2021-05-15,1,2.596880134575784,55.0,1
2021-07-16,57,N,2021-05-15,1,2.596880134575784,53.0,1
2021-07-17,57,N,2021-05-15,1,2.596880134575784,54.0,1
2021-07-18,57,N,2021-05-15,1,2.596880134575784,56.0,1
2021-07-19,57,N,2021-05-15,1,2.596880134575784,56.0,1
2021-07-20,57,N,2021-05-15,1,2.596880134575784,55.0,1
2021-07-21,57,N,2021-05-15,1,2.596880134575784,54.0,1
2021-07-22,57,N,2021-05-15,1,2.596880134575784,55.0,1
2021-07-23,57,N,2021-05-15,1,2.596880134575784,56.0,1
2021-07-24,57,N,2021-05-15,1,2.596880134575784,55.0,1
2021-07-25,57,N,2021-05-15,1,2.596880134575784,53.0,1
2021-07-26,57,N,2021-05-15,1,2.596880134575784,56.0,1
2021-07-27,57,N,2021-05-15,1,2.596880134575784,56.0,1
2021-07-28,57,N,2021-05-15,1,2.596880134575784,55.0,1
2021-07-29,57,N,2021-05-15,1,2.596880134575784,56.0,1
2021-07-30,57,N,2021-05-15,1,2.596880134575784,54.0,1
2021-07-31,57,N,2021-05-15,1,2.596880134575784,54.0,1
2021-05-01,58,S,2100-01-01,0,0.0,53.0,0
2021-05-02,58,S,2100-01-01,0,0.0,53.0,0
2021-05-03,58,S,2100-01-01,0,0.0,51.0,0
2021-05-04,58,S,2100-01-01,0,0.0,52.0,0
2021-05-05,58,S,2100-01-01,0,0.0,51.0,0
2021-05-06,58,S,2100-01-01,0,0.0,52.0,0
2021-05-07,58,S,2100-01-01,0,0.0,52.0,0
2021-05-08,58,S,2100-01-01,0,0.0,51.0,0
2021-05-09,58,S,2100-01-01,0,0.0,51.0,0
2021-05-10,58,S,2100-01-01,0,0.0,52.0,0
2021-05-11,58,S,2100-01-01,0,0.0,53.0,0
2021-05-12,58,S,2100-01-01,0,0.0,51.0,0
2021-05-13,58,S,2100-01-01,0,0.0,51.0,0
2021-05-14,58,S,2100-01-01,0,0.0,51.0,0
2021-05-15,58,S,2100-01-01,0,0.0,51.0,0
2021-05-16,58,S,2100-01-01,0,0.0,51.0,0
2021-05-17,58,S,2100-01-01,0,0.0,53.0,0
2021-05-18,58,S,2100-01-01,0,0.0,52.0,0
2021-05-19,58,S,2100-01-01,0,0.0,51.0,0
2021-05-20,58,S,2100-01-01,0,0.0,51.0,0
2021-05-21,58,S,2100-01-01,0,0.0,53.0,0
2021-05-22,58,S,2100-01-01,0,0.0,52.0,0
2021-05-23,58,S,2100-01-01,0,0.0,52.0,0
2021-05-24,58,S,2100-01-01,0,0.0,53.0,0
2021-05-25,58,S,2100-01-01,0,0.0,54.0,0
2021-05-26,58,S,2100-01-01,0,0.0,50.0,0
2021-05-27,58,S,2100-01-01,0,0.0,52.0,0
2021-05-28,58,S,2100-01-01,0,0.0,52.0,0
2021-05-29,58,S,2100-01-01,0,0.0,52.0,0
2021-05-30,58,S,2100-01-01,0,0.0,52.0,0
2021-05-31,58,S,2100-01-01,0,0.0,53.0,0
2021-06-01,58,S,2100-01-01,0,0.0,52.0,0
2021-06-02,58,S,2100-01-01,0,0.0,53.0,0
2021-06-03,58,S,2100-01-01,0,0.0,53.0,0
2021-06-04,58,S,2100-01-01,0,0.0,52.0,0
2021-06-05,58,S,2100-01-01,0,0.0,50.0,0
2021-06-06,58,S,2100-01-01,0,0.0,54.0,0
2021-06-07,58,S,2100-01-01,0,0.0,52.0,0
2021-06-08,58,S,2100-01-01,0,0.0,52.0,0
2021-06-09,58,S,2100-01-01,0,0.0,52.0,0
2021-06-10,58,S,2100-01-01,0,0.0,51.0,0
2021-06-11,58,S,2100-01-01,0,0.0,52.0,0
2021-06-12,58,S,2100-01-01,0,0.0,50.0,0
2021-06-13,58,S,2100-01-01,0,0.0,53.0,0
2021-06-14,58,S,2100-01-01,0,0.0,52.0,0
2021-06-15,58,S,2100-01-01,0,0.0,52.0,0
2021-06-16,58,S,2100-01-01,0,0.0,52.0,0
2021-06-17,58,S,2100-01-01,0,0.0,52.0,0
2021-06-18,58,S,2100-01-01,0,0.0,52.0,0
2021-06-19,58,S,2100-01-01,0,0.0,52.0,0
2021-06-20,58,S,2100-01-01,0,0.0,53.0,0
2021-06-21,58,S,2100-01-01,0,0.0,52.0,0
2021-06-22,58,S,2100-01-01,0,0.0,52.0,0
2021-06-23,58,S,2100-01-01,0,0.0,51.0,0
2021-06-24,58,S,2100-01-01,0,0.0,52.0,0
2021-06-25,58,S,2100-01-01,0,0.0,52.0,0
2021-06-26,58,S,2100-01-01,0,0.0,52.0,0
2021-06-27,58,S,2100-01-01,0,0.0,53.0,0
2021-06-28,58,S,2100-01-01,0,0.0,52.0,0
2021-06-29,58,S,2100-01-01,0,0.0,52.0,0
2021-06-30,58,S,2100-01-01,0,0.0,51.0,0
2021-07-01,58,S,2100-01-01,0,0.0,52.0,0
2021-07-02,58,S,2100-01-01,0,0.0,53.0,0
2021-07-03,58,S,2100-01-01,0,0.0,51.0,0
2021-07-04,58,S,2100-01-01,0,0.0,52.0,0
2021-07-05,58,S,2100-01-01,0,0.0,52.0,0
2021-07-06,58,S,2100-01-01,0,0.0,53.0,0
2021-07-07,58,S,2100-01-01,0,0.0,52.0,0
2021-07-08,58,S,2100-01-01,0,0.0,52.0,0
2021-07-09,58,S,2100-01-01,0,0.0,51.0,0
2021-07-10,58,S,2100-01-01,0,0.0,50.0,0
2021-07-11,58,S,2100-01-01,0,0.0,52.0,0
2021-07-12,58,S,2100-01-01,0,0.0,52.0,0
