city,state,pop,hdi
espera_feliz,minas_gerais,25287,663
agrestina,pernambuco,25240,592
pirenopolis,goias,25218,693
mata_grande,alagoas,25200,504
buritis,minas_gerais,25179,672
ibiapina,ceara,25165,608
piritiba,bahia,25162,578
santa_maria_do_para,para,25127,598
cruz,ceara,25121,632
aimores,minas_gerais,25116,684
cordeiropolis,sao_paulo,25116,758
alvares_machado,sao_paulo,25078,758
ivoti,rio_grande_do_sul,25068,784
sao_joao_da_ponte,minas_gerais,25033,569
sarandi,rio_grande_do_sul,25024,777
amelia_rodrigues,bahia,24997,666
iracemapolis,sao_paulo,24982,776
tapejara,rio_grande_do_sul,24973,760
itaporanga,paraiba,24960,615
jucas,ceara,24949,598
guabiruba,santa_catarina,24922,754
candido_sales,bahia,24921,601
brotas,sao_paulo,24862,740
paraopeba,minas_gerais,24854,694
bela_vista,mato_grosso_do_sul,24842,698
igaracu_do_tiete,sao_paulo,24821,727
canhotinho,pernambuco,24743,541
junqueiro,alagoas,24716,575
forquilha,ceara,24680,644
igreja_nova,alagoas,24670,568
matriz_de_camaragibe,alagoas,24627,584
sao_jeronimo,rio_grande_do_sul,24569,696
aurora,ceara,24567,605
sao_geraldo_do_araguaia,para,24566,595
piracanjuba,goias,24543,721
sao_lourenco_do_oeste,santa_catarina,24501,749
sao_jose_da_lapa,minas_gerais,24490,729
iraucuba,ceara,24450,605
santo_antonio,rio_grande_do_norte,24422,620
craibas,alagoas,24396,525
salvaterra,para,24392,608
balneario_picarras,santa_catarina,24385,756
itabaiana,paraiba,24363,613
cachoeira_do_arari,para,24355,546
pedra_azul,minas_gerais,24333,627
pao_de_acucar,alagoas,24307,593
porto_franco,maranhao,24294,684
colorado,parana,24271,730
rio_tinto,paraiba,24258,585
quatro_barras,parana,24253,742
monte_siao,minas_gerais,24247,724
cupira,pernambuco,24237,592
carambei,parana,24225,728
laje,bahia,24214,586
tupancireta,rio_grande_do_sul,24182,709
chaves,para,24175,453
joaquim_gomes,alagoas,24167,531
carolina,maranhao,24151,634
urucurituba,amazonas,24098,588
carutapera,maranhao,24095,574
apiai,sao_paulo,24081,710
garopaba,santa_catarina,24070,753
sao_jose_da_laje,alagoas,24064,573
ladario,mato_grosso_do_sul,24040,704
inaja,pernambuco,24034,523
inhapim,minas_gerais,24020,658
poco_verde,sergipe,24003,561
buriti_bravo,maranhao,23993,590
uaua,bahia,23991,605
orobo,pernambuco,23985,610
bambui,minas_gerais,23964,741
iacu,bahia,23950,574
santa_terezinha_de_itaipu,parana,23927,738
santo_amaro_da_imperatriz,santa_catarina,23907,781
carai,minas_gerais,23872,558
santa_teresa,espirito_santo,23853,714
tamandare,pernambuco,23852,593
itapaci,goias,23850,725
tres_de_maio,rio_grande_do_sul,23846,759
tres_passos,rio_grande_do_sul,23799,768
sao_joao_do_paraiso,minas_gerais,23797,615
sao_miguel,rio_grande_do_norte,23789,606
princesa_isabel,paraiba,23749,606
santo_antonio_de_posse,sao_paulo,23742,702
imbe,rio_grande_do_sul,23721,764
rio_formoso,pernambuco,23719,613
joao_lisboa,maranhao,23677,641
raul_soares,minas_gerais,23663,655
bataguassu,mato_grosso_do_sul,23620,710
corinto,minas_gerais,23607,680
matinha,maranhao,23591,619
conceicao_de_macabu,rio_de_janeiro,23561,712
belmonte,bahia,23540,598
assare,ceara,23537,600
peritoro,maranhao,23530,564
sao_sepe,rio_grande_do_sul,23492,708
senador_guiomard,acre,23446,640
sao_joao_de_pirabas,para,23440,539
ibirapitanga,bahia,23433,558
pancas,espirito_santo,23426,667
cacule,bahia,23407,637
teodoro_sampaio,sao_paulo,23395,741
dom_pedro,maranhao,23393,622
loanda,parana,23393,725
mandaguacu,parana,23373,718
aracariguama,sao_paulo,23343,704
coreau,ceara,23340,610
taquarituba,sao_paulo,23292,701
ivinhema,mato_grosso_do_sul,23277,720
sobradinho,bahia,23274,631
abaete,minas_gerais,23263,698
tambau,sao_paulo,23255,731
paranatinga,mato_grosso,23250,667
capinzal,santa_catarina,23218,752
itaocara,rio_de_janeiro,23211,713
itambacuri,minas_gerais,23207,634
orleans,santa_catarina,23161,755
sao_miguel_do_guapore,rondonia,23147,646
aripuana,mato_grosso,23067,675
encantado,rio_grande_do_sul,23047,767
caridade,ceara,23011,592
sao_joao,pernambuco,23002,570
altinho,pernambuco,22996,598
conselheiro_pena,minas_gerais,22975,662
nova_alvorada_do_sul,mato_grosso_do_sul,22967,694
conceicao_da_feira,bahia,22933,634
porto_grande,amapa,22927,640
amaraji,pernambuco,22910,580
carmo_do_cajuru,minas_gerais,22900,710
manhumirim,minas_gerais,22894,697
barro,ceara,22834,599
morrinhos,ceara,22830,588
tocantinopolis,tocantins,22820,681
herval_d'oeste,santa_catarina,22820,758
ecoporanga,espirito_santo,22748,662
medeiros_neto,bahia,22741,625
apui,amazonas,22739,637
terenos,mato_grosso_do_sul,22721,658
pedra,pernambuco,22716,567
barreira,ceara,22715,616
acreuna,goias,22710,686
dianopolis,tocantins,22704,701
monte_alegre,rio_grande_do_norte,22698,609
rafael_jambeiro,bahia,22643,564
caracarai,roraima,22635,624
flores,pernambuco,22612,556
schroeder,santa_catarina,22605,769
teofilandia,bahia,22590,566
hidrolandia,goias,22533,706
quarai,rio_grande_do_sul,22531,704
chapada_dos_guimaraes,mato_grosso,22521,688
alta_floresta_d'oeste,rondonia,22516,641
alcobaca,bahia,22509,608
areia,paraiba,22493,594
miguelopolis,sao_paulo,22480,741
itambe,bahia,22474,578
mazagao,amapa,22468,592
porto_belo,santa_catarina,22466,760
sao_vicente_ferrer,maranhao,22452,592
itaparica,bahia,22440,670
quixere,ceara,22432,622
ceres,goias,22407,775
bonito,mato_grosso_do_sul,22401,670
carira,sergipe,22393,588
coracao_de_maria,bahia,22391,592
piuma,espirito_santo,22388,727
fundao,espirito_santo,22379,718
feira_nova,pernambuco,22360,600
mutuipe,bahia,22340,601
riachao_das_neves,bahia,22330,578
pompeia,sao_paulo,22326,786
palmital,sao_paulo,22322,746
diamantino,mato_grosso,22311,718
altonia,parana,22293,721
alto_paraiso,rondonia,22258,625
santa_maria_das_barreiras,para,22244,544
pradopolis,sao_paulo,22239,733
cantanhede,maranhao,22236,565
trizidela_do_vale,maranhao,22223,606
uruburetama,ceara,22223,639
parnamirim,pernambuco,22198,599
feira_grande,alagoas,22192,533
caravelas,bahia,22166,616
cordeiro,rio_de_janeiro,22152,729
nova_hartz,rio_grande_do_sul,22147,689
alcantara,maranhao,22126,573
goias,goias,22122,709
anicuns,goias,22113,714
manari,pernambuco,22110,487
canarana,mato_grosso,22101,693
guapiacu,sao_paulo,22087,725
caapora,paraiba,22079,602
cassilandia,mato_grosso_do_sul,22063,727
centro_novo_do_maranhao,maranhao,22056,518
sao_jose_do_vale_do_rio_preto,rio_de_janeiro,22032,660
lucelia,sao_paulo,22022,752
itatira,ceara,22018,562
anori,amazonas,21937,561
colonia_leopoldina,alagoas,21935,517
cha_grande,pernambuco,21929,599
mari,paraiba,21895,548
itaiopolis,santa_catarina,21889,708
nova_granada,sao_paulo,21871,739
sao_francisco_de_paula,rio_grande_do_sul,21871,685
sao_jose_da_coroa_grande,pernambuco,21868,608
sao_miguel_do_araguaia,goias,21849,664
palmas_de_monte_alto,bahia,21840,586
camanducaia,minas_gerais,21831,689
santa_barbara_do_para,para,21811,627
oliveira_dos_brejinhos,bahia,21797,554
aquidaba,sergipe,21796,578
ortigueira,parana,21783,609
vargem_alta,espirito_santo,21778,663
paramirim,bahia,21777,615
silva_jardim,rio_de_janeiro,21775,654
maracacume,maranhao,21773,582
itapoa,santa_catarina,21766,761
itapecerica,minas_gerais,21760,713
sao_marcos,rio_grande_do_sul,21756,768
madre_de_deus,bahia,21754,708
urucui,piaui,21746,631
nova_petropolis,rio_grande_do_sul,21717,780
engenheiro_coelho,sao_paulo,21712,732
nhamunda,amazonas,21710,586
araripe,ceara,21707,564
nova_xavantina,mato_grosso,21695,704
paraguacu,minas_gerais,21693,715
olho_d'agua_das_flores,alagoas,21690,565
parelhas,rio_grande_do_norte,21611,676
itaquirai,mato_grosso_do_sul,21604,620
rolante,rio_grande_do_sul,21591,688
perdoes,minas_gerais,21577,744
paraibano,maranhao,21571,580
caxambu,minas_gerais,21566,743
castilho,sao_paulo,21521,731
nova_esperanca_do_piria,para,21519,502
monte_santo_de_minas,minas_gerais,21504,710
lagoa_de_itaenga,pernambuco,21490,602
boquira,bahia,21486,603
siqueira_campos,parana,21476,704
costa_rica,mato_grosso_do_sul,21456,706
sao_joaquim_do_monte,pernambuco,21439,537
taperoa,bahia,21421,566
urussanga,santa_catarina,21419,772
cajueiro,alagoas,21397,562
guara,sao_paulo,21394,718
buritirama,bahia,21374,565
cunha,sao_paulo,21373,684
paraisopolis,minas_gerais,21353,729
sao_jose_do_rio_claro,mato_grosso,21351,682
monte_alegre_de_minas,minas_gerais,21349,674
oros,ceara,21342,636
canto_do_buriti,piaui,21326,576
sao_simao,goias,21318,720
bequimao,maranhao,21317,601
carmo_do_rio_claro,minas_gerais,21310,733
jandaia_do_sul,parana,21281,747
pio_xii,maranhao,21274,541
capela_do_alto,sao_paulo,21257,699
comodoro,mato_grosso,21249,689
quiterianopolis,ceara,21246,594
anage,bahia,21229,540
nova_olinda_do_maranhao,maranhao,21228,581
bananeiras,paraiba,21220,568
crisopolis,bahia,21219,543
vertentes,pernambuco,21172,582
itatinga,sao_paulo,21139,706
arroio_do_meio,rio_grande_do_sul,21121,769
pinhalzinho,santa_catarina,21103,783
paulo_ramos,maranhao,21092,549
sao_francisco_do_guapore,rondonia,21088,611
ibicarai,bahia,21083,625
sao_felipe,bahia,21083,616
campestre,minas_gerais,21052,698
mirador,maranhao,21045,545
catarina,ceara,21041,618
itaobim,minas_gerais,20997,629
lambari,minas_gerais,20995,711
alagoa_nova,paraiba,20992,576
barroso,minas_gerais,20981,734
junqueiropolis,sao_paulo,20978,745
santa_barbara,bahia,20971,583
pindoretama,ceara,20964,636
butia,rio_grande_do_sul,20963,689
cruzeiro_do_oeste,parana,20962,717
bastos,sao_paulo,20952,751
valenca_do_piaui,piaui,20940,647
silvania,goias,20938,709
aracoiaba,pernambuco,20936,592
serro,minas_gerais,20915,656
santo_antonio_do_ica,amazonas,20889,490
bombinhas,santa_catarina,20889,781
abadiania,goias,20873,689
atalaia_do_norte,amazonas,20868,450
wenceslau_guimaraes,bahia,20862,544
santo_anastacio,sao_paulo,20855,753
nova_olimpia,mato_grosso,20820,682
ubirata,parana,20809,739
governador_mangabeira,bahia,20800,643
cocalzinho_de_goias,goias,20771,657
envira,amazonas,20748,509
riacho_das_almas,pernambuco,20744,570
piratini,rio_grande_do_sul,20743,658
floresta_do_araguaia,para,20742,583
sao_joao_batista,maranhao,20736,598
belem_do_sao_francisco,pernambuco,20730,642
sao_joao_do_piaui,piaui,20720,645
cotriguacu,mato_grosso,20717,601
medina,minas_gerais,20701,624
vazante,minas_gerais,20692,742
tibagi,parana,20688,664
jaboticatubas,minas_gerais,20683,681
marau,bahia,20664,593
itapiuna,ceara,20653,604
cachoeirinha,pernambuco,20618,579
araruna,paraiba,20610,567
abare,bahia,20594,575
caraubas,rio_grande_do_norte,20588,638
paranapanema,sao_paulo,20588,717
paulistana,piaui,20583,600
brasnorte,mato_grosso,20571,696
guaratinga,bahia,20565,558
jaguaruna,santa_catarina,20547,721
monte_azul,minas_gerais,20544,659
regente_feijo,sao_paulo,20523,768
muzambinho,minas_gerais,20522,740
nova_brasilandia_d'oeste,rondonia,20504,643
beruri,amazonas,20503,506
ibiruba,rio_grande_do_sul,20474,765
baixa_grande,bahia,20431,585
coronel_vivida,parana,20430,723
aragarcas,goias,20410,732
sao_jose_de_piranhas,paraiba,20406,591
novo_airao,amazonas,20395,570
itororo,bahia,20394,594
cerqueira_cesar,sao_paulo,20391,729
tanhacu,bahia,20383,577
candido_mendes,maranhao,20376,561
santo_antonio_do_sudoeste,parana,20354,671
jijoca_de_jericoacoara,ceara,20351,652
padre_paraiso,minas_gerais,20346,596
cuite,paraiba,20331,591
urucuca,bahia,20312,616
itajuipe,bahia,20309,599
riachao,maranhao,20288,576
chorozinho,ceara,20286,604
turmalina,minas_gerais,20280,682
agua_branca,alagoas,20263,549
porto_real,rio_de_janeiro,20254,713
magalhaes_de_almeida,maranhao,20228,567
barra_da_estiva,bahia,20198,575
icapui,ceara,20183,616
cantagalo,rio_de_janeiro,20163,709
taquarana,alagoas,20162,541
porto_real_do_colegio,alagoas,20158,551
sonora,mato_grosso_do_sul,20158,681
placido_de_castro,acre,20147,622
ipanema,minas_gerais,20133,693
hidrolandia,ceara,20126,597
campos_belos,goias,20124,692
pacaraima,roraima,20108,650
alpinopolis,minas_gerais,20059,725
salgado,sergipe,20051,609
buri,sao_paulo,20050,667
capoeiras,pernambuco,20048,549
pindobacu,bahia,20048,577
boa_vista_do_ramos,amazonas,20040,565
madalena,ceara,20031,610
rio_verde_de_mato_grosso,mato_grosso_do_sul,20025,673
divino,minas_gerais,20020,605
rubiataba,goias,20012,719
santa_vitoria,minas_gerais,19997,710
ibicoara,bahia,19990,591
afranio,pernambuco,19981,588
umirim,ceara,19976,587
remigio,paraiba,19973,607
maracas,bahia,19973,607
itarantim,bahia,19937,610
lajinha,minas_gerais,19914,661
xapuri,acre,19866,599
alhandra,paraiba,19865,582
ubaira,bahia,19860,582
palmeirandia,maranhao,19840,556
santa_luzia_do_para,para,19839,546
simonesia,minas_gerais,19834,632
buriti_dos_lopes,piaui,19832,565
andira,parana,19823,725
riachao_do_dantas,sergipe,19813,539
borda_da_mata,minas_gerais,19809,730
pariquera-acu,sao_paulo,19797,736
rodrigues_alves,acre,19767,567
campina_verde,minas_gerais,19759,704
carmopolis_de_minas,minas_gerais,19756,700
marechal_thaumaturgo,acre,19727,501
castelo_do_piaui,piaui,19716,587
alto_araguaia,mato_grosso,19714,704
morros,maranhao,19708,548
pastos_bons,maranhao,19693,610
presidente_olegario,minas_gerais,19680,701
carnaiba,pernambuco,19666,583
antas,bahia,19659,592
mancio_lima,acre,19643,625
pauini,amazonas,19616,496
olho_d'agua_das_cunhas,maranhao,19616,589
umburanas,bahia,19573,515
tejucuoca,ceara,19551,584
cajari,maranhao,19521,523
papanduva,santa_catarina,19521,704
miracatu,sao_paulo,19511,697
pitimbu,paraiba,19478,570
ampere,parana,19466,709
tres_barras,santa_catarina,19455,706
pirapora_do_bom_jesus,sao_paulo,19453,727
horizontina,rio_grande_do_sul,19446,783
senges,parana,19441,663
formosa_da_serra_negra,maranhao,19425,556
rio_bananal,espirito_santo,19398,681
quitandinha,parana,19388,680
wenceslau_braz,parana,19358,687
trairao,para,19344,562
farias_brito,ceara,19330,633
utinga,bahia,19330,590
caiaponia,goias,19304,693
varzelandia,minas_gerais,19290,594
aguas_formosas,minas_gerais,19285,645
iati,pernambuco,19284,528
canta,roraima,19257,619
costa_marques,rondonia,19255,611
passagem_franca,maranhao,19253,532
baependi,minas_gerais,19249,681
dormentes,pernambuco,19246,589
guarei,sao_paulo,19244,687
ibirama,santa_catarina,19238,737
jaicos,piaui,19233,524
itanhem,bahia,19231,637
serrita,pernambuco,19226,595
presidente_sarney,maranhao,19217,557
otacilio_costa,santa_catarina,19201,740
capanema,parana,19172,706
jaguaripe,bahia,19162,556
carmo,rio_de_janeiro,19161,696
julio_de_castilhos,rio_grande_do_sul,19159,716
fatima_do_sul,mato_grosso_do_sul,19152,714
porto_acre,acre,19141,576
viradouro,sao_paulo,19133,739
matipo,minas_gerais,19098,631
ituacu,bahia,19095,570
sao_raimundo_das_mangabeiras,maranhao,19090,610
chopinzinho,parana,19083,740
contenda,parana,19082,681
aroeiras,paraiba,19081,548
porciuncula,rio_de_janeiro,19068,697
japaratuba,sergipe,19067,621
terra_santa,para,19063,635
macarani,bahia,19056,605
tonantins,amazonas,19038,548
camocim_de_sao_felix,pernambuco,19032,588
caconde,sao_paulo,19031,720
conceicao,paraiba,19030,592
barao_de_grajau,maranhao,19026,592
ervalia,minas_gerais,19019,625
guaranesia,minas_gerais,19014,701
cabaceiras_do_paraguacu,bahia,19010,581
epitaciolandia,acre,18979,653
itapororoca,paraiba,18978,564
montanha,espirito_santo,18954,667
monte_azul_paulista,sao_paulo,18928,753
ipaba,minas_gerais,18926,665
antonina,parana,18919,687
aguas_de_lindoia,sao_paulo,18908,745
aluminio,sao_paulo,18903,766
ribeiropolis,sergipe,18891,613
augustinopolis,tocantins,18870,670
fronteira,minas_gerais,18866,684
nazare_paulista,sao_paulo,18866,678
pocinhos,paraiba,18848,591
venturosa,pernambuco,18835,592
cocos,bahia,18835,596
areia_branca,sergipe,18825,579
garuva,santa_catarina,18816,725
pirapemas,maranhao,18814,576
sao_jose_dos_quatro_marcos,mato_grosso,18788,719
sao_gabriel,bahia,18785,592
cafelandia,parana,18783,748
cruz_machado,parana,18772,664
sao_benedito_do_rio_preto,maranhao,18769,541
sao_joao_do_soter,maranhao,18746,517
governador_edison_lobao,maranhao,18740,629
picui,paraiba,18737,608
bacuri,maranhao,18726,578
carius,ceara,18700,597
santo_antonio_do_amparo,minas_gerais,18697,672
neopolis,sergipe,18688,589
mendes,rio_de_janeiro,18681,736
rio_claro,rio_de_janeiro,18677,683
cairu,bahia,18666,627
ubaitaba,bahia,18647,611
juquia,sao_paulo,18627,700
itirapina,sao_paulo,18610,724
mirangaba,bahia,18603,542
colina,sao_paulo,18601,757
sao_luis_gonzaga_do_maranhao,maranhao,18600,540
cesario_lange,sao_paulo,18595,706
cafarnaum,bahia,18585,584
mundo_novo,mato_grosso_do_sul,18578,686
taio,santa_catarina,18576,761
malacacheta,minas_gerais,18556,618
mairi,bahia,18535,572
varjota,ceara,18520,611
carlos_chagas,minas_gerais,18516,648
pio_ix,piaui,18492,564
boa_vista_do_tupim,bahia,18491,551
mucajai,roraima,18482,665
carire,ceara,18470,596
batalha,alagoas,18440,594
lagoa_do_carro,pernambuco,18429,609
juazeirinho,paraiba,18422,567
ibipeba,bahia,18421,616
mirante_do_paranapanema,sao_paulo,18415,724
inhapi,alagoas,18398,484
solonopole,ceara,18389,625
querencia,mato_grosso,18386,692
formoso_do_araguaia,tocantins,18358,670
indiaroba,sergipe,18337,580
jucurutu,rio_grande_do_norte,18335,601
correntes,pernambuco,18327,536
campo_do_brito,sergipe,18325,621
banabuiu,ceara,18313,606
estrela_de_alagoas,alagoas,18304,534
paraibuna,sao_paulo,18302,719
maraa,amazonas,18298,498
luz,minas_gerais,18297,724
reriutaba,ceara,18279,601
ladainha,minas_gerais,18272,541
sapucaia,rio_de_janeiro,18270,675
buerarema,bahia,18269,613
matelandia,parana,18266,725
jussara,goias,18266,743
sitio_novo,maranhao,18237,564
tartarugalzinho,amapa,18217,592
rio_maria,para,18208,638
sao_caetano_de_odivelas,para,18207,585
croata,ceara,18201,590
messias,alagoas,18201,568
arroio_grande,rio_grande_do_sul,18185,657
inga,paraiba,18184,592
cristinapolis,sergipe,18181,553
itacarambi,minas_gerais,18175,641
lagoa_formosa,minas_gerais,18168,703
presidente_medici,rondonia,18165,664
sao_vicente_ferrer,pernambuco,18150,549
conchas,sao_paulo,18138,736
jaguaretama,ceara,18133,612
una,bahia,18108,560
elias_fausto,sao_paulo,18095,695
morro_da_fumaca,santa_catarina,18095,738
sao_francisco_de_assis,rio_grande_do_sul,18081,675
ourem,para,18079,568
serafina_correa,rio_grande_do_sul,18074,760
manga,minas_gerais,18051,642
sao_joao_do_rio_do_peixe,paraiba,18020,608
abelardo_luz,santa_catarina,18015,696
bady_bassitt,sao_paulo,18013,746
rio_pomba,minas_gerais,18007,714
regeneracao,piaui,17979,591
presidente_getulio,santa_catarina,17973,759
pouso_redondo,santa_catarina,17965,720
goncalves_dias,maranhao,17953,568
belterra,para,17944,588
boqueirao,paraiba,17934,607
cafelandia,sao_paulo,17917,742
jacupiranga,sao_paulo,17911,717
pontalina,goias,17899,687
nao-me-toque,rio_grande_do_sul,17886,765
cerro_azul,parana,17884,573
piacabucu,alagoas,17868,572
sao_paulo_do_potengi,rio_grande_do_norte,17858,622
arinos,minas_gerais,17850,656
apora,bahia,17840,548
capistrano,ceara,17830,611
severinia,sao_paulo,17820,715
fortuna,maranhao,17812,580
fatima,bahia,17801,559
curionopolis,para,17764,636
carnaubal,ceara,17763,593
itariri,sao_paulo,17754,677
cassia,minas_gerais,17741,704
belem,paraiba,17733,592
santana_do_cariri,ceara,17726,612
canapi,alagoas,17715,506
lagoa_da_canoa,alagoas,17692,552
potirendaba,sao_paulo,17668,747
piranga,minas_gerais,17641,600
miracema_do_tocantins,tocantins,17628,684
pedra_branca_do_amapari,amapa,17625,626
sao_miguel_do_tapuio,piaui,17617,556
bom_sucesso,minas_gerais,17612,692
seara,santa_catarina,17610,779
amarante,piaui,17609,598
cruz_do_espirito_santo,paraiba,17599,552
aiuaba,ceara,17584,569
apicum-acu,maranhao,17582,568
ourolandia,bahia,17567,560
terra_roxa,parana,17562,714
pedra_preta,mato_grosso,17547,679
charqueada,sao_paulo,17539,736
pecanha,minas_gerais,17534,627
agua_branca,piaui,17525,639
nova_era,minas_gerais,17524,709
tanque_novo,bahia,17518,599
anadia,alagoas,17507,568
urucuia,minas_gerais,17470,619
porto_murtinho,mato_grosso_do_sul,17460,666
bacabeira,maranhao,17446,629
conceicao_do_mato_dentro,minas_gerais,17438,634
sapeacu,bahia,17421,614
flores_de_goias,goias,17415,597
buritama,sao_paulo,17414,763
itabera,sao_paulo,17405,693
cipo,bahia,17402,601
resplendor,minas_gerais,17396,670
faxinal,parana,17379,687
pindorama,sao_paulo,17378,737
salesopolis,sao_paulo,17363,732
tapes,rio_grande_do_sul,17363,695
satiro_dias,bahia,17330,527
massaranduba,santa_catarina,17330,774
maruim,sergipe,17328,618
pocao_de_pedras,maranhao,17321,576
matoes_do_norte,maranhao,17316,533
jatauba,pernambuco,17305,530
terra_boa,parana,17304,728
sao_domingos_do_prata,minas_gerais,17296,690
tijucas_do_sul,parana,17295,636
central,bahia,17293,596
monsenhor_tabosa,ceara,17264,610
macatuba,sao_paulo,17263,770
serra_dourada,bahia,17261,608
bom_jesus_do_tocantins,para,17254,589
carmopolis,sergipe,17232,643
piquet_carneiro,ceara,17210,600
adustina,bahia,17209,546
guajara,amazonas,17193,532
muniz_freire,espirito_santo,17176,645
cacimba_de_dentro,paraiba,17169,564
corbelia,parana,17162,738
marechal_floriano,espirito_santo,17141,710
itapiranga,santa_catarina,17139,775
crixas,goias,17136,708
xangri-la,rio_grande_do_sul,17126,735
jenipapo_dos_vieiras,maranhao,17123,490
mata_roma,maranhao,17122,570
souto_soares,bahia,17118,592
condeuba,bahia,17113,582
sume,paraiba,17096,627
agua_fria,bahia,17096,550
conceicao_do_almeida,bahia,17087,606
araputanga,mato_grosso,17078,725
itaquitinga,pernambuco,17056,586
terra_rica,parana,17054,710
ibitita,bahia,17048,602
nova_ipixuna,para,17027,581
matupa,mato_grosso,17017,716
belo_campo,bahia,17013,575
santa_cecilia,santa_catarina,17004,698
bonito,bahia,16999,561
rosario_oeste,mato_grosso,16999,650
realeza,parana,16976,722
esperantinopolis,maranhao,16971,586
taguatinga,tocantins,16966,634
cocal_do_sul,santa_catarina,16956,780
brasilandia_de_minas,minas_gerais,16950,674
tapiramuta,bahia,16939,594
nova_resende,minas_gerais,16937,671
capela,alagoas,16907,573
poco_fundo,minas_gerais,16900,691
cidreira,rio_grande_do_sul,16897,729
guapiara,sao_paulo,16896,675
tapaua,amazonas,16876,502
pedregulho,sao_paulo,16876,715
malhada,bahia,16875,562
carapebus,rio_de_janeiro,16859,713
aracagi,paraiba,16857,549
campanha,minas_gerais,16855,709
piata,bahia,16854,571
canudos,bahia,16832,562
juruena,mato_grosso,16811,662
ipua,sao_paulo,16794,749
tabatinga,sao_paulo,16787,704
fortim,ceara,16776,624
joao_neiva,espirito_santo,16774,753
bonito,para,16769,546
tocantins,minas_gerais,16769,688
maranhaozinho,maranhao,16754,550
lima_duarte,minas_gerais,16749,710
salitre,ceara,16714,540
pedro_alexandre,bahia,16698,513
pote,minas_gerais,16675,624
urandi,bahia,16672,598
tururu,ceara,16588,606
bom_lugar,maranhao,16578,562
vitoria_do_jari,amapa,16572,619
mangueirinha,parana,16572,688
machados,pernambuco,16549,578
cacu,goias,16525,730
raposos,minas_gerais,16501,730
morretes,parana,16485,686
nova_canaa,bahia,16482,545
tapejara,parana,16480,703
perdizes,minas_gerais,16469,723
ibitiara,bahia,16463,585
sertanopolis,parana,16456,723
passa_quatro,minas_gerais,16439,715
aveiro,para,16421,541
vila_bela_da_santissima_trindade,mato_grosso,16412,645
bituruna,parana,16411,667
fonte_boa,amazonas,16409,530
alvaraes,amazonas,16396,527
santa_margarida,minas_gerais,16393,610
sananduva,rio_grande_do_sul,16382,747
lago_verde,maranhao,16369,557
pereiro,ceara,16356,601
lagoa_dos_gatos,pernambuco,16345,551
clevelandia,parana,16344,694
agudo,rio_grande_do_sul,16344,694
filadelfia,bahia,16314,565
pindai,bahia,16308,603
corupa,santa_catarina,16300,780
paulino_neves,maranhao,16295,561
capinopolis,minas_gerais,16294,723
itau_de_minas,minas_gerais,16286,776
borborema,sao_paulo,16278,730
iguatemi,mato_grosso_do_sul,16273,662
ibicui,bahia,16262,584
guamare,rio_grande_do_norte,16261,626
sao_benedito_do_sul,pernambuco,16239,530
joselandia,maranhao,16228,561
barrocas,bahia,16225,610
campinapolis,mato_grosso,16223,538
altinopolis,sao_paulo,16221,730
santo_amaro_do_maranhao,maranhao,16219,518
barra_de_santo_antonio,alagoas,16201,557
itaete,bahia,16164,572
monte_negro,rondonia,16158,607
itaipava_do_grajau,maranhao,16158,518
getulio_vargas,rio_grande_do_sul,16158,746
pianco,paraiba,16147,621
palmitos,santa_catarina,16144,737
coaraci,bahia,16128,613
sao_lourenco_da_serra,sao_paulo,16127,728
candoi,parana,16126,635
quixelo,ceara,16116,591
fartura,sao_paulo,16102,732
sao_pedro_do_sul,rio_grande_do_sul,16100,709
cerejeiras,rondonia,16088,692
america_dourada,bahia,16086,561
alto_santo,ceara,16077,601
mozarlandia,goias,16077,683
anapurus,maranhao,16054,581
nova_bandeirantes,mato_grosso,16052,650
salinas_da_margarida,bahia,16047,617
nova_ponte,minas_gerais,16046,701
agua_clara,mato_grosso_do_sul,16025,670
tangara,rio_grande_do_norte,16008,608
urucara,amazonas,16007,620
joaquim_nabuco,pernambuco,15999,554
tremedal,bahia,15996,528
biritinga,bahia,15989,538
ribeirao_branco,sao_paulo,15984,639
canutama,amazonas,15981,530
sao_francisco_do_para,para,15978,608
indiara,goias,15962,701
panorama,sao_paulo,15944,722
grao_mogol,minas_gerais,15943,604
rosana,sao_paulo,15929,764
papagaios,minas_gerais,15922,666
encruzilhada,bahia,15914,544
capitao_leonidas_marques,parana,15887,716
lagoa_nova,rio_grande_do_norte,15880,585
saloa,pernambuco,15880,559
lagoa_real,bahia,15870,545
itamonte,minas_gerais,15844,705
orizona,goias,15834,715
mario_campos,minas_gerais,15814,699
nova_olinda,ceara,15798,625
sao_joao_do_caru,maranhao,15768,509
sao_joao_evangelista,minas_gerais,15761,638
ipanguacu,rio_grande_do_norte,15759,603
saboeiro,ceara,15757,575
guiratinga,mato_grosso,15740,705
girua,rio_grande_do_sul,15729,721
acrelandia,acre,15721,604
santa_cruz,pernambuco,15713,549
sumidouro,rio_de_janeiro,15709,611
restinga_seca,rio_grande_do_sul,15702,683
frei_paulo,sergipe,15688,589
araguana,maranhao,15675,533
tupi_paulista,sao_paulo,15670,769
igapora,bahia,15661,614
campos_altos,minas_gerais,15661,702
mantenopolis,espirito_santo,15653,657
nova_timboteua,para,15646,609
poco_branco,rio_grande_do_norte,15646,587
santa_adelia,sao_paulo,15639,760
ibateguara,alagoas,15637,518
